Upper Bounds	MAE	R_square	length_scale
0.11	0.1282	-1.008	0.11
0.13	0.122	-0.851	0.13
0.15000000000000002	0.1154	-0.618	0.15
0.17	0.1083	-0.349	0.17
0.19	0.1022	-0.083	0.19
0.21000000000000002	0.0964	0.146	0.21
0.23000000000000004	0.0941	0.237	0.223
0.25	0.0965	0.215	0.223
0.27	0.0992	0.184	0.223
0.29000000000000004	0.101	0.162	0.223
0.31000000000000005	0.1021	0.145	0.223
0.33	0.1047	0.148	0.223
0.35000000000000003	0.1063	0.126	0.223
0.37000000000000005	0.1063	0.273	0.325
0.39	0.0912	0.553	0.325
0.41000000000000003	0.0832	0.671	0.325
0.43000000000000005	0.0832	0.671	0.325
0.45000000000000007	0.0832	0.671	0.325
0.4700000000000001	0.0832	0.671	0.325
0.49000000000000005	0.0832	0.671	0.325
0.5100000000000001	0.0832	0.671	0.325
0.5300000000000001	0.0832	0.671	0.325
0.55	0.0832	0.671	0.325
0.5700000000000001	0.0832	0.671	0.325
0.5900000000000001	0.0832	0.671	0.325
