Upper Bounds	MAE	R_square	length_scale
0.11	0.1605	-4.806	0.11
0.13	0.1591	-4.737	0.13
0.15000000000000002	0.1589	-4.586	0.15
0.17	0.1594	-4.495	0.17
0.19	0.1621	-5.14	0.19
0.21000000000000002	0.1644	-5.367	0.21
0.23000000000000004	0.1656	-5.5	0.23
0.25	0.1643	-5.021	0.25
0.27	0.1724	-6.545	0.27
0.29000000000000004	0.1658	-4.647	0.29
0.31000000000000005	0.1461	-2.598	0.31
0.33	0.1436	-2.174	0.33
0.35000000000000003	0.1406	-1.797	0.35
0.37000000000000005	0.1375	-1.471	0.37
0.39	0.1363	-1.198	0.39
0.41000000000000003	0.1359	-0.972	0.41
0.43000000000000005	0.1356	-0.788	0.43
0.45000000000000007	0.1367	-0.709	0.45
0.4700000000000001	0.1386	-0.677	0.47
0.49000000000000005	0.1529	-1.329	0.472
0.5100000000000001	0.1535	-1.339	0.472
0.5300000000000001	0.1641	-2.029	0.472
0.55	0.1624	-1.947	0.472
0.5700000000000001	0.1624	-1.947	0.472
0.5900000000000001	0.1624	-1.947	0.472
