Upper Bounds	MAE	R_square	length_scale
0.11	0.1445	-1.819	0.11
0.13	0.1287	-0.837	0.13
0.15000000000000002	0.1115	-0.075	0.15
0.17	0.0941	0.372	0.17
0.19	0.0791	0.609	0.19
0.21000000000000002	0.0675	0.739	0.21
0.23000000000000004	0.0593	0.814	0.23
0.25	0.0534	0.86	0.25
0.27	0.049	0.89	0.27
0.29000000000000004	0.0456	0.912	0.29
0.31000000000000005	0.0428	0.928	0.31
0.33	0.0405	0.94	0.33
0.35000000000000003	0.0383	0.949	0.35
0.37000000000000005	0.0363	0.956	0.37
0.39	0.035	0.96	0.39
0.41000000000000003	0.0351	0.96	0.393
0.43000000000000005	0.0351	0.96	0.393
0.45000000000000007	0.0351	0.96	0.393
0.4700000000000001	0.0351	0.96	0.393
0.49000000000000005	0.0351	0.96	0.393
0.5100000000000001	0.0351	0.96	0.393
0.5300000000000001	0.0351	0.96	0.393
0.55	0.0351	0.96	0.393
0.5700000000000001	0.0351	0.96	0.393
0.5900000000000001	0.0351	0.96	0.393
