Upper Bounds	MAE	R_square	length_scale
0.11	0.1218	-0.588	0.11
0.13	0.1131	-0.297	0.13
0.15000000000000002	0.1047	-0.021	0.15
0.17	0.0987	0.199	0.17
0.19	0.0914	0.39	0.19
0.21000000000000002	0.0864	0.52	0.21
0.23000000000000004	0.0837	0.606	0.23
0.25	0.0843	0.66	0.25
0.27	0.0787	0.726	0.27
0.29000000000000004	0.0715	0.784	0.29
0.31000000000000005	0.066	0.821	0.31
0.33	0.0624	0.842	0.33
0.35000000000000003	0.0637	0.841	0.347
0.37000000000000005	0.0641	0.839	0.347
0.39	0.0641	0.839	0.347
0.41000000000000003	0.0641	0.839	0.347
0.43000000000000005	0.0641	0.839	0.347
0.45000000000000007	0.0641	0.839	0.347
0.4700000000000001	0.0641	0.839	0.347
0.49000000000000005	0.0641	0.839	0.347
0.5100000000000001	0.0641	0.839	0.347
0.5300000000000001	0.0641	0.839	0.347
0.55	0.0641	0.839	0.347
0.5700000000000001	0.0641	0.839	0.347
0.5900000000000001	0.0641	0.839	0.347
