Upper Bounds	MAE	R_square	length_scale
0.11	0.1858	-2.007	0.11
0.13	0.185	-1.889	0.13
0.15000000000000002	0.1787	-1.728	0.15
0.17	0.1689	-1.353	0.17
0.19	0.1569	-0.861	0.19
0.21000000000000002	0.1427	-0.379	0.21
0.23000000000000004	0.128	0.022	0.23
0.25	0.1135	0.319	0.25
0.27	0.1001	0.524	0.27
0.29000000000000004	0.0893	0.66	0.29
0.31000000000000005	0.0797	0.748	0.31
0.33	0.0718	0.805	0.33
0.35000000000000003	0.0651	0.842	0.35
0.37000000000000005	0.0605	0.865	0.37
0.39	0.0573	0.88	0.39
0.41000000000000003	0.0567	0.888	0.41
0.43000000000000005	0.0567	0.889	0.414
0.45000000000000007	0.0567	0.889	0.414
0.4700000000000001	0.0567	0.889	0.414
0.49000000000000005	0.0567	0.889	0.414
0.5100000000000001	0.0567	0.889	0.414
0.5300000000000001	0.0567	0.889	0.414
0.55	0.0567	0.889	0.414
0.5700000000000001	0.0567	0.889	0.414
0.5900000000000001	0.0567	0.889	0.414
