Upper Bounds	MAE	R_square	length_scale
0.11	0.0667	-16.315	0.11
0.13	0.0625	-8.452	0.13
0.15000000000000002	0.059	-5.607	0.15
0.17	0.0572	-4.291	0.17
0.19	0.0557	-3.574	0.19
0.21000000000000002	0.0542	-3.132	0.21
0.23000000000000004	0.0528	-2.834	0.23
0.25	0.0522	-2.619	0.25
0.27	0.0518	-2.456	0.27
0.29000000000000004	0.0515	-2.33	0.29
0.31000000000000005	0.0521	-2.229	0.31
0.33	0.0525	-2.146	0.33
0.35000000000000003	0.0527	-2.094	0.341
0.37000000000000005	0.0523	-2.08	0.341
0.39	0.0523	-2.074	0.341
0.41000000000000003	0.0523	-2.07	0.341
0.43000000000000005	0.0523	-2.067	0.341
0.45000000000000007	0.0523	-2.065	0.341
0.4700000000000001	0.0523	-2.065	0.341
0.49000000000000005	0.0523	-2.065	0.341
0.5100000000000001	0.0523	-2.065	0.341
0.5300000000000001	0.0523	-2.065	0.341
0.55	0.0523	-2.065	0.341
0.5700000000000001	0.0523	-2.065	0.341
0.5900000000000001	0.0523	-2.065	0.341
