Length Scale	MAE	R_square	RMSE
0.1	0.1707	-22.466	0.2256
0.12000000000000001	0.1655	-20.049	0.2217
0.14	0.1665	-19.366	0.2218
0.16000000000000003	0.1637	-13.817	0.2204
0.18000000000000002	0.1651	-13.207	0.2206
0.2	0.1655	-13.168	0.2202
0.22000000000000003	0.1645	-13.499	0.2195
0.24000000000000002	0.1628	-13.322	0.2187
0.26	0.1615	-12.957	0.2187
0.28	0.1672	-11.791	0.2219
0.30000000000000004	0.169	-11.825	0.2229
0.32000000000000006	0.1702	-12.035	0.2239
0.3400000000000001	0.1711	-12.387	0.2251
0.3600000000000001	0.1721	-12.846	0.2265
0.38	0.1731	-13.334	0.2282
0.4	0.1741	-13.717	0.2302
0.42000000000000004	0.1728	-12.44	0.2278
0.44000000000000006	0.1722	-12.118	0.2271
0.4600000000000001	0.1715	-11.685	0.2262
0.4800000000000001	0.1706	-11.132	0.2253
0.5000000000000001	0.1696	-10.493	0.2242
0.5200000000000001	0.1684	-9.81	0.2231
0.54	0.1672	-9.123	0.222
