Upper Bounds	MAE	R_square	length_scale
0.11	0.1215	-0.514	0.11
0.13	0.1098	-0.183	0.13
0.15000000000000002	0.0966	0.151	0.15
0.17	0.0821	0.441	0.17
0.19	0.0677	0.651	0.19
0.21000000000000002	0.0547	0.786	0.21
0.23000000000000004	0.0438	0.868	0.23
0.25	0.0354	0.917	0.25
0.27	0.0288	0.947	0.27
0.29000000000000004	0.0236	0.966	0.29
0.31000000000000005	0.0193	0.977	0.31
0.33	0.0158	0.984	0.33
0.35000000000000003	0.0132	0.988	0.35
0.37000000000000005	0.0118	0.99	0.37
0.39	0.012	0.99	0.39
0.41000000000000003	0.013	0.989	0.41
0.43000000000000005	0.0148	0.987	0.43
0.45000000000000007	0.0153	0.987	0.434
0.4700000000000001	0.0153	0.987	0.434
0.49000000000000005	0.0153	0.987	0.434
0.5100000000000001	0.0153	0.987	0.434
0.5300000000000001	0.0153	0.987	0.434
0.55	0.0153	0.987	0.434
0.5700000000000001	0.0153	0.987	0.434
0.5900000000000001	0.0153	0.987	0.434
