Length Scale	MAE	R_square	RMSE
0.1	0.1818	-1.221	0.2483
0.12000000000000001	0.1713	-0.964	0.2394
0.14	0.1597	-0.596	0.2281
0.16000000000000003	0.1466	-0.217	0.2148
0.18000000000000002	0.1327	0.101	0.2001
0.2	0.1186	0.342	0.1845
0.22000000000000003	0.1065	0.519	0.1686
0.24000000000000002	0.0968	0.645	0.1533
0.26	0.09	0.732	0.1388
0.28	0.0824	0.795	0.1251
0.30000000000000004	0.0756	0.84	0.1135
0.32000000000000006	0.0702	0.872	0.1042
0.3400000000000001	0.0655	0.893	0.0973
0.3600000000000001	0.0614	0.907	0.0925
0.38	0.0581	0.916	0.0896
0.4	0.0556	0.921	0.0882
0.42000000000000004	0.0551	0.922	0.0885
0.44000000000000006	0.0555	0.924	0.0881
0.4600000000000001	0.0554	0.931	0.084
0.4800000000000001	0.0556	0.936	0.0807
0.5000000000000001	0.055	0.937	0.0796
0.5200000000000001	0.0546	0.939	0.0785
0.54	0.054	0.941	0.0773
