Upper Bounds	MAE	R_square	length_scale
0.11	0.2439	-7.436	0.11
0.13	0.2393	-7.901	0.13
0.15000000000000002	0.2347	-8.434	0.15
0.17	0.2309	-8.825	0.17
0.19	0.227	-9.136	0.19
0.21000000000000002	0.2225	-9.292	0.21
0.23000000000000004	0.2177	-9.373	0.23
0.25	0.2141	-9.315	0.25
0.27	0.2115	-9.146	0.27
0.29000000000000004	0.2102	-8.858	0.29
0.31000000000000005	0.209	-8.424	0.31
0.33	0.2075	-7.831	0.33
0.35000000000000003	0.2054	-7.1	0.35
0.37000000000000005	0.2044	-6.27	0.37
0.39	0.2027	-5.403	0.39
0.41000000000000003	0.2	-4.56	0.41
0.43000000000000005	0.1965	-3.786	0.43
0.45000000000000007	0.1936	-3.259	0.45
0.4700000000000001	0.1934	-3.086	0.47
0.49000000000000005	0.1939	-3.028	0.49
0.5100000000000001	0.1943	-3.018	0.51
0.5300000000000001	0.1949	-3.038	0.53
0.55	0.1953	-3.056	0.55
0.5700000000000001	0.1955	-3.068	0.57
0.5900000000000001	0.1955	-3.071	0.59
