  n,     Ag,     Ir,     Pd,     Pt,     Ru,    act,   C**2,      l
  2,0.19500,0.01500,0.10500,0.29500,0.39000,0.04398,0.00184,10.00000
  3,0.00000,0.00000,1.00000,0.00000,0.00000,0.06384,0.00301,3.42529
  4,0.00000,0.00000,1.00000,0.00000,0.00000,0.06415,0.00215,1.83988
  5,0.00000,0.00000,0.39500,0.60500,0.00000,0.09008,0.00275,1.14026
  6,0.00000,0.00000,0.58000,0.42000,0.00000,0.09205,0.00178,0.80927
  7,0.00000,0.00000,0.56000,0.44000,0.00000,0.08965,0.00176,0.84462
  8,0.00000,0.00000,0.56500,0.43500,0.00000,0.09026,0.00177,0.84735
  9,0.26500,0.00000,0.45500,0.28000,0.00000,0.14296,0.00354,0.42754
 10,0.99000,0.00500,0.00000,0.00500,0.00000,0.01172,0.00286,0.36320
 10,0.19000,0.00500,0.46000,0.34500,0.00000,0.13004,0.00286,0.36320
 11,0.20000,0.00000,0.53000,0.27000,0.00000,0.12769,0.00274,0.39409
 12,1.00000,0.00000,0.00000,0.00000,0.00000,0.01174,0.00270,0.39739
 12,0.18500,0.06500,0.53000,0.22000,0.00000,0.13119,0.00270,0.39739
 13,1.00000,0.00000,0.00000,0.00000,0.00000,0.01180,0.00275,0.39577
 13,0.18000,0.01000,0.56500,0.16000,0.08500,0.13633,0.00275,0.39577
 14,1.00000,0.00000,0.00000,0.00000,0.00000,0.01181,0.00265,0.40521
 14,0.17000,0.02500,0.54500,0.16500,0.09500,0.13655,0.00265,0.40521
 15,1.00000,0.00000,0.00000,0.00000,0.00000,0.01182,0.00353,0.44933
 15,0.12500,0.10500,0.58500,0.00000,0.18500,0.14894,0.00353,0.44933
 16,1.00000,0.00000,0.00000,0.00000,0.00000,0.01186,0.00394,0.46656
 16,0.05000,0.12500,0.57500,0.00000,0.25000,0.15513,0.00394,0.46656
 17,1.00000,0.00000,0.00000,0.00000,0.00000,0.01186,0.00385,0.47765
 17,0.05000,0.11000,0.58000,0.00000,0.26000,0.15534,0.00385,0.47765
 18,0.03500,0.05000,0.67000,0.00000,0.24500,0.16279,0.00346,0.39535
 19,0.06500,0.05000,0.64000,0.00000,0.24500,0.15765,0.00332,0.41282
 20,0.05500,0.06500,0.64000,0.00000,0.24000,0.15594,0.00338,0.42107
 21,0.05500,0.06000,0.64000,0.00000,0.24500,0.15597,0.00316,0.40996
 22,0.05000,0.07000,0.64500,0.00000,0.23500,0.15721,0.00316,0.39956
 23,0.03500,0.08500,0.65500,0.00000,0.22500,0.15803,0.00323,0.39833
 24,0.03500,0.09000,0.65500,0.00000,0.22000,0.15839,0.00325,0.39663
 25,0.04000,0.07000,0.65000,0.00000,0.24000,0.15750,0.00313,0.40222
 26,0.05000,0.07500,0.64500,0.00000,0.23000,0.15718,0.00313,0.40354
 27,0.04500,0.07500,0.65000,0.00000,0.23000,0.15708,0.00310,0.41217
 28,0.04500,0.07500,0.65000,0.00000,0.23000,0.15707,0.00292,0.41259
 29,0.04500,0.07500,0.65000,0.00000,0.23000,0.15674,0.00293,0.41461
 30,0.00000,0.36500,0.00000,0.63500,0.00000,0.13420,0.00390,0.41786
 30,0.04500,0.08000,0.64500,0.00000,0.23000,0.15681,0.00390,0.41786
 31,0.04500,0.08500,0.64500,0.00000,0.22500,0.15686,0.00394,0.41242
 31,0.00000,0.35000,0.00000,0.65000,0.00000,0.13473,0.00394,0.41242
 32,0.04500,0.08500,0.64500,0.00000,0.22500,0.15684,0.00404,0.41566
 32,0.00000,0.38000,0.00000,0.62000,0.00000,0.13465,0.00404,0.41566
 33,0.04500,0.08500,0.64500,0.00000,0.22500,0.15683,0.00436,0.42277
 33,0.00000,0.49500,0.00000,0.50500,0.00000,0.14554,0.00436,0.42277
 34,0.00000,0.49500,0.00000,0.50500,0.00000,0.14547,0.00441,0.42563
 34,0.04500,0.08000,0.64500,0.00000,0.23000,0.15660,0.00441,0.42563
 35,0.00000,0.49500,0.00000,0.50500,0.00000,0.14790,0.00415,0.41631
 35,0.04500,0.08000,0.64500,0.00000,0.23000,0.15663,0.00415,0.41631
 36,0.04500,0.08000,0.64500,0.00000,0.23000,0.15663,0.00388,0.41159
 36,0.00000,0.49500,0.00000,0.50500,0.00000,0.14792,0.00388,0.41159
 37,0.00000,0.49500,0.00000,0.50500,0.00000,0.14789,0.00391,0.41338
 37,0.04500,0.08000,0.64500,0.00000,0.23000,0.15650,0.00391,0.41338
 38,0.00000,0.49500,0.00000,0.50500,0.00000,0.14787,0.00392,0.41423
 38,0.04500,0.08000,0.64500,0.00000,0.23000,0.15642,0.00392,0.41423
 39,0.00000,0.49500,0.00000,0.50500,0.00000,0.14793,0.00387,0.41064
 39,0.04500,0.08000,0.64500,0.00000,0.23000,0.15675,0.00387,0.41064
 40,0.00000,0.49500,0.00000,0.50500,0.00000,0.14789,0.00388,0.41242
 40,0.04500,0.08000,0.64500,0.00000,0.23000,0.15654,0.00388,0.41242
 41,0.00000,0.49500,0.00000,0.50500,0.00000,0.14789,0.00388,0.41234
 41,0.04500,0.08000,0.64500,0.00000,0.23000,0.15655,0.00388,0.41234
 42,0.00000,0.49500,0.00000,0.50500,0.00000,0.14795,0.00386,0.41003
 42,0.04000,0.08500,0.64500,0.00000,0.23000,0.15687,0.00386,0.41003
 43,0.00000,0.49500,0.00000,0.50500,0.00000,0.14791,0.00386,0.41114
 43,0.04500,0.08000,0.64500,0.00000,0.23000,0.15669,0.00386,0.41114
 44,0.00000,0.49500,0.00000,0.50500,0.00000,0.14791,0.00386,0.41187
 44,0.04000,0.08000,0.64500,0.00000,0.23500,0.15669,0.00386,0.41187
 45,0.00000,0.49500,0.00000,0.50500,0.00000,0.14793,0.00385,0.41074
 45,0.04500,0.08000,0.64500,0.00000,0.23000,0.15685,0.00385,0.41074
 46,0.00000,0.49500,0.00000,0.50500,0.00000,0.14784,0.00371,0.41075
 46,0.04500,0.08000,0.64500,0.00000,0.23000,0.15684,0.00371,0.41075
 47,0.00000,0.49500,0.00000,0.50500,0.00000,0.14782,0.00373,0.41209
 47,0.04000,0.08500,0.64500,0.00000,0.23000,0.15658,0.00373,0.41209
 48,0.00000,0.49500,0.00000,0.50500,0.00000,0.14779,0.00372,0.41272
 48,0.04500,0.08000,0.64500,0.00000,0.23000,0.15641,0.00372,0.41272
 49,0.00000,0.49500,0.00000,0.50500,0.00000,0.14777,0.00373,0.41379
 49,0.04500,0.08000,0.64500,0.00000,0.23000,0.15627,0.00373,0.41379
 50,0.00000,0.49500,0.00000,0.50500,0.00000,0.14778,0.00373,0.41358
 50,0.04500,0.08000,0.64500,0.00000,0.23000,0.15630,0.00373,0.41358
 51,0.00000,0.49500,0.00000,0.50500,0.00000,0.14778,0.00372,0.41299
 51,0.04500,0.08000,0.64500,0.00000,0.23000,0.15636,0.00372,0.41299
 52,0.00000,0.49500,0.00000,0.50500,0.00000,0.14776,0.00376,0.41510
 52,0.03500,0.08500,0.65000,0.00000,0.23000,0.15620,0.00376,0.41510
 53,0.00000,0.49500,0.00000,0.50500,0.00000,0.14777,0.00380,0.41600
 53,0.02000,0.08500,0.65500,0.00000,0.24000,0.15652,0.00380,0.41600
 54,0.00000,0.49500,0.00000,0.50500,0.00000,0.14800,0.00403,0.42087
 54,0.03000,0.09000,0.65500,0.00000,0.22500,0.15652,0.00403,0.42087
 55,0.00000,0.49500,0.00000,0.50500,0.00000,0.14799,0.00401,0.42100
 55,0.03500,0.09000,0.65500,0.00000,0.22000,0.15644,0.00401,0.42100
 56,0.00000,0.49500,0.00000,0.50500,0.00000,0.14788,0.00406,0.42645
 56,0.03500,0.08500,0.65500,0.00000,0.22500,0.15640,0.00406,0.42645
 57,0.00000,0.49500,0.00000,0.50500,0.00000,0.14788,0.00410,0.42746
 57,0.02500,0.08500,0.66000,0.00000,0.23000,0.15651,0.00410,0.42746
 58,0.00000,0.49500,0.00000,0.50500,0.00000,0.14777,0.00430,0.43770
 58,0.01500,0.08000,0.66000,0.00000,0.24500,0.15656,0.00430,0.43770
 59,0.00000,0.49500,0.00000,0.50500,0.00000,0.14777,0.00433,0.43690
 59,0.00000,0.07500,0.66500,0.00000,0.26000,0.15724,0.00433,0.43690
 60,0.00000,0.49500,0.00000,0.50500,0.00000,0.14776,0.00435,0.43715
 60,0.00000,0.07000,0.66500,0.00000,0.26500,0.15745,0.00435,0.43715
 61,0.00000,0.49500,0.00000,0.50500,0.00000,0.14770,0.00431,0.43444
 61,0.00000,0.07000,0.66500,0.00000,0.26500,0.15748,0.00431,0.43444
 62,0.00000,0.49500,0.00000,0.50500,0.00000,0.14770,0.00431,0.43472
 62,0.00000,0.07000,0.66500,0.00000,0.26500,0.15748,0.00431,0.43472
