  n,     Ir,     Pd,     Pt,     Rh,     Ru,    act,   C**2,      l
  2,0.28500,0.30500,0.03000,0.24000,0.14000,0.07867,0.00323,0.22334
  2,0.00000,0.00000,0.00000,1.00000,0.00000,-0.00015,0.00323,0.22334
  3,0.32000,0.45500,0.05000,0.07000,0.10500,0.10191,0.00469,0.47004
  4,0.32000,0.57500,0.03000,0.03500,0.04000,0.11434,0.00532,0.61802
  5,0.36000,0.56000,0.00000,0.03500,0.04500,0.11494,0.00405,0.59623
  6,0.20000,0.59500,0.00000,0.08000,0.12500,0.12086,0.00321,0.47545
  7,0.00000,0.64000,0.00000,0.00000,0.36000,0.17946,0.00777,0.65191
  8,0.09500,0.62500,0.00000,0.05000,0.23000,0.16000,0.00438,0.45983
  9,0.15500,0.58500,0.00000,0.00000,0.26000,0.16439,0.00415,0.42958
 10,0.15000,0.59000,0.00000,0.00000,0.26000,0.16383,0.00402,0.43497
 11,0.15500,0.58000,0.00000,0.00000,0.26500,0.16419,0.00397,0.44351
 12,0.15500,0.58000,0.00000,0.00000,0.26500,0.16426,0.00395,0.44566
 13,0.15000,0.57500,0.00000,0.00000,0.27500,0.16429,0.00358,0.42673
 14,0.15000,0.57500,0.00000,0.00000,0.27500,0.16450,0.00359,0.42723
 15,0.14500,0.58000,0.01000,0.00000,0.26500,0.16377,0.00356,0.42585
 16,0.14000,0.57000,0.01500,0.00000,0.27500,0.16309,0.00349,0.42571
 17,0.14000,0.56000,0.01500,0.00000,0.28500,0.16328,0.00342,0.42246
 18,0.14000,0.56000,0.01500,0.00000,0.28500,0.16345,0.00341,0.42095
 19,0.15000,0.56500,0.00000,0.00000,0.28500,0.16298,0.00342,0.42723
 20,0.14000,0.56500,0.01000,0.00500,0.28000,0.16254,0.00337,0.42159
 21,0.14500,0.57000,0.01000,0.00000,0.27500,0.16249,0.00340,0.43159
 22,0.14000,0.56500,0.01500,0.00000,0.28000,0.16240,0.00367,0.44876
 23,0.13500,0.56500,0.02000,0.00000,0.28000,0.16241,0.00338,0.44434
