  n,     Ir,     Pd,     Pt,     Rh,     Ru,    act,   C**2,      l
  2,0.00000,0.00000,0.00000,0.00000,1.00000,0.09674,0.00766,4.82311
  3,0.00000,0.33000,0.18000,0.05000,0.44000,0.09568,0.00386,0.87874
  4,0.13500,0.37500,0.09500,0.10500,0.29000,0.09674,0.00267,0.52926
  5,0.00000,1.00000,0.00000,0.00000,0.00000,0.21037,0.02806,1.79128
  6,0.01500,0.54000,0.00000,0.19500,0.25000,0.15667,0.00454,0.41417
  7,0.05000,0.56500,0.01500,0.11500,0.25500,0.15661,0.00394,0.37929
  8,0.04000,0.57500,0.01000,0.11000,0.26500,0.15690,0.00363,0.39510
  9,0.01500,0.57000,0.07500,0.09500,0.24500,0.15977,0.00345,0.40181
 10,0.05500,0.57000,0.06500,0.08000,0.23000,0.16035,0.00331,0.41347
 11,0.05000,0.57000,0.06500,0.07500,0.24000,0.16010,0.00310,0.41729
 12,0.07500,0.52500,0.07500,0.07000,0.25500,0.16240,0.00339,0.37699
 13,0.07500,0.51500,0.08000,0.07500,0.25500,0.16686,0.00324,0.35250
 14,1.00000,0.00000,0.00000,0.00000,0.00000,0.00008,0.00303,0.35515
 14,0.07500,0.51500,0.08500,0.07000,0.25500,0.16665,0.00303,0.35515
 15,1.00000,0.00000,0.00000,0.00000,0.00000,0.00010,0.00288,0.34960
 15,0.07000,0.51500,0.08000,0.07500,0.26000,0.16708,0.00288,0.34960
 16,1.00000,0.00000,0.00000,0.00000,0.00000,0.00012,0.00274,0.34996
 16,0.08500,0.52500,0.07000,0.06500,0.25500,0.16663,0.00274,0.34996
 17,1.00000,0.00000,0.00000,0.00000,0.00000,0.00013,0.00298,0.35469
 17,0.08500,0.52500,0.07000,0.06000,0.26000,0.16662,0.00298,0.35469
 17,0.00000,0.00000,0.90000,0.00000,0.10000,0.07763,0.00298,0.35469
 18,1.00000,0.00000,0.00000,0.00000,0.00000,0.00012,0.00275,0.35186
 18,0.08500,0.52500,0.07000,0.06500,0.25500,0.16660,0.00275,0.35186
 18,0.00000,0.00000,0.90000,0.00000,0.10000,0.07757,0.00275,0.35186
 19,1.00000,0.00000,0.00000,0.00000,0.00000,0.00012,0.00258,0.35153
 19,0.08500,0.52500,0.07000,0.06500,0.25500,0.16652,0.00258,0.35153
 19,0.00000,0.00000,0.90000,0.00000,0.10000,0.07755,0.00258,0.35153
 20,1.00000,0.00000,0.00000,0.00000,0.00000,0.00013,0.00247,0.35444
 20,0.08500,0.52500,0.07000,0.06500,0.25500,0.16632,0.00247,0.35444
 20,0.00000,0.02500,0.88000,0.00000,0.09500,0.07804,0.00247,0.35444
 21,1.00000,0.00000,0.00000,0.00000,0.00000,0.00014,0.00242,0.35819
 21,0.08500,0.52500,0.06500,0.06500,0.26000,0.16622,0.00242,0.35819
 21,0.00000,0.02000,0.88000,0.00000,0.10000,0.07802,0.00242,0.35819
 22,1.00000,0.00000,0.00000,0.00000,0.00000,0.00013,0.00236,0.35905
 22,0.09000,0.52500,0.05000,0.08000,0.25500,0.16548,0.00236,0.35905
 22,0.00000,0.01500,0.89000,0.00000,0.09500,0.07771,0.00236,0.35905
 23,1.00000,0.00000,0.00000,0.00000,0.00000,0.00014,0.00230,0.36154
 23,0.09000,0.52500,0.05000,0.07500,0.26000,0.16530,0.00230,0.36154
 23,0.00000,0.00000,0.83000,0.10000,0.07000,0.08159,0.00230,0.36154
 24,1.00000,0.00000,0.00000,0.00000,0.00000,0.00013,0.00220,0.36237
 24,0.09000,0.52500,0.05000,0.07500,0.26000,0.16519,0.00220,0.36237
 24,0.00000,0.00000,0.83000,0.10000,0.07000,0.08162,0.00220,0.36237
 25,0.31000,0.00000,0.69000,0.00000,0.00000,0.15212,0.00296,0.34882
 25,0.09000,0.52000,0.05000,0.08000,0.26000,0.16611,0.00296,0.34882
 26,0.31000,0.00000,0.69000,0.00000,0.00000,0.15202,0.00290,0.35261
 26,0.08500,0.52500,0.05000,0.08000,0.26000,0.16593,0.00290,0.35261
 27,0.43500,0.00000,0.56500,0.00000,0.00000,0.16218,0.00313,0.35588
 27,0.08500,0.52500,0.05000,0.08000,0.26000,0.16578,0.00313,0.35588
 28,0.43500,0.00000,0.56500,0.00000,0.00000,0.16162,0.00326,0.36151
 28,0.08500,0.52500,0.05000,0.08000,0.26000,0.16566,0.00326,0.36151
 29,0.43000,0.00000,0.57000,0.00000,0.00000,0.16338,0.00334,0.36063
 29,0.09000,0.52500,0.04500,0.08000,0.26000,0.16589,0.00334,0.36063
