  n,     Ir,     Pd,     Pt,     Rh,     Ru,    act,   C**2,      l
  2,0.00000,0.21500,0.59500,0.05000,0.14000,0.08558,0.00405,0.70895
  3,0.00000,0.23500,0.47000,0.08000,0.21500,0.08091,0.00252,0.60885
  4,0.00000,0.56500,0.38000,0.00000,0.05500,0.09871,0.00304,0.69795
  5,0.00000,0.55000,0.32000,0.13000,0.00000,0.10206,0.00281,0.73730
  6,0.00000,0.42000,0.40000,0.18000,0.00000,0.10540,0.00240,0.59796
  7,0.00000,0.47500,0.24000,0.13500,0.15000,0.10486,0.00292,0.47069
  8,0.00000,0.49000,0.15000,0.11000,0.25000,0.15200,0.00387,0.37883
  9,1.00000,0.00000,0.00000,0.00000,0.00000,-0.00321,0.00393,0.40239
  9,0.00000,0.49500,0.13000,0.11000,0.26500,0.15447,0.00393,0.40239
 10,1.00000,0.00000,0.00000,0.00000,0.00000,-0.00360,0.00367,0.40922
 10,0.00000,0.49500,0.13500,0.10500,0.26500,0.15436,0.00367,0.40922
 11,0.06000,0.51000,0.11000,0.08500,0.23500,0.15702,0.00356,0.39676
 12,0.06000,0.51000,0.11000,0.08500,0.23500,0.15545,0.00368,0.40720
 13,0.05500,0.53000,0.09500,0.08000,0.24000,0.15677,0.00372,0.40979
 14,0.05000,0.55500,0.07500,0.06500,0.25500,0.15845,0.00402,0.41939
 14,0.05000,0.55500,0.07500,0.06500,0.25500,0.15845,0.00402,0.41939
 15,0.09000,0.58000,0.03500,0.02500,0.27000,0.16014,0.00448,0.43709
 16,0.09000,0.58000,0.03000,0.03500,0.26500,0.16036,0.00443,0.43800
 17,0.08500,0.59000,0.03500,0.01000,0.28000,0.16131,0.00452,0.44517
 18,0.09000,0.58500,0.03500,0.01500,0.27500,0.16110,0.00444,0.44540
 19,0.07500,0.59000,0.03000,0.03000,0.27500,0.16057,0.00436,0.44185
 20,0.07000,0.60000,0.01000,0.04500,0.27500,0.16169,0.00429,0.43397
 21,0.09000,0.58000,0.03000,0.02000,0.28000,0.16061,0.00427,0.44255
 22,0.11500,0.58000,0.00000,0.00000,0.30500,0.16246,0.00438,0.44436
 23,0.11500,0.57500,0.00000,0.00000,0.31000,0.16268,0.00437,0.44679
 24,0.11500,0.57500,0.00000,0.00000,0.31000,0.16263,0.00417,0.45183
 25,0.11500,0.57500,0.00000,0.00000,0.31000,0.16260,0.00371,0.44367
 26,0.11500,0.57500,0.00000,0.00000,0.31000,0.16256,0.00353,0.44669
 27,0.11500,0.57500,0.00000,0.00000,0.31000,0.16252,0.00322,0.44112
 28,0.11000,0.57500,0.00500,0.00500,0.30500,0.16216,0.00319,0.44180
 29,0.12000,0.57500,0.00000,0.00000,0.30500,0.16273,0.00323,0.44082
 30,0.12000,0.57500,0.00000,0.00000,0.30500,0.16275,0.00323,0.44098
 31,0.12000,0.57500,0.00000,0.00000,0.30500,0.16302,0.00325,0.44038
 32,0.12000,0.57500,0.00000,0.00000,0.30500,0.16322,0.00327,0.44020
 33,0.12000,0.57500,0.00000,0.00000,0.30500,0.16293,0.00324,0.44131
 34,0.11500,0.57500,0.00000,0.00000,0.31000,0.16312,0.00324,0.44182
 35,0.12000,0.57500,0.00000,0.00000,0.30500,0.16296,0.00323,0.44184
 36,0.12500,0.57500,0.00000,0.00000,0.30000,0.16357,0.00326,0.43983
 37,0.13500,0.57000,0.00000,0.00000,0.29500,0.16394,0.00330,0.43892
 38,0.13500,0.57000,0.00000,0.00000,0.29500,0.16407,0.00331,0.43895
 39,0.14000,0.57000,0.00000,0.00000,0.29000,0.16466,0.00338,0.43773
 40,0.45500,0.00000,0.54500,0.00000,0.00000,0.16230,0.00496,0.42063
 40,0.14000,0.57000,0.00000,0.00000,0.29000,0.16480,0.00496,0.42063
 41,0.46500,0.00000,0.53500,0.00000,0.00000,0.16239,0.00489,0.42773
 41,0.14000,0.57000,0.00000,0.00000,0.29000,0.16476,0.00489,0.42773
 42,0.45500,0.00000,0.54500,0.00000,0.00000,0.16419,0.00654,0.41479
 42,0.14500,0.57000,0.00000,0.00000,0.28500,0.16512,0.00654,0.41479
 43,0.45500,0.00000,0.54500,0.00000,0.00000,0.16447,0.00640,0.41521
 43,0.14500,0.57000,0.00000,0.00000,0.28500,0.16510,0.00640,0.41521
 44,0.45500,0.00000,0.54500,0.00000,0.00000,0.16440,0.00621,0.41721
 44,0.14500,0.57000,0.00000,0.00000,0.28500,0.16509,0.00621,0.41721
 45,0.46000,0.00000,0.54000,0.00000,0.00000,0.16446,0.00633,0.42138
