  n,     Ag,     Ir,     Pd,     Pt,     Ru,    act,   C**2,      l
  2,0.00000,0.00000,0.24000,0.41500,0.34500,0.11793,0.00951,1.13649
  3,0.00000,0.00000,0.38500,0.22000,0.39500,0.11508,0.00510,0.79508
  4,0.05000,0.05000,0.39500,0.30500,0.20000,0.11917,0.00437,0.45305
  5,0.05500,0.00500,0.45000,0.32500,0.16500,0.12539,0.00417,0.53705
  6,0.00000,0.00000,0.67000,0.18000,0.15000,0.14405,0.00529,0.65313
  7,0.00000,0.00000,0.67500,0.17500,0.15000,0.14412,0.00465,0.66345
  8,0.02500,0.00000,0.63000,0.21000,0.13500,0.14344,0.00406,0.63435
  9,0.07500,0.00000,0.61000,0.07500,0.24000,0.15757,0.00442,0.41757
 10,0.05000,0.00000,0.61000,0.11500,0.22500,0.15026,0.00410,0.43511
 11,0.04000,0.00000,0.61500,0.10500,0.24000,0.14953,0.00407,0.45662
 12,0.00000,0.08000,0.61000,0.08500,0.22500,0.15422,0.00401,0.43813
 13,0.00000,0.08500,0.61000,0.08500,0.22000,0.15428,0.00389,0.44253
 14,0.00000,0.08500,0.61500,0.07500,0.22500,0.15417,0.00362,0.44803
 15,0.00000,0.08500,0.61500,0.07500,0.22500,0.15472,0.00366,0.44974
 16,0.00000,0.08000,0.61500,0.07500,0.23000,0.15487,0.00367,0.45106
 17,0.00000,0.10500,0.64000,0.00500,0.25000,0.15674,0.00402,0.47696
 18,0.00000,0.10500,0.63500,0.00000,0.26000,0.15816,0.00424,0.48518
 19,0.00000,0.10000,0.63500,0.00000,0.26500,0.15954,0.00449,0.49422
 20,0.00000,0.12500,0.64000,0.00000,0.23500,0.15837,0.00413,0.46896
 21,0.00000,0.11000,0.64000,0.00000,0.25000,0.15725,0.00386,0.47020
 22,0.00000,0.11000,0.64000,0.00000,0.25000,0.15743,0.00388,0.47008
 23,0.00000,0.11000,0.64000,0.00000,0.25000,0.15741,0.00379,0.47295
 24,0.00000,0.11000,0.64000,0.00000,0.25000,0.15796,0.00383,0.47121
 25,0.00000,0.11000,0.64000,0.00000,0.25000,0.15734,0.00377,0.47242
 26,0.00000,0.10500,0.64000,0.00000,0.25500,0.15721,0.00385,0.47746
 27,0.00000,0.10500,0.64000,0.00000,0.25500,0.15712,0.00412,0.49453
 28,0.00000,0.10500,0.64000,0.00000,0.25500,0.15709,0.00377,0.49176
 29,0.00000,0.42500,0.00000,0.57500,0.00000,0.14056,0.00490,0.47059
 29,0.00000,0.09500,0.65000,0.00000,0.25500,0.15738,0.00490,0.47059
 30,0.00000,0.40500,0.00000,0.59500,0.00000,0.14168,0.00493,0.44682
 30,0.00000,0.10000,0.65000,0.00000,0.25000,0.15749,0.00493,0.44682
 31,0.00000,0.39500,0.00000,0.60500,0.00000,0.14228,0.00468,0.44510
