     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.04286,0.05157,0.35391,0.23316,0.31850,0.1117113
0.06662,0.34159,0.32078,0.05378,0.21724,0.0810320
0.00498,0.00491,0.00118,0.93399,0.05493,0.0506806
0.00184,0.00396,0.12300,0.14455,0.72665,0.0096764
0.05497,0.05272,0.41182,0.37376,0.10673,0.1233374
0.00314,0.00138,0.64342,0.19555,0.15651,0.1440317
0.27462,0.00005,0.64745,0.01356,0.06431,0.1272197
0.00440,0.00084,0.82327,0.00426,0.16723,0.1247242
0.00352,0.00359,0.67355,0.24217,0.07717,0.1172868
0.07324,0.00381,0.61140,0.06166,0.24990,0.1478987
0.08580,0.00025,0.58709,0.12317,0.20369,0.1478628
0.00399,0.08477,0.61218,0.07444,0.22462,0.1549667
0.03007,0.12748,0.61570,0.05283,0.17392,0.1521869
0.49293,0.00426,0.27075,0.22911,0.00295,0.0810050
0.00066,0.08386,0.61478,0.06516,0.23554,0.1554177
0.00153,0.08153,0.61926,0.05743,0.24024,0.1550892
0.00344,0.10838,0.63709,0.00377,0.24731,0.1592189
0.00153,0.10455,0.63563,0.00281,0.25549,0.1601712
0.00321,0.09840,0.63063,0.00126,0.26650,0.1622811
0.00186,0.08009,0.62520,0.00325,0.28960,0.1510153
0.00144,0.14087,0.63878,0.00146,0.21745,0.1535062
0.00259,0.11056,0.63739,0.00076,0.24869,0.1582944
0.37756,0.00478,0.00002,0.61680,0.00084,0.0275763
0.00333,0.10863,0.63585,0.00337,0.24882,0.1613391
0.00318,0.11155,0.63326,0.00143,0.25058,0.1527790
0.04080,0.10175,0.62288,0.00353,0.23104,0.1534855
0.22552,0.23285,0.53722,0.00249,0.00192,0.1341607
0.98974,0.00431,0.00002,0.00170,0.00422,0.0175114
0.00430,0.43110,0.00426,0.55718,0.00315,0.1400608
0.00212,0.35130,0.24596,0.39786,0.00276,0.0945362
0.48007,0.51524,0.00057,0.00051,0.00361,0.0069176
0.00391,0.26242,0.00337,0.56811,0.16219,0.0782893
0.00296,0.11262,0.64303,0.00205,0.23934,0.1588684
0.00189,0.64939,0.00264,0.34296,0.00312,0.1215268
0.00214,0.10842,0.64845,0.00339,0.23759,0.1627602
0.28466,0.07646,0.47318,0.00411,0.16159,0.1263006
0.22781,0.07270,0.50499,0.19296,0.00154,0.1292202
0.00099,0.11961,0.64836,0.00244,0.22859,0.1575222
0.14582,0.43080,0.00329,0.41953,0.00055,0.0764511
0.54633,0.00372,0.00479,0.00450,0.44067,0.0316333
0.00147,0.12318,0.64606,0.00333,0.22596,0.1608485
0.00482,0.98751,0.00370,0.00112,0.00286,0.0001771
0.00125,0.13048,0.64645,0.00256,0.21925,0.1591337
0.00453,0.32747,0.66420,0.00141,0.00239,0.1224355
0.00109,0.12129,0.65035,0.00315,0.22412,0.1535760
0.00171,0.11418,0.64569,0.00403,0.23437,0.1543408
0.00431,0.11853,0.64282,0.00174,0.23260,0.1584537
