     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.09985,0.06857,0.29636,0.35876,0.17647,0.1072601
0.26475,0.12961,0.27614,0.12739,0.20211,0.0938934
0.00128,0.00368,0.00180,0.99263,0.00062,0.0400508
0.00436,0.00493,0.74918,0.24064,0.00088,0.0836340
0.00095,0.00000,0.26121,0.20171,0.53613,0.0547680
0.00386,0.35792,0.30894,0.32720,0.00208,0.0966688
0.27463,0.00183,0.33048,0.38860,0.00446,0.1059320
0.31022,0.22902,0.00404,0.39834,0.05838,0.0403393
0.11860,0.09832,0.45598,0.30453,0.02258,0.1201258
0.14604,0.29683,0.55496,0.00137,0.00081,0.1341571
0.00246,0.33532,0.53637,0.00412,0.12174,0.1272651
0.00215,0.52176,0.47016,0.00212,0.00382,0.0852841
0.17085,0.11943,0.60655,0.00105,0.10211,0.1403316
0.40370,0.00869,0.58302,0.00150,0.00308,0.1023715
0.00450,0.09746,0.63960,0.00022,0.25822,0.1623466
0.99058,0.00047,0.00492,0.00361,0.00041,0.0103555
0.00430,0.00460,0.63567,0.00310,0.35233,0.1517312
0.00164,0.00863,0.59036,0.13255,0.26683,0.1504756
0.28199,0.70993,0.00355,0.00089,0.00364,0.0015768
0.00000,0.12927,0.54432,0.00115,0.32526,0.1461140
0.44198,0.24346,0.31200,0.00114,0.00142,0.0959177
0.00145,0.48550,0.00282,0.00489,0.50534,0.0000068
0.00334,0.00192,0.00069,0.65175,0.34231,0.0364414
0.00247,0.00036,0.75431,0.00254,0.24032,0.1486053
0.55074,0.00491,0.00321,0.00083,0.44032,0.0326795
0.12467,0.00102,0.59328,0.00223,0.27880,0.1387755
0.00402,0.00028,0.34712,0.64425,0.00433,0.0845191
0.00111,0.14297,0.68586,0.00304,0.16701,0.1540598
0.00351,0.34306,0.00209,0.65035,0.00098,0.1361291
0.00234,0.54701,0.00273,0.44687,0.00105,0.1424238
0.00110,0.99520,0.00193,0.00068,0.00109,0.0000001
0.00209,0.40287,0.00050,0.44665,0.14789,0.0784018
0.00023,0.00219,0.00055,0.00116,0.99587,0.0000000
0.60699,0.00057,0.23627,0.15495,0.00121,0.0568444
0.00024,0.23475,0.76012,0.00080,0.00410,0.1248480
0.00243,0.10649,0.60795,0.07722,0.20591,0.1494001
0.24875,0.00412,0.00420,0.26543,0.47749,0.0172218
0.16160,0.00314,0.52158,0.16444,0.14923,0.1370980
0.27009,0.00268,0.00017,0.72216,0.00490,0.0398900
0.08360,0.42708,0.00038,0.48857,0.00036,0.1005167
0.68170,0.30795,0.00493,0.00192,0.00350,0.0244508
0.20359,0.00009,0.20420,0.00074,0.59137,0.0451675
0.34484,0.30808,0.00484,0.00136,0.34088,0.0050578
0.00241,0.00348,0.99038,0.00246,0.00127,0.0671698
0.00209,0.00286,0.49144,0.30543,0.19818,0.1388698
0.39696,0.00225,0.39113,0.00140,0.20826,0.0964845
0.00033,0.10239,0.66442,0.00271,0.23016,0.1607765
0.00070,0.00360,0.62091,0.08759,0.28720,0.1530724
0.00355,0.70139,0.00018,0.29420,0.00068,0.1118836
0.00475,0.75063,0.00074,0.00446,0.23942,0.0000004
0.09799,0.00314,0.71751,0.00264,0.17872,0.1400642
0.00078,0.00136,0.64424,0.00251,0.35112,0.1532361
0.63824,0.00093,0.00131,0.35921,0.00030,0.0138137
0.00331,0.10500,0.66198,0.00125,0.22846,0.1555287
0.00394,0.10503,0.65892,0.00046,0.23166,0.1550953
0.00148,0.00338,0.64051,0.09806,0.25657,0.1538765
0.07905,0.12997,0.56938,0.00486,0.21674,0.1464813
0.00150,0.12239,0.58722,0.10158,0.18732,0.1471582
0.00443,0.07901,0.68614,0.00335,0.22706,0.1575599
0.23479,0.13853,0.51620,0.10928,0.00120,0.1323168
0.00237,0.08218,0.61060,0.00028,0.30457,0.1516505
0.00041,0.00126,0.71314,0.00423,0.28096,0.1514322
0.00488,0.00241,0.59021,0.00266,0.39984,0.1415462
0.10447,0.15026,0.56800,0.00236,0.17491,0.1491192
0.00384,0.11130,0.67724,0.00225,0.20537,0.1595343
0.00295,0.11295,0.67766,0.00077,0.20567,0.1555890
0.16597,0.12786,0.70110,0.00077,0.00431,0.1518502
0.00426,0.35732,0.34017,0.00384,0.29441,0.0697014
0.00043,0.25004,0.60087,0.14650,0.00216,0.1134087
0.00143,0.24308,0.14860,0.60509,0.00179,0.0942396
0.42280,0.00098,0.00217,0.35767,0.21639,0.0226929
0.20294,0.41426,0.26450,0.11367,0.00463,0.0816797
0.08598,0.12701,0.67474,0.00061,0.11166,0.1488535
0.20824,0.00389,0.78667,0.00053,0.00067,0.2035152
0.00179,0.23607,0.00215,0.00224,0.75774,0.0000000
0.00280,0.18151,0.00238,0.31711,0.49620,0.0137482
0.42921,0.40334,0.00192,0.16528,0.00025,0.0220821
0.00487,0.76503,0.22915,0.00094,0.00002,0.0217825
0.71927,0.00409,0.08411,0.00223,0.19030,0.0551381
0.14051,0.00227,0.36374,0.15124,0.34223,0.1055691
0.37166,0.16314,0.22517,0.23845,0.00157,0.0804308
0.00441,0.19941,0.32085,0.22727,0.24806,0.0969973
0.00318,0.14053,0.00063,0.76088,0.09479,0.0755092
0.43106,0.00176,0.20636,0.00032,0.36049,0.0624452
0.00149,0.00403,0.25037,0.51064,0.23347,0.0941141
0.00354,0.55910,0.00095,0.23098,0.20543,0.0226372
0.00374,0.16166,0.26469,0.00376,0.56615,0.0298235
0.57008,0.14439,0.00300,0.12059,0.16195,0.0248233
0.22935,0.30832,0.32126,0.00479,0.13628,0.0985793
0.19848,0.00110,0.79584,0.00404,0.00054,0.2065823
0.00222,0.57279,0.15689,0.26775,0.00036,0.0740804
0.00091,0.00106,0.52526,0.47158,0.00120,0.0878659
0.19021,0.00256,0.73833,0.06402,0.00489,0.1613139
0.15760,0.00200,0.14315,0.59042,0.10684,0.0776735
0.18615,0.00172,0.00088,0.51522,0.29603,0.0345875
0.24755,0.00023,0.00420,0.00435,0.74368,0.0034316
0.41629,0.44550,0.13309,0.00216,0.00295,0.0447996
0.19192,0.27132,0.00311,0.24333,0.29033,0.0266090
0.35883,0.00244,0.44037,0.19592,0.00245,0.1182209
0.18890,0.16005,0.27369,0.00058,0.37678,0.0711029
0.00110,0.00480,0.00185,0.23440,0.75785,0.0051036
0.00239,0.15304,0.39433,0.44619,0.00405,0.0985338
0.75264,0.00244,0.23775,0.00346,0.00371,0.0220906
0.44871,0.00072,0.00124,0.54817,0.00116,0.0219631
0.21328,0.55428,0.00116,0.00314,0.22815,0.0010254
0.00316,0.00284,0.00068,0.45308,0.54024,0.0174517
0.52530,0.15261,0.18496,0.00198,0.13515,0.0684253
0.19755,0.22270,0.00009,0.00016,0.57951,0.0006176
0.15731,0.59241,0.00288,0.24264,0.00476,0.0493414
0.34454,0.00453,0.25340,0.25589,0.14163,0.0835114
0.00369,0.42419,0.41997,0.14844,0.00371,0.0895259
0.13971,0.18339,0.00401,0.67104,0.00185,0.0730454
0.00006,0.00373,0.44439,0.21147,0.34035,0.1335963
0.00307,0.18514,0.00165,0.55505,0.25508,0.0539017
0.15586,0.22503,0.22323,0.39108,0.00480,0.0917379
0.11057,0.23241,0.41376,0.15017,0.09309,0.1242619
0.00486,0.00296,0.20850,0.00088,0.78280,0.0078983
