  n,     Ag,     Ir,     Pd,     Pt,     Ru,    act,   C**2,      l
  2,0.00000,0.95500,0.00000,0.04500,0.00000,0.06127,0.00259,1.93270
  3,0.00000,1.00000,0.00000,0.00000,0.00000,0.06341,0.00219,2.68604
  4,0.08000,0.32500,0.05500,0.51500,0.02500,0.06318,0.00131,0.57906
  5,0.00000,0.20000,0.29000,0.51000,0.00000,0.09388,0.00214,0.57793
  6,0.00000,0.13000,0.43500,0.43500,0.00000,0.10087,0.00248,0.68827
  7,0.00000,0.30000,0.70000,0.00000,0.00000,0.12284,0.00407,0.71131
  8,0.00000,0.36500,0.60500,0.03000,0.00000,0.12613,0.00347,0.64439
  9,0.00000,0.31500,0.55500,0.00000,0.13000,0.13133,0.00358,0.63430
 10,0.00000,0.31000,0.55500,0.00000,0.13500,0.13085,0.00376,0.67783
 11,0.14000,0.24500,0.56000,0.00000,0.05500,0.13510,0.00365,0.61428
 12,0.13500,0.23000,0.56000,0.00000,0.07500,0.13520,0.00358,0.62765
 13,0.12500,0.17500,0.59000,0.00000,0.11000,0.13492,0.00329,0.57591
 14,0.12000,0.16500,0.60000,0.00000,0.11500,0.14181,0.00268,0.48839
 15,0.10500,0.16000,0.60500,0.00000,0.13000,0.14801,0.00254,0.44960
 16,0.00500,0.10500,0.66500,0.00000,0.22500,0.15614,0.00303,0.44164
 17,0.00000,0.09000,0.65000,0.04000,0.22000,0.15776,0.00291,0.43203
 18,0.00000,0.09000,0.64500,0.04500,0.22000,0.15771,0.00273,0.43093
 19,0.00000,0.09000,0.64500,0.04500,0.22000,0.15772,0.00257,0.42898
 20,0.00000,0.08000,0.66500,0.01000,0.24500,0.15700,0.00275,0.43464
 21,0.00000,0.08000,0.65500,0.02000,0.24500,0.15641,0.00303,0.43695
 21,0.00000,0.08000,0.65500,0.02000,0.24500,0.15641,0.00303,0.43695
 22,0.00000,0.08000,0.65500,0.02000,0.24500,0.15632,0.00286,0.43607
 22,0.00000,0.08000,0.65500,0.02000,0.24500,0.15632,0.00286,0.43607
 23,0.00000,0.08500,0.65500,0.01500,0.24500,0.15629,0.00283,0.43704
 23,0.00000,0.08500,0.65500,0.01500,0.24500,0.15629,0.00283,0.43704
 24,0.00000,0.08000,0.65500,0.02000,0.24500,0.15617,0.00260,0.42963
 24,0.00000,0.08000,0.65500,0.02000,0.24500,0.15617,0.00260,0.42963
 25,0.00000,0.07500,0.66000,0.01500,0.25000,0.15663,0.00263,0.43299
 25,0.00000,0.07500,0.66000,0.01500,0.25000,0.15663,0.00263,0.43299
 25,0.00000,0.00000,0.00000,0.00000,1.00000,0.00014,0.00263,0.43299
 26,0.22000,0.04500,0.73500,0.00000,0.00000,0.17015,0.00360,0.37908
 26,0.22000,0.04500,0.73500,0.00000,0.00000,0.17015,0.00360,0.37908
 27,0.22500,0.04000,0.73500,0.00000,0.00000,0.17006,0.00346,0.37843
 27,0.22500,0.04000,0.73500,0.00000,0.00000,0.17006,0.00346,0.37843
 28,0.22500,0.04000,0.73500,0.00000,0.00000,0.16994,0.00342,0.38253
 28,0.22500,0.04000,0.73500,0.00000,0.00000,0.16994,0.00342,0.38253
 29,0.22500,0.04000,0.73500,0.00000,0.00000,0.16909,0.00345,0.38658
 29,0.22500,0.04000,0.73500,0.00000,0.00000,0.16909,0.00345,0.38658
 30,0.22000,0.04500,0.73500,0.00000,0.00000,0.16907,0.00328,0.38415
 30,0.22000,0.04500,0.73500,0.00000,0.00000,0.16907,0.00328,0.38415
 31,0.22000,0.04500,0.73500,0.00000,0.00000,0.16909,0.00329,0.37392
 31,0.22000,0.04500,0.73500,0.00000,0.00000,0.16909,0.00329,0.37392
 32,0.99000,0.00000,0.00000,0.01000,0.00000,0.01494,0.00384,0.37906
 32,0.22000,0.04500,0.73500,0.00000,0.00000,0.16904,0.00384,0.37906
 32,0.00000,0.31500,0.00000,0.68500,0.00000,0.12836,0.00384,0.37906
 32,0.22000,0.04500,0.73500,0.00000,0.00000,0.16904,0.00384,0.37906
 33,0.22000,0.04500,0.73500,0.00000,0.00000,0.16925,0.00377,0.37145
 33,0.00000,0.31500,0.00000,0.68500,0.00000,0.12842,0.00377,0.37145
 33,0.22000,0.04500,0.73500,0.00000,0.00000,0.16925,0.00377,0.37145
 34,0.21500,0.05000,0.73500,0.00000,0.00000,0.16927,0.00367,0.37066
 34,0.00000,0.31500,0.00000,0.68500,0.00000,0.12842,0.00367,0.37066
 34,0.21500,0.05000,0.73500,0.00000,0.00000,0.16927,0.00367,0.37066
 35,0.21500,0.05000,0.73500,0.00000,0.00000,0.16921,0.00360,0.37182
 35,0.00000,0.31500,0.00000,0.68500,0.00000,0.12838,0.00360,0.37182
 35,0.21500,0.05000,0.73500,0.00000,0.00000,0.16921,0.00360,0.37182
 36,0.21500,0.05000,0.73500,0.00000,0.00000,0.16903,0.00361,0.37687
 36,0.00000,0.32000,0.00000,0.68000,0.00000,0.12839,0.00361,0.37687
 36,0.21500,0.05000,0.73500,0.00000,0.00000,0.16903,0.00361,0.37687
 37,0.21500,0.05000,0.73500,0.00000,0.00000,0.16893,0.00356,0.37776
 37,0.00000,0.32500,0.00000,0.67500,0.00000,0.12850,0.00356,0.37776
 37,0.21500,0.05000,0.73500,0.00000,0.00000,0.16893,0.00356,0.37776
 38,0.25500,0.00000,0.74500,0.00000,0.00000,0.16703,0.00367,0.38293
 38,0.00000,0.33000,0.00000,0.67000,0.00000,0.12858,0.00367,0.38293
 38,0.00000,0.06000,0.66000,0.03500,0.24500,0.15709,0.00367,0.38293
