  n,     Ir,     Pd,     Pt,     Rh,     Ru,    act,   C**2,      l
  2,0.00000,0.39500,0.45000,0.15500,0.00000,0.08090,0.00525,1.60275
  3,0.00000,0.65500,0.07000,0.27500,0.00000,0.07989,0.00409,2.09622
  4,0.20000,0.05500,0.42500,0.32000,0.00000,0.08324,0.00228,1.03709
  5,0.24000,0.29000,0.47000,0.00000,0.00000,0.08943,0.00214,0.67151
  6,0.17500,0.36500,0.30500,0.15500,0.00000,0.07956,0.00182,0.60526
  7,0.00000,0.39500,0.48000,0.10500,0.02000,0.08887,0.00178,0.61785
  8,0.00000,0.40000,0.48500,0.10000,0.01500,0.08874,0.00164,0.63806
  9,0.00000,0.53000,0.19000,0.00000,0.28000,0.14660,0.00345,0.44162
  9,0.02500,0.00000,0.97500,0.00000,0.00000,0.06679,0.00345,0.44162
 10,0.00000,0.54000,0.13500,0.00000,0.32500,0.15043,0.00364,0.47997
 10,0.02000,0.00000,0.98000,0.00000,0.00000,0.06674,0.00364,0.47997
 11,0.11000,0.55500,0.08000,0.00000,0.25500,0.15769,0.00380,0.46596
 12,0.10000,0.55500,0.08500,0.00000,0.26000,0.15814,0.00341,0.45722
 13,0.09500,0.56500,0.08500,0.00000,0.25500,0.15825,0.00325,0.45904
 14,0.09500,0.56500,0.08000,0.00000,0.26000,0.15800,0.00320,0.46875
 15,0.10500,0.57500,0.03000,0.00000,0.29000,0.15890,0.00344,0.43551
 16,0.13500,0.57500,0.00000,0.00000,0.29000,0.16159,0.00358,0.43573
 17,0.13500,0.57500,0.00000,0.00000,0.29000,0.16153,0.00326,0.42990
 18,0.13500,0.57500,0.00000,0.00000,0.29000,0.16144,0.00296,0.42274
 19,0.12000,0.59500,0.00000,0.00000,0.28500,0.16155,0.00276,0.40805
 20,0.12000,0.59500,0.00000,0.00000,0.28500,0.16143,0.00260,0.40835
 21,0.07500,0.54500,0.05500,0.04000,0.28500,0.16333,0.00248,0.37054
 21,0.07500,0.54500,0.05500,0.04000,0.28500,0.16333,0.00248,0.37054
 22,0.07500,0.54500,0.05500,0.04000,0.28500,0.16321,0.00238,0.37309
 22,0.07500,0.54500,0.05500,0.04000,0.28500,0.16321,0.00238,0.37309
 23,0.07500,0.54500,0.05000,0.04500,0.28500,0.16395,0.00234,0.37029
 23,0.07500,0.54500,0.05000,0.04500,0.28500,0.16395,0.00234,0.37029
 24,0.07500,0.54500,0.05000,0.04500,0.28500,0.16388,0.00227,0.37276
 24,0.07500,0.54500,0.05000,0.04500,0.28500,0.16388,0.00227,0.37276
 25,0.08500,0.55500,0.03500,0.04500,0.28000,0.16306,0.00233,0.37862
 25,0.08500,0.55500,0.03500,0.04500,0.28000,0.16306,0.00233,0.37862
 26,0.59000,0.00000,0.41000,0.00000,0.00000,0.14025,0.00341,0.37450
 26,0.08500,0.56000,0.03000,0.04500,0.28000,0.16343,0.00341,0.37450
 26,0.08500,0.56000,0.03000,0.04500,0.28000,0.16343,0.00341,0.37450
 27,0.43500,0.00000,0.56500,0.00000,0.00000,0.16719,0.00415,0.38170
 27,0.09500,0.56000,0.02500,0.04500,0.27500,0.16336,0.00415,0.38170
 27,0.09500,0.56000,0.02500,0.04500,0.27500,0.16336,0.00415,0.38170
 28,0.42500,0.00000,0.57500,0.00000,0.00000,0.16678,0.00439,0.38691
 28,0.10000,0.56000,0.02500,0.04500,0.27000,0.16326,0.00439,0.38691
 28,0.09000,0.55500,0.03500,0.05000,0.27000,0.16325,0.00439,0.38691
 29,0.42500,0.00000,0.57500,0.00000,0.00000,0.16673,0.00425,0.38763
 29,0.09500,0.56000,0.03000,0.04500,0.27000,0.16326,0.00425,0.38763
 29,0.09000,0.55500,0.03500,0.05000,0.27000,0.16326,0.00425,0.38763
 30,0.42500,0.00000,0.57500,0.00000,0.00000,0.16661,0.00419,0.38913
 30,0.10000,0.56000,0.02000,0.04500,0.27500,0.16339,0.00419,0.38913
 30,0.10000,0.56000,0.02000,0.04500,0.27500,0.16339,0.00419,0.38913
 31,0.42500,0.00000,0.57500,0.00000,0.00000,0.16657,0.00407,0.39014
 31,0.10000,0.56000,0.02000,0.04500,0.27500,0.16335,0.00407,0.39014
 31,0.10000,0.56000,0.02000,0.04500,0.27500,0.16335,0.00407,0.39014
 32,0.42500,0.00000,0.57500,0.00000,0.00000,0.16650,0.00393,0.38870
 32,0.08500,0.55000,0.03500,0.05000,0.28000,0.16327,0.00393,0.38870
 32,0.08500,0.55000,0.03500,0.05000,0.28000,0.16327,0.00393,0.38870
 33,0.42500,0.00000,0.57500,0.00000,0.00000,0.16645,0.00382,0.38986
 33,0.08500,0.55000,0.03500,0.05000,0.28000,0.16322,0.00382,0.38986
 33,0.08500,0.55000,0.03500,0.05000,0.28000,0.16322,0.00382,0.38986
 34,0.42500,0.00000,0.57500,0.00000,0.00000,0.16646,0.00382,0.39432
 34,0.09000,0.55500,0.03000,0.05000,0.27500,0.16314,0.00382,0.39432
 34,0.09000,0.55500,0.03000,0.05000,0.27500,0.16314,0.00382,0.39432
 35,0.42500,0.00000,0.57500,0.00000,0.00000,0.16627,0.00383,0.39855
 35,0.09000,0.55500,0.03000,0.05000,0.27500,0.16305,0.00383,0.39855
 35,0.09000,0.55500,0.03000,0.05000,0.27500,0.16305,0.00383,0.39855
 36,0.42500,0.00000,0.57500,0.00000,0.00000,0.16621,0.00369,0.39757
 36,0.09000,0.55500,0.03000,0.05000,0.27500,0.16304,0.00369,0.39757
 36,0.09000,0.55500,0.03000,0.05000,0.27500,0.16304,0.00369,0.39757
 37,0.42500,0.00000,0.57500,0.00000,0.00000,0.16617,0.00372,0.39807
 37,0.09000,0.55000,0.03500,0.05000,0.27500,0.16265,0.00372,0.39807
 38,0.42000,0.00000,0.58000,0.00000,0.00000,0.16614,0.00370,0.40125
 38,0.09000,0.55000,0.03500,0.05000,0.27500,0.16263,0.00370,0.40125
 39,0.42000,0.00000,0.58000,0.00000,0.00000,0.16617,0.00374,0.40598
 39,0.09000,0.55000,0.03500,0.05000,0.27500,0.16252,0.00374,0.40598
 40,0.42000,0.00000,0.58000,0.00000,0.00000,0.16613,0.00369,0.40860
 40,0.09000,0.55000,0.03500,0.05000,0.27500,0.16244,0.00369,0.40860
 41,0.42000,0.00000,0.58000,0.00000,0.00000,0.16628,0.00375,0.41392
 41,0.09000,0.55000,0.03000,0.05000,0.28000,0.16224,0.00375,0.41392
 42,0.42000,0.00000,0.58000,0.00000,0.00000,0.16636,0.00356,0.39810
 42,0.10500,0.54500,0.02000,0.06500,0.26500,0.16439,0.00356,0.39810
 43,0.42000,0.00000,0.58000,0.00000,0.00000,0.16632,0.00348,0.39928
 43,0.10500,0.54500,0.02000,0.06500,0.26500,0.16434,0.00348,0.39928
 44,0.42000,0.00000,0.58000,0.00000,0.00000,0.16623,0.00345,0.40112
 44,0.10500,0.54500,0.02000,0.06500,0.26500,0.16430,0.00345,0.40112
 45,0.42000,0.00000,0.58000,0.00000,0.00000,0.16622,0.00347,0.40440
 45,0.10500,0.54500,0.02000,0.06500,0.26500,0.16421,0.00347,0.40440
 46,0.42000,0.00000,0.58000,0.00000,0.00000,0.16626,0.00343,0.39977
 46,0.11000,0.54500,0.01000,0.07000,0.26500,0.16494,0.00343,0.39977
 47,0.42000,0.00000,0.58000,0.00000,0.00000,0.16623,0.00345,0.40261
 47,0.11000,0.54500,0.01500,0.06500,0.26500,0.16474,0.00345,0.40261
 48,0.42000,0.00000,0.58000,0.00000,0.00000,0.16622,0.00341,0.40026
 48,0.10500,0.54500,0.02000,0.06500,0.26500,0.16502,0.00341,0.40026
 49,0.42000,0.00000,0.58000,0.00000,0.00000,0.16608,0.00341,0.39750
 49,0.10000,0.54500,0.02500,0.06500,0.26500,0.16510,0.00341,0.39750
 49,0.03500,0.00000,0.08000,0.88500,0.00000,0.02605,0.00341,0.39750
 50,0.42000,0.00000,0.58000,0.00000,0.00000,0.16604,0.00326,0.39375
 50,0.10000,0.54500,0.02500,0.06500,0.26500,0.16509,0.00326,0.39375
 51,0.42000,0.00000,0.58000,0.00000,0.00000,0.16603,0.00324,0.39528
 51,0.10000,0.54500,0.02500,0.06500,0.26500,0.16506,0.00324,0.39528
 52,0.42000,0.00000,0.58000,0.00000,0.00000,0.16603,0.00324,0.39588
 52,0.10000,0.54500,0.02500,0.06500,0.26500,0.16491,0.00324,0.39588
 53,0.42000,0.00000,0.58000,0.00000,0.00000,0.16605,0.00333,0.40147
 53,0.11000,0.54500,0.01500,0.06500,0.26500,0.16436,0.00333,0.40147
 54,0.41500,0.00000,0.58500,0.00000,0.00000,0.16463,0.00327,0.40144
 54,0.11000,0.54500,0.01500,0.06500,0.26500,0.16436,0.00327,0.40144
 55,0.41500,0.00000,0.58500,0.00000,0.00000,0.16466,0.00331,0.40161
 55,0.11500,0.55500,0.00000,0.05500,0.27500,0.16530,0.00331,0.40161
 56,0.41500,0.00000,0.58500,0.00000,0.00000,0.16472,0.00335,0.40299
 56,0.11500,0.55000,0.00000,0.06000,0.27500,0.16518,0.00335,0.40299
 57,0.41500,0.00000,0.58500,0.00000,0.00000,0.16471,0.00335,0.40346
 57,0.11500,0.55000,0.00000,0.06000,0.27500,0.16509,0.00335,0.40346
 58,0.41500,0.00000,0.58500,0.00000,0.00000,0.16471,0.00336,0.40384
 58,0.11500,0.55000,0.00000,0.06000,0.27500,0.16509,0.00336,0.40384
 59,0.41500,0.00000,0.58500,0.00000,0.00000,0.16466,0.00334,0.40364
 59,0.12000,0.55000,0.00000,0.06000,0.27000,0.16495,0.00334,0.40364
 60,0.41500,0.00000,0.58500,0.00000,0.00000,0.16467,0.00329,0.40404
 60,0.12000,0.55000,0.00000,0.06000,0.27000,0.16496,0.00329,0.40404
 61,0.41500,0.00000,0.58500,0.00000,0.00000,0.16462,0.00326,0.40627
 61,0.12000,0.55000,0.00000,0.06000,0.27000,0.16494,0.00326,0.40627
 62,0.41500,0.00000,0.58500,0.00000,0.00000,0.16462,0.00326,0.40893
 62,0.12000,0.55000,0.00000,0.06000,0.27000,0.16492,0.00326,0.40893
 63,0.41500,0.00000,0.58500,0.00000,0.00000,0.16462,0.00327,0.40894
 63,0.12000,0.55000,0.00000,0.06000,0.27000,0.16512,0.00327,0.40894
 64,0.41500,0.00000,0.58500,0.00000,0.00000,0.16462,0.00327,0.40917
 64,0.12000,0.55000,0.00000,0.06000,0.27000,0.16520,0.00327,0.40917
 65,0.41500,0.00000,0.58500,0.00000,0.00000,0.16482,0.00346,0.41362
 65,0.12000,0.55000,0.00000,0.06000,0.27000,0.16532,0.00346,0.41362
 66,0.41500,0.00000,0.58500,0.00000,0.00000,0.16468,0.00345,0.41536
 66,0.12000,0.55000,0.00000,0.06000,0.27000,0.16530,0.00345,0.41536
 67,0.41500,0.00000,0.58500,0.00000,0.00000,0.16469,0.00345,0.41496
 67,0.12000,0.55000,0.00000,0.06000,0.27000,0.16553,0.00345,0.41496
 68,0.41500,0.00000,0.58500,0.00000,0.00000,0.16469,0.00345,0.41454
 68,0.12000,0.54500,0.00000,0.06000,0.27500,0.16593,0.00345,0.41454
 69,0.41500,0.00000,0.58500,0.00000,0.00000,0.16468,0.00344,0.41463
 69,0.12000,0.55000,0.00000,0.06000,0.27000,0.16555,0.00344,0.41463
 70,0.41500,0.00000,0.58500,0.00000,0.00000,0.16470,0.00352,0.41703
 70,0.12000,0.55000,0.00000,0.06000,0.27000,0.16554,0.00352,0.41703
 71,0.41500,0.00000,0.58500,0.00000,0.00000,0.16470,0.00354,0.41875
 71,0.12000,0.55000,0.00000,0.06000,0.27000,0.16552,0.00354,0.41875
 72,0.41500,0.00000,0.58500,0.00000,0.00000,0.16470,0.00355,0.41877
 72,0.12000,0.55000,0.00000,0.06000,0.27000,0.16554,0.00355,0.41877
 73,0.41500,0.00000,0.58500,0.00000,0.00000,0.16470,0.00355,0.41896
 73,0.12000,0.55000,0.00000,0.06000,0.27000,0.16557,0.00355,0.41896
 74,0.41500,0.00000,0.58500,0.00000,0.00000,0.16452,0.00361,0.42358
 74,0.12000,0.55000,0.00000,0.06000,0.27000,0.16555,0.00361,0.42358
 75,0.41500,0.00000,0.58500,0.00000,0.00000,0.16472,0.00377,0.43011
