     Ir,     Pd,     Pt,     Rh,     Ru, activity
0.08858,0.27478,0.08339,0.14722,0.40603,0.0883996
0.29011,0.10317,0.21167,0.23204,0.16301,0.0406833
0.00097,0.19867,0.00456,0.00452,0.79129,0.0360640
0.01378,0.53533,0.02794,0.11881,0.30415,0.1590188
0.00209,0.98997,0.00159,0.00288,0.00346,0.0347646
0.00248,0.54665,0.00109,0.30444,0.14534,0.1158987
0.00103,0.56719,0.18606,0.00225,0.24346,0.1549844
0.14811,0.57958,0.00259,0.00304,0.26668,0.1597399
0.25724,0.52945,0.17851,0.00415,0.03066,0.0940339
0.00166,0.62109,0.00405,0.00364,0.36957,0.1425521
0.06341,0.58320,0.06453,0.06670,0.22216,0.1598579
0.10257,0.49802,0.09453,0.00299,0.30190,0.1543300
0.00251,0.32050,0.56708,0.00304,0.10686,0.0865002
0.00273,0.46529,0.21878,0.14589,0.16730,0.1403377
0.00392,0.00047,0.62493,0.36907,0.00160,0.0644589
0.00272,0.00212,0.09125,0.89920,0.00471,0.0006403
0.99057,0.00207,0.00244,0.00485,0.00007,0.0000418
0.00270,0.00205,0.58625,0.00485,0.40415,0.0538727
0.33062,0.41865,0.00129,0.00106,0.24839,0.1167307
0.12615,0.53706,0.00317,0.10082,0.23280,0.1637981
0.00103,0.00129,0.99046,0.00368,0.00354,0.0659775
0.00038,0.65163,0.34449,0.00298,0.00052,0.0627904
0.33125,0.00058,0.66299,0.00215,0.00304,0.1550767
0.21769,0.00451,0.69353,0.08060,0.00367,0.1176399
0.48230,0.00460,0.50556,0.00428,0.00326,0.1509951
0.00209,0.43280,0.21911,0.00364,0.34235,0.1377589
0.34801,0.00141,0.52547,0.00441,0.12069,0.1139498
0.55874,0.00362,0.00260,0.43014,0.00490,0.0009161
0.34547,0.12458,0.52107,0.00396,0.00492,0.0959558
0.28323,0.50495,0.00067,0.21082,0.00033,0.1124804
0.31135,0.68107,0.00360,0.00369,0.00029,0.1098516
0.00454,0.00109,0.00268,0.57738,0.41430,0.0001964
0.46088,0.00339,0.00379,0.00278,0.52916,0.0000003
0.13934,0.28732,0.00058,0.57243,0.00033,0.0328877
0.10808,0.60352,0.00334,0.07670,0.20836,0.1639484
0.63399,0.36167,0.00136,0.00265,0.00033,0.0436747
0.00105,0.20872,0.31526,0.47089,0.00408,0.0310907
0.12834,0.51417,0.00306,0.11800,0.23644,0.1650610
0.66453,0.00353,0.32507,0.00446,0.00241,0.1104268
0.00454,0.00023,0.00413,0.17055,0.82055,0.0000000
0.00413,0.49752,0.00267,0.15859,0.33709,0.1423108
0.11531,0.51041,0.00418,0.00052,0.36958,0.1615327
0.00185,0.00227,0.41904,0.30821,0.26863,0.0217639
0.13233,0.51399,0.00262,0.10095,0.25010,0.1622761
0.00014,0.59847,0.08581,0.09671,0.21887,0.1539252
0.41607,0.00095,0.44574,0.13441,0.00283,0.1152542
0.08653,0.69751,0.00238,0.20968,0.00390,0.1049277
0.09667,0.53003,0.06717,0.06407,0.24207,0.1524178
0.00313,0.00447,0.28246,0.00088,0.70905,0.0108214
0.13817,0.60481,0.00188,0.00252,0.25262,0.1606554
0.74643,0.00078,0.00019,0.00096,0.25164,0.0000002
0.00336,0.00357,0.80639,0.00491,0.18177,0.0789994
0.10678,0.57710,0.00012,0.07256,0.24344,0.1636349
0.11678,0.51776,0.00176,0.00270,0.36100,0.1588398
0.13628,0.52038,0.00244,0.10701,0.23389,0.1592237
0.00064,0.20696,0.61290,0.17668,0.00281,0.0496188
0.22580,0.00473,0.21105,0.55565,0.00277,0.0148513
0.13449,0.61708,0.00198,0.00057,0.24588,0.1616391
0.14016,0.45884,0.00061,0.18360,0.21679,0.1459038
0.31889,0.00136,0.00048,0.33624,0.34304,0.0001462
0.08503,0.57578,0.08802,0.00002,0.25115,0.1560857
0.00187,0.48606,0.28767,0.00155,0.22286,0.1448776
0.00347,0.54424,0.18351,0.26534,0.00345,0.1052020
0.00262,0.50000,0.00252,0.00420,0.49066,0.1423345
0.18629,0.58825,0.00226,0.00406,0.21914,0.1562167
0.12024,0.52121,0.00464,0.00236,0.35156,0.1611978
0.00260,0.53210,0.10413,0.04747,0.31370,0.1574057
0.00315,0.56142,0.10797,0.00258,0.32488,0.1533966
0.00174,0.50677,0.12219,0.11056,0.25873,0.1559618
0.10174,0.52877,0.08396,0.07921,0.20632,0.1539921
0.10990,0.50673,0.09372,0.00190,0.28775,0.1522619
0.00282,0.64220,0.00113,0.09623,0.25762,0.1396168
0.00327,0.26177,0.42640,0.00347,0.30509,0.0900905
0.29577,0.00372,0.28789,0.00192,0.41070,0.0236045
0.00101,0.31874,0.00324,0.39631,0.28071,0.0870689
0.17105,0.56560,0.00120,0.06140,0.20074,0.1536187
0.00090,0.62136,0.14063,0.00377,0.23334,0.1501707
0.53376,0.23819,0.00085,0.22291,0.00428,0.0335683
0.10674,0.52687,0.00220,0.04547,0.31872,0.1647846
0.16221,0.56654,0.00191,0.07211,0.19724,0.1575348
0.11969,0.54271,0.00118,0.00030,0.33611,0.1589324
0.08528,0.53697,0.08771,0.10803,0.18200,0.1561758
0.00155,0.48164,0.00439,0.11242,0.40001,0.1411564
0.00282,0.49991,0.12282,0.11915,0.25530,0.1524824
0.10898,0.51992,0.00316,0.05545,0.31248,0.1597530
0.10927,0.58387,0.00021,0.00124,0.30542,0.1651338
0.09369,0.54749,0.07830,0.00265,0.27787,0.1567049
0.09726,0.60680,0.00478,0.00178,0.28937,0.1592227
0.00155,0.52273,0.11292,0.00411,0.35869,0.1532366
0.12791,0.48741,0.00481,0.00185,0.37802,0.1562822
0.55555,0.17075,0.26613,0.00359,0.00398,0.0645410
0.00386,0.60123,0.12399,0.09255,0.17837,0.1478432
0.10504,0.53937,0.09186,0.00336,0.26037,0.1528714
0.17235,0.58615,0.00328,0.00262,0.23560,0.1618224
0.16465,0.40202,0.20689,0.22397,0.00248,0.0904539
0.00299,0.52689,0.10994,0.00464,0.35554,0.1638893
0.00083,0.53037,0.11306,0.00006,0.35569,0.1571555
0.22475,0.00150,0.00078,0.77285,0.00011,0.0000265
0.10295,0.53295,0.00119,0.06458,0.29833,0.1653273
0.00121,0.17247,0.82056,0.00327,0.00248,0.0529295
0.08415,0.59282,0.00095,0.00224,0.31983,0.1672333
0.08319,0.59496,0.00067,0.00154,0.31965,0.1617286
0.00347,0.47503,0.14053,0.12989,0.25108,0.1633117
0.10317,0.52736,0.00179,0.06824,0.29944,0.1556139
