     Ir,     Pd,     Pt,     Rh,     Ru, activity
0.02200,0.16286,0.26666,0.23401,0.31447,0.0550736
0.24965,0.17576,0.20481,0.11715,0.25263,0.0546219
0.00300,0.00028,0.00372,0.98851,0.00450,0.0000001
0.04595,0.01226,0.32026,0.00317,0.61837,0.0159779
0.10470,0.29531,0.24598,0.22452,0.12949,0.0971630
0.08022,0.42409,0.25129,0.23948,0.00492,0.0903469
0.13890,0.25889,0.28629,0.30561,0.01031,0.0569343
0.06837,0.40684,0.21118,0.16575,0.14786,0.1277166
0.03992,0.47751,0.17150,0.10158,0.20949,0.1474997
0.03250,0.53685,0.03500,0.14181,0.25384,0.1593500
0.13319,0.57578,0.00317,0.06496,0.22290,0.1549274
0.06103,0.53229,0.00840,0.06345,0.33484,0.1557647
0.00759,0.62667,0.03250,0.06679,0.26645,0.1494813
0.07765,0.51918,0.01413,0.13239,0.25666,0.1644199
0.08474,0.50523,0.00303,0.15918,0.24782,0.1641396
0.08484,0.50710,0.00262,0.15728,0.24815,0.1553170
0.08068,0.51597,0.03425,0.11241,0.25668,0.1621966
0.08063,0.51360,0.03605,0.11220,0.25751,0.1574212
0.06189,0.53012,0.00250,0.14016,0.26533,0.1584046
0.07739,0.51712,0.03036,0.11735,0.25777,0.1610571
0.07711,0.52006,0.02776,0.11836,0.25671,0.1607772
0.07907,0.52300,0.02357,0.12322,0.25114,0.1540389
0.06591,0.52632,0.00365,0.13431,0.26981,0.1612837
0.06539,0.52539,0.00247,0.13554,0.27121,0.1592934
0.07458,0.52571,0.00476,0.12667,0.26828,0.1588347
0.07051,0.51851,0.02965,0.11964,0.26168,0.1597529
0.06786,0.52041,0.02850,0.11907,0.26416,0.1568394
0.07303,0.53178,0.00344,0.13473,0.25702,0.1590004
0.07819,0.52933,0.00271,0.13032,0.25945,0.1548455
0.06751,0.51350,0.04263,0.10990,0.26646,0.1589809
0.04778,0.51473,0.03502,0.13265,0.26983,0.1570869
0.08256,0.52246,0.02997,0.10530,0.25970,0.1628738
0.09009,0.51931,0.03550,0.09883,0.25627,0.1578118
0.09732,0.52328,0.00004,0.11242,0.26694,0.1585075
0.07859,0.52314,0.03696,0.10546,0.25585,0.1589034
