     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.11267,0.39693,0.06722,0.07819,0.34499,0.0135994
0.48268,0.00476,0.27381,0.06127,0.17748,0.0755817
0.49835,0.00241,0.49462,0.00444,0.00018,0.0725905
0.83247,0.00030,0.16494,0.00012,0.00217,0.0139091
0.33783,0.00394,0.43928,0.05398,0.16497,0.1049218
0.17323,0.00478,0.55839,0.00485,0.25875,0.1344887
0.00236,0.00438,0.69018,0.00232,0.30076,0.1539968
0.00220,0.00025,0.66767,0.32680,0.00309,0.0860186
0.00187,0.00292,0.49172,0.00341,0.50008,0.1029006
0.00115,0.00422,0.82632,0.00406,0.16424,0.1264893
0.00342,0.13005,0.63238,0.00008,0.23408,0.1550212
0.00238,0.08562,0.64951,0.00171,0.26077,0.1609996
0.00238,0.05542,0.61753,0.07486,0.24981,0.1543789
0.33433,0.00267,0.02752,0.63270,0.00277,0.0344810
0.00203,0.08503,0.64663,0.00051,0.26581,0.1595331
0.00322,0.08306,0.64536,0.00408,0.26428,0.1604524
0.00113,0.08258,0.64596,0.00284,0.26749,0.1600096
0.00318,0.08886,0.64260,0.00103,0.26434,0.1609361
0.00123,0.08423,0.64204,0.00457,0.26793,0.1583386
0.00380,0.08639,0.64367,0.00174,0.26439,0.1579657
0.00054,0.08706,0.64664,0.00226,0.26350,0.1593242
0.00178,0.08712,0.64585,0.00245,0.26279,0.1668069
0.00185,0.08744,0.64571,0.00418,0.26081,0.1577318
0.00122,0.08638,0.64577,0.00307,0.26356,0.1603318
0.00207,0.08714,0.64513,0.00000,0.26565,0.1532952
0.00421,0.09746,0.64737,0.00390,0.24705,0.1559178
0.00136,0.07755,0.64639,0.00076,0.27394,0.1647238
0.00045,0.34001,0.45854,0.19949,0.00151,0.1009841
0.00253,0.09080,0.63934,0.00000,0.26734,0.1581818
0.00232,0.09289,0.63705,0.00398,0.26376,0.1602882
0.00172,0.00189,0.34403,0.41057,0.24179,0.1127012
0.00125,0.00087,0.00098,0.99284,0.00407,0.0399012
0.00349,0.10633,0.62160,0.00328,0.26529,0.1577952
0.00071,0.08238,0.64314,0.00161,0.27216,0.1531744
0.00486,0.10683,0.63993,0.00058,0.24779,0.1596817
0.00241,0.09228,0.61368,0.03942,0.25220,0.1582721
0.00104,0.10008,0.64067,0.00425,0.25396,0.1599390
0.00055,0.09846,0.64129,0.00055,0.25914,0.1616595
0.00076,0.40374,0.00299,0.58875,0.00376,0.1399988
0.00115,0.60472,0.00285,0.39104,0.00025,0.1390977
0.17612,0.43533,0.00354,0.38422,0.00078,0.0663137
0.00143,0.24869,0.00080,0.52830,0.22077,0.0613245
0.00366,0.98577,0.00482,0.00418,0.00157,0.0002397
0.00464,0.26711,0.22166,0.50541,0.00118,0.0952391
0.00425,0.11642,0.60344,0.00453,0.27136,0.1560501
0.00154,0.05634,0.62957,0.04858,0.26397,0.1631822
0.00183,0.05293,0.62804,0.05492,0.26228,0.1542741
0.00495,0.09624,0.65742,0.00167,0.23972,0.1580946
0.00239,0.07114,0.65335,0.00243,0.27069,0.1557213
0.00070,0.28215,0.70774,0.00461,0.00479,0.1213127
0.00318,0.00376,0.61995,0.09562,0.27749,0.1545364
0.22514,0.29353,0.47852,0.00016,0.00264,0.1196789
0.00459,0.00435,0.00237,0.00497,0.98372,0.0000000
0.00289,0.09934,0.65335,0.00409,0.24034,0.1547814
0.00327,0.09041,0.65085,0.00343,0.25204,0.1603412
0.00054,0.08831,0.65377,0.00346,0.25390,0.1600536
