  n,     Ir,     Pd,     Pt,     Rh,     Ru,    act,   C**2,      l
  2,0.11500,0.37500,0.20500,0.00000,0.30500,0.10375,0.00593,0.43511
  3,0.00000,0.64000,0.00000,0.00000,0.36000,0.16294,0.02027,1.22276
  4,0.00000,0.43000,0.02500,0.00000,0.54500,0.15878,0.00865,0.63304
  5,0.00000,0.51500,0.14500,0.00000,0.34000,0.14924,0.00535,0.45195
  6,0.00000,0.53000,0.10000,0.04000,0.33000,0.15142,0.00484,0.46365
  7,0.00000,0.55500,0.08500,0.01500,0.34500,0.15307,0.00446,0.47515
  8,0.00000,0.56500,0.12500,0.00000,0.31000,0.15534,0.00463,0.49758
  9,0.00000,0.56500,0.12000,0.00500,0.31000,0.15529,0.00407,0.49130
 10,0.00000,0.56000,0.11500,0.01000,0.31500,0.15447,0.00410,0.49931
 11,0.00000,0.56000,0.11000,0.01500,0.31500,0.15460,0.00357,0.48264
 12,0.00000,0.56000,0.11000,0.02000,0.31000,0.15507,0.00349,0.47635
 13,0.02500,0.56500,0.09500,0.01000,0.30500,0.15549,0.00334,0.46127
 14,0.04500,0.56500,0.09000,0.00000,0.30000,0.15719,0.00327,0.44448
 15,0.06500,0.56000,0.08500,0.00000,0.29000,0.15834,0.00330,0.43603
 16,0.06000,0.56000,0.09000,0.00000,0.29000,0.15828,0.00328,0.43691
 17,0.05500,0.56000,0.08500,0.00000,0.30000,0.15753,0.00326,0.44305
 18,0.06500,0.55500,0.06500,0.00000,0.31500,0.15871,0.00325,0.43239
 19,0.08000,0.55000,0.05000,0.00000,0.32000,0.15933,0.00330,0.43511
 20,0.09500,0.54000,0.03000,0.00000,0.33500,0.16078,0.00343,0.42940
 21,0.12500,0.52500,0.00000,0.00000,0.35000,0.16322,0.00375,0.42728
 22,0.10000,0.54500,0.01500,0.00000,0.34000,0.16159,0.00341,0.43000
 23,0.10500,0.55500,0.00000,0.00000,0.34000,0.16239,0.00349,0.43469
 24,0.10500,0.55500,0.00000,0.00000,0.34000,0.16247,0.00350,0.43632
 25,0.10500,0.55000,0.00000,0.00000,0.34500,0.16204,0.00342,0.43317
 26,0.10500,0.55000,0.00000,0.00000,0.34500,0.16209,0.00342,0.43331
 27,0.10500,0.55000,0.00000,0.00000,0.34500,0.16193,0.00341,0.43432
 28,0.10500,0.55000,0.00000,0.00000,0.34500,0.16239,0.00347,0.43691
 29,0.11000,0.55500,0.00000,0.00000,0.33500,0.16267,0.00356,0.44358
 30,0.11000,0.55500,0.00000,0.00000,0.33500,0.16269,0.00355,0.44534
 31,0.10500,0.55500,0.00000,0.00000,0.34000,0.16260,0.00351,0.44383
 32,0.10500,0.55500,0.00000,0.00000,0.34000,0.16299,0.00357,0.44540
 33,0.10500,0.55500,0.00000,0.00000,0.34000,0.16297,0.00356,0.44544
 34,0.10500,0.55500,0.00000,0.00000,0.34000,0.16314,0.00357,0.44504
 35,0.10000,0.55500,0.00000,0.00000,0.34500,0.16296,0.00349,0.43844
 36,0.10000,0.55500,0.00000,0.00000,0.34500,0.16295,0.00348,0.43966
 37,0.10500,0.55500,0.00000,0.00000,0.34000,0.16289,0.00337,0.45601
 38,0.10500,0.55500,0.00000,0.00000,0.34000,0.16288,0.00316,0.45712
 39,0.10500,0.55500,0.00000,0.00000,0.34000,0.16292,0.00316,0.45726
 40,0.10500,0.55500,0.00000,0.00000,0.34000,0.16289,0.00316,0.45747
 41,0.10500,0.55500,0.00000,0.00000,0.34000,0.16290,0.00306,0.45907
 42,0.10500,0.56000,0.00000,0.00000,0.33500,0.16295,0.00306,0.45956
 43,0.10500,0.55500,0.00000,0.00000,0.34000,0.16274,0.00304,0.45707
 44,0.10500,0.55500,0.00000,0.00000,0.34000,0.16274,0.00296,0.46465
 45,0.10500,0.55500,0.00000,0.00000,0.34000,0.16273,0.00276,0.46259
 46,0.10500,0.55500,0.00000,0.00000,0.34000,0.16268,0.00276,0.46267
 47,0.10500,0.55500,0.00000,0.00000,0.34000,0.16267,0.00276,0.46262
 48,0.10500,0.55500,0.00000,0.00000,0.34000,0.16248,0.00274,0.46186
 49,0.11000,0.55500,0.00000,0.00000,0.33500,0.16289,0.00278,0.46257
 50,0.11000,0.55500,0.00000,0.00000,0.33500,0.16292,0.00278,0.46251
 51,0.11000,0.55500,0.00000,0.00000,0.33500,0.16294,0.00278,0.46252
 52,0.10500,0.55500,0.00000,0.00000,0.34000,0.16277,0.00276,0.46352
 53,0.10500,0.55500,0.00000,0.00000,0.34000,0.16278,0.00276,0.46366
 54,0.10500,0.55500,0.00000,0.00000,0.34000,0.16290,0.00278,0.46491
 55,0.10000,0.56000,0.00000,0.00000,0.34000,0.16313,0.00279,0.46746
 56,0.10000,0.56000,0.00000,0.00000,0.34000,0.16317,0.00280,0.46820
 57,0.10000,0.56000,0.00000,0.00000,0.34000,0.16310,0.00279,0.46761
 58,0.10000,0.56000,0.00000,0.00000,0.34000,0.16315,0.00280,0.46849
 59,0.10000,0.56000,0.00000,0.00000,0.34000,0.16317,0.00280,0.46906
 60,0.10500,0.56000,0.00000,0.00000,0.33500,0.16302,0.00278,0.46647
 61,0.10500,0.56000,0.00000,0.00000,0.33500,0.16313,0.00280,0.46851
 62,0.10500,0.56000,0.00000,0.00000,0.33500,0.16312,0.00280,0.46843
 63,0.10000,0.56000,0.00000,0.00000,0.34000,0.16304,0.00278,0.46619
 64,0.10500,0.56000,0.00000,0.00000,0.33500,0.16290,0.00281,0.47000
 65,0.10500,0.56000,0.00000,0.00000,0.33500,0.16294,0.00282,0.47084
 66,0.10500,0.56000,0.00000,0.00000,0.33500,0.16293,0.00273,0.47296
 67,0.10500,0.56000,0.00000,0.00000,0.33500,0.16279,0.00269,0.46916
 68,0.10500,0.56000,0.00000,0.00000,0.33500,0.16292,0.00271,0.47058
 69,0.10500,0.56500,0.00000,0.00000,0.33000,0.16315,0.00276,0.47472
 70,0.11000,0.56500,0.00000,0.00000,0.32500,0.16328,0.00279,0.47681
 71,0.11000,0.56500,0.00000,0.00000,0.32500,0.16327,0.00279,0.47698
 72,0.11000,0.56500,0.00000,0.00000,0.32500,0.16327,0.00279,0.47724
 73,0.10500,0.56500,0.00000,0.00000,0.33000,0.16317,0.00277,0.47607
 74,0.10500,0.56500,0.00000,0.00000,0.33000,0.16320,0.00267,0.47293
 75,0.11000,0.56500,0.00000,0.00000,0.32500,0.16328,0.00268,0.47448
 76,0.11000,0.57000,0.00000,0.00000,0.32000,0.16344,0.00271,0.47589
 77,0.11000,0.57000,0.00000,0.00000,0.32000,0.16356,0.00273,0.47717
 78,0.11500,0.57500,0.00000,0.00000,0.31000,0.16393,0.00280,0.47825
 79,0.11500,0.57500,0.00000,0.00000,0.31000,0.16378,0.00277,0.47816
 80,0.11500,0.57000,0.00000,0.00000,0.31500,0.16369,0.00275,0.47787
 81,0.11000,0.57000,0.00000,0.00000,0.32000,0.16347,0.00269,0.47532
 82,0.11500,0.57000,0.00000,0.00000,0.31500,0.16358,0.00271,0.47621
 83,0.11500,0.57000,0.00000,0.00000,0.31500,0.16368,0.00274,0.47750
 84,0.33500,0.00000,0.66500,0.00000,0.00000,0.15686,0.00379,0.44305
 84,0.11500,0.57000,0.00000,0.00000,0.31500,0.16372,0.00379,0.44305
 85,0.38000,0.00000,0.62000,0.00000,0.00000,0.15699,0.00385,0.44794
 85,0.11500,0.57000,0.00000,0.00000,0.31500,0.16373,0.00385,0.44794
 86,0.42000,0.00000,0.58000,0.00000,0.00000,0.16317,0.00419,0.45344
 86,0.11500,0.57000,0.00000,0.00000,0.31500,0.16374,0.00419,0.45344
 87,0.42500,0.00000,0.57500,0.00000,0.00000,0.16345,0.00727,0.45149
 87,0.12000,0.57000,0.00000,0.00000,0.31000,0.16381,0.00727,0.45149
 88,0.43000,0.00000,0.57000,0.00000,0.00000,0.16319,0.00739,0.46081
 88,0.12000,0.57000,0.00000,0.00000,0.31000,0.16382,0.00739,0.46081
 89,0.43000,0.00000,0.57000,0.00000,0.00000,0.16318,0.00734,0.46137
