     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.28335,0.11361,0.27511,0.21061,0.11733,0.0920313
0.30840,0.12756,0.03933,0.36786,0.15685,0.0422583
0.22217,0.12809,0.51558,0.12292,0.01124,0.1283019
0.00041,0.00319,0.91050,0.00026,0.08564,0.1053560
0.00875,0.42694,0.55901,0.00463,0.00066,0.1121128
0.33059,0.04414,0.62242,0.00132,0.00152,0.1306755
0.22582,0.13775,0.62955,0.00253,0.00436,0.1433332
0.13046,0.12194,0.57836,0.00331,0.16593,0.1464453
0.00262,0.00232,0.47949,0.00409,0.51148,0.1044645
0.14917,0.13974,0.58491,0.00104,0.12514,0.1454955
0.14858,0.13872,0.58731,0.00298,0.12240,0.1442877
0.15684,0.13634,0.58874,0.00076,0.11733,0.1463376
0.15732,0.09702,0.60554,0.00391,0.13621,0.1448398
0.15986,0.15352,0.57355,0.00024,0.11283,0.1509227
0.18724,0.18613,0.51737,0.00255,0.10671,0.1373544
0.12224,0.13626,0.62570,0.00306,0.11274,0.1477604
0.10745,0.14572,0.62878,0.00397,0.11408,0.1491741
0.09346,0.15605,0.63506,0.00102,0.11442,0.1464709
0.11078,0.14565,0.63150,0.00222,0.10986,0.1463661
0.11850,0.13636,0.62919,0.00146,0.11449,0.1505997
0.10562,0.14576,0.63436,0.00111,0.11315,0.1496648
0.06998,0.15896,0.62946,0.00358,0.13801,0.1484192
0.00475,0.13916,0.60092,0.09461,0.16057,0.1484964
0.02356,0.17457,0.62265,0.00020,0.17901,0.1541780
0.00190,0.18468,0.61250,0.00333,0.19759,0.1546764
0.00435,0.18797,0.60265,0.00304,0.20199,0.1476981
0.00250,0.17794,0.62949,0.00451,0.18555,0.1505032
0.00496,0.00089,0.41623,0.57651,0.00141,0.0891598
0.00481,0.17665,0.62563,0.00383,0.18908,0.1547003
0.00311,0.17867,0.62830,0.00003,0.18989,0.1548113
0.00307,0.17200,0.63129,0.00428,0.18935,0.1522807
0.00036,0.17419,0.63064,0.00078,0.19403,0.1518417
0.00173,0.17475,0.62927,0.00237,0.19188,0.1572346
0.00332,0.17102,0.63369,0.00473,0.18724,0.1509694
0.00082,0.17613,0.62763,0.00464,0.19078,0.1527261
0.00243,0.17393,0.62675,0.00306,0.19383,0.1559308
0.00039,0.17264,0.63005,0.00185,0.19507,0.1560214
0.00280,0.16734,0.63370,0.00136,0.19479,0.1547173
0.00209,0.18717,0.59745,0.00491,0.20838,0.1522868
0.00133,0.15971,0.64058,0.00052,0.19786,0.1547795
0.00490,0.14628,0.64179,0.00215,0.20488,0.1594229
0.98823,0.00247,0.00458,0.00206,0.00266,0.0146117
0.00406,0.12726,0.64938,0.00294,0.21636,0.1594964
0.00344,0.09746,0.65881,0.00321,0.23707,0.1561617
0.00034,0.99442,0.00106,0.00405,0.00013,0.0001601
0.00312,0.09596,0.66152,0.00031,0.23909,0.1604756
0.00187,0.41560,0.00442,0.57429,0.00382,0.1400935
0.00143,0.35794,0.22754,0.41056,0.00254,0.0935501
0.50750,0.48727,0.00021,0.00208,0.00294,0.0090851
0.00109,0.18876,0.00070,0.80732,0.00214,0.0968721
0.00001,0.30708,0.00417,0.45888,0.22987,0.0569513
0.00006,0.06098,0.67165,0.00190,0.26540,0.1563161
0.53909,0.00422,0.00240,0.00323,0.45105,0.0339014
0.00369,0.00285,0.64865,0.08859,0.25622,0.1513415
0.00158,0.08714,0.66496,0.00122,0.24511,0.1603484
0.60332,0.00386,0.38989,0.00169,0.00125,0.0474527
0.00216,0.00442,0.52575,0.19285,0.27482,0.1500005
0.00168,0.58719,0.00096,0.40682,0.00335,0.1367709
0.00299,0.00326,0.00206,0.00156,0.99012,0.0000000
0.00029,0.09143,0.64948,0.00425,0.25455,0.1565611
0.00050,0.09474,0.64805,0.00093,0.25579,0.1570421
0.00263,0.54368,0.00172,0.00170,0.45027,0.0000002
0.12646,0.45295,0.00300,0.41692,0.00067,0.0806322
0.00140,0.00182,0.29807,0.40233,0.29638,0.1036765
0.00176,0.00492,0.62703,0.17036,0.19593,0.1461767
0.09660,0.00168,0.55049,0.10909,0.24214,0.1445420
0.00465,0.09039,0.64407,0.00484,0.25605,0.1609775
0.00217,0.09117,0.64715,0.00115,0.25836,0.1605752
0.00163,0.09285,0.64131,0.00399,0.26023,0.1596017
0.00161,0.09237,0.64128,0.00135,0.26339,0.1605763
0.00323,0.09049,0.63796,0.00209,0.26623,0.1552614
0.00453,0.08748,0.64415,0.00301,0.26083,0.1631279
0.00174,0.08829,0.64459,0.00203,0.26334,0.1628526
0.00135,0.08787,0.64358,0.00172,0.26547,0.1619496
0.00255,0.08872,0.64115,0.00034,0.26724,0.1561533
0.30084,0.00064,0.00422,0.69295,0.00136,0.0376035
0.00226,0.00351,0.00158,0.34141,0.65123,0.0111888
0.00130,0.08907,0.64210,0.00341,0.26412,0.1564853
0.00214,0.08873,0.64671,0.00163,0.26079,0.1634559
0.00419,0.08403,0.64818,0.00082,0.26279,0.1564523
0.16830,0.00159,0.65131,0.17714,0.00166,0.1414117
0.15492,0.00025,0.48167,0.27670,0.08645,0.1272219
0.00125,0.09875,0.62671,0.00389,0.26941,0.1596617
0.00394,0.10026,0.62312,0.00489,0.26780,0.1572481
0.00155,0.09813,0.63229,0.00154,0.26650,0.1637592
0.00100,0.09949,0.62685,0.00442,0.26824,0.1578976
0.66696,0.00084,0.00457,0.32290,0.00472,0.0155029
0.00011,0.68512,0.30871,0.00262,0.00343,0.0374528
0.00025,0.09454,0.63511,0.00021,0.26988,0.1597559
0.00375,0.00394,0.69826,0.29133,0.00272,0.0849068
0.00042,0.08563,0.61655,0.02881,0.26859,0.1595325
0.00350,0.08407,0.61243,0.03385,0.26615,0.1572045
0.00331,0.08366,0.61603,0.02999,0.26701,0.1596660
0.00079,0.08476,0.62208,0.02463,0.26774,0.1535864
0.00265,0.08519,0.64444,0.00462,0.26311,0.1630815
0.00005,0.08434,0.64248,0.00484,0.26828,0.1594014
0.00200,0.08342,0.64707,0.00457,0.26294,0.1611582
0.00170,0.08501,0.64709,0.00052,0.26569,0.1561653
0.00296,0.08478,0.64499,0.00335,0.26392,0.1570933
0.00476,0.08475,0.62008,0.02730,0.26311,0.1652242
0.00350,0.08237,0.61538,0.03371,0.26504,0.1560346
0.00335,0.08649,0.62075,0.02418,0.26523,0.1631905
0.00280,0.08336,0.61854,0.03035,0.26495,0.1552922
0.00298,0.09461,0.62911,0.00378,0.26951,0.1561013
0.00095,0.08949,0.64318,0.00461,0.26177,0.1559538
0.00033,0.09186,0.64132,0.00248,0.26400,0.1592561
0.00290,0.08315,0.62555,0.02739,0.26100,0.1616535
