  n,     Ir,     Pd,     Pt,     Rh,     Ru,    act,   C**2,      l
  2,1.00000,0.00000,0.00000,0.00000,0.00000,-0.00002,0.00113,0.19853
  2,0.23500,0.15000,0.21000,0.20500,0.20000,0.04558,0.00113,0.19853
  3,0.10500,0.22000,0.36000,0.27000,0.04500,0.06930,0.00244,0.45744
  4,0.16000,0.21500,0.33000,0.26000,0.03500,0.06595,0.00167,0.42667
  5,0.14000,0.33500,0.23000,0.29500,0.00000,0.07351,0.00176,0.47163
  6,0.17000,0.49000,0.31000,0.03000,0.00000,0.09024,0.00224,0.52395
  7,0.17000,0.51000,0.30500,0.01500,0.00000,0.09061,0.00210,0.55324
  8,0.15000,0.51500,0.31500,0.02000,0.00000,0.09023,0.00196,0.56477
  9,0.18500,0.53000,0.20000,0.08500,0.00000,0.08999,0.00174,0.50866
 10,0.16500,0.57000,0.10000,0.14000,0.02500,0.10661,0.00193,0.40245
 11,0.06500,0.58000,0.00000,0.13000,0.22500,0.15888,0.00399,0.41921
 11,0.00000,0.00000,0.00000,1.00000,0.00000,-0.00852,0.00399,0.41921
 12,0.08000,0.58000,0.00000,0.13500,0.20500,0.15550,0.00359,0.41384
 12,0.00000,0.00000,0.00000,1.00000,0.00000,-0.00755,0.00359,0.41384
 13,0.13500,0.56500,0.00000,0.06500,0.23500,0.16112,0.00365,0.41290
 13,0.00000,0.00000,0.00000,1.00000,0.00000,-0.00700,0.00365,0.41290
 14,0.14000,0.58000,0.00000,0.03500,0.24500,0.16324,0.00387,0.42176
 14,0.00000,0.00000,0.00000,1.00000,0.00000,-0.00819,0.00387,0.42176
 15,0.12000,0.56000,0.03000,0.01500,0.27500,0.16423,0.00364,0.41630
 15,0.00000,0.00000,0.00000,1.00000,0.00000,-0.00786,0.00364,0.41630
 16,0.12000,0.56000,0.03000,0.02000,0.27000,0.16408,0.00357,0.41723
 16,0.00000,0.00000,0.00000,1.00000,0.00000,-0.00791,0.00357,0.41723
 17,0.13000,0.54500,0.02000,0.03000,0.27500,0.16360,0.00356,0.42096
 17,0.00000,0.00000,0.00000,1.00000,0.00000,-0.00861,0.00356,0.42096
 18,0.13000,0.54500,0.02000,0.03500,0.27000,0.16372,0.00352,0.42181
 18,0.00000,0.00000,0.00000,1.00000,0.00000,-0.00876,0.00352,0.42181
 19,0.12500,0.55000,0.02000,0.03000,0.27500,0.16327,0.00358,0.42615
 19,0.00000,0.00000,0.00000,1.00000,0.00000,-0.00929,0.00358,0.42615
 20,0.12500,0.55500,0.02000,0.03000,0.27000,0.16279,0.00367,0.43112
 20,0.00000,0.00000,0.00000,1.00000,0.00000,-0.01010,0.00367,0.43112
 21,0.12500,0.57000,0.00000,0.02000,0.28500,0.16388,0.00386,0.44207
 21,0.00000,0.00000,0.00000,1.00000,0.00000,-0.01202,0.00386,0.44207
 22,0.13000,0.56500,0.00500,0.02500,0.27500,0.16353,0.00367,0.43595
 22,0.00000,0.00000,0.00000,1.00000,0.00000,-0.01072,0.00367,0.43595
 23,0.13000,0.56500,0.00500,0.02500,0.27500,0.16348,0.00367,0.44092
 23,0.00000,0.00000,0.00000,1.00000,0.00000,-0.01157,0.00367,0.44092
 24,0.13000,0.57000,0.00000,0.02500,0.27500,0.16379,0.00375,0.44388
 24,0.00000,0.00000,0.00000,1.00000,0.00000,-0.01204,0.00375,0.44388
 25,0.13000,0.57000,0.00000,0.02500,0.27500,0.16362,0.00369,0.44237
 25,0.00000,0.00000,0.00000,1.00000,0.00000,-0.01178,0.00369,0.44237
 26,0.13000,0.57000,0.00000,0.02500,0.27500,0.16392,0.00376,0.44436
 26,0.00000,0.00000,0.00000,1.00000,0.00000,-0.01207,0.00376,0.44436
 27,0.13000,0.57000,0.00000,0.02500,0.27500,0.16388,0.00375,0.44415
 27,0.00000,0.00000,0.00000,1.00000,0.00000,-0.01203,0.00375,0.44415
 28,0.13000,0.57500,0.00000,0.02000,0.27500,0.16412,0.00379,0.44541
 28,0.00000,0.00000,0.00000,1.00000,0.00000,-0.01223,0.00379,0.44541
 29,0.13000,0.57500,0.00000,0.02000,0.27500,0.16412,0.00389,0.45147
 29,0.00000,0.00000,0.00000,1.00000,0.00000,-0.01293,0.00389,0.45147
 30,0.13000,0.57500,0.00000,0.02000,0.27500,0.16410,0.00388,0.45145
 30,0.00000,0.00000,0.00000,1.00000,0.00000,-0.01292,0.00388,0.45145
 31,0.13000,0.57500,0.00000,0.02000,0.27500,0.16407,0.00386,0.45118
 31,0.00000,0.00000,0.00000,1.00000,0.00000,-0.01286,0.00386,0.45118
 32,0.13000,0.57000,0.00000,0.02000,0.28000,0.16407,0.00366,0.45260
 32,0.00000,0.00000,0.00000,1.00000,0.00000,-0.01283,0.00366,0.45260
 33,0.13000,0.57500,0.00000,0.02000,0.27500,0.16415,0.00366,0.45283
 33,0.00000,0.00000,0.00000,1.00000,0.00000,-0.01287,0.00366,0.45283
 34,0.13000,0.57500,0.00000,0.02000,0.27500,0.16423,0.00367,0.45319
 34,0.00000,0.00000,0.00000,1.00000,0.00000,-0.01295,0.00367,0.45319
 35,0.12500,0.58000,0.00000,0.02000,0.27500,0.16450,0.00368,0.45307
 35,0.00000,0.00000,0.00000,1.00000,0.00000,-0.01293,0.00368,0.45307
 36,0.13000,0.57500,0.00000,0.02000,0.27500,0.16431,0.00366,0.45299
 36,0.00000,0.00000,0.00000,1.00000,0.00000,-0.01281,0.00366,0.45299
 37,0.13000,0.57500,0.00000,0.02000,0.27500,0.16453,0.00368,0.45335
 37,0.00000,0.00000,0.00000,1.00000,0.00000,-0.01281,0.00368,0.45335
 38,0.12500,0.57500,0.00000,0.02500,0.27500,0.16440,0.00359,0.44936
 38,0.00000,0.00000,0.00000,1.00000,0.00000,-0.01206,0.00359,0.44936
 39,0.12500,0.57500,0.00000,0.02500,0.27500,0.16440,0.00327,0.44329
 39,0.00000,0.00000,0.00000,1.00000,0.00000,-0.01077,0.00327,0.44329
 40,0.12000,0.58000,0.00000,0.02500,0.27500,0.16458,0.00324,0.44118
 40,0.00000,0.00000,0.00000,1.00000,0.00000,-0.01036,0.00324,0.44118
 41,0.12000,0.58000,0.00000,0.02500,0.27500,0.16458,0.00294,0.43353
 41,0.00000,0.00000,0.00000,1.00000,0.00000,0.00022,0.00294,0.43353
 42,0.12000,0.58000,0.00000,0.02500,0.27500,0.16465,0.00293,0.43298
 42,0.00000,0.00000,0.00000,1.00000,0.00000,0.00022,0.00293,0.43298
 43,0.12000,0.58000,0.00000,0.02500,0.27500,0.16461,0.00293,0.43346
 43,0.00000,0.00000,0.00000,1.00000,0.00000,0.00022,0.00293,0.43346
 44,0.11500,0.58000,0.00000,0.03000,0.27500,0.16482,0.00291,0.43135
 44,0.00000,0.00000,0.00000,1.00000,0.00000,0.00022,0.00291,0.43135
 45,0.12500,0.57500,0.00000,0.02500,0.27500,0.16450,0.00295,0.43461
 45,0.00000,0.00000,0.00000,1.00000,0.00000,0.00022,0.00295,0.43461
 46,0.12500,0.57500,0.00000,0.02500,0.27500,0.16444,0.00295,0.43512
 46,0.00000,0.00000,0.00000,1.00000,0.00000,0.00022,0.00295,0.43512
 47,0.12500,0.57500,0.00000,0.02500,0.27500,0.16442,0.00295,0.43532
 47,0.00000,0.00000,0.00000,1.00000,0.00000,0.00022,0.00295,0.43532
 48,0.12500,0.57500,0.00000,0.02500,0.27500,0.16447,0.00294,0.43462
 48,0.00000,0.00000,0.00000,1.00000,0.00000,0.00022,0.00294,0.43462
 49,0.12500,0.57500,0.00000,0.02500,0.27500,0.16434,0.00295,0.43581
 49,0.00000,0.00000,0.00000,1.00000,0.00000,0.00022,0.00295,0.43581
 50,0.12500,0.57500,0.00000,0.02500,0.27500,0.16451,0.00294,0.43511
 50,0.00000,0.00000,0.00000,1.00000,0.00000,0.00022,0.00294,0.43511
 51,0.12500,0.57500,0.00000,0.02500,0.27500,0.16455,0.00293,0.43478
 51,0.00000,0.00000,0.00000,1.00000,0.00000,0.00022,0.00293,0.43478
