  n,     Ag,     Ir,     Pd,     Pt,     Ru,    act,   C**2,      l
  2,0.00000,0.42000,0.22500,0.11000,0.24500,0.03751,0.00089,0.64520
  3,0.00000,0.00000,0.68000,0.00000,0.32000,0.15584,0.01067,0.74070
  4,0.00000,0.00000,0.58000,0.00000,0.42000,0.15092,0.00650,0.56696
  5,0.00000,0.07500,0.65000,0.00000,0.27500,0.15511,0.00540,0.40504
  6,0.01500,0.07000,0.64500,0.00000,0.27000,0.15573,0.00478,0.42666
  7,0.00500,0.06000,0.64000,0.03500,0.26000,0.15656,0.00428,0.43706
  8,0.00000,0.09500,0.64000,0.02500,0.24000,0.15861,0.00405,0.45314
  9,0.00000,0.11000,0.64000,0.00500,0.24500,0.15787,0.00420,0.47586
 10,0.00000,0.11500,0.63500,0.01000,0.24000,0.15745,0.00416,0.49368
 11,0.00000,0.10500,0.64500,0.00000,0.25000,0.15827,0.00407,0.48504
 12,0.00000,0.10500,0.64500,0.00000,0.25000,0.15820,0.00380,0.48657
 13,0.00000,0.10500,0.64500,0.00000,0.25000,0.15819,0.00338,0.47829
 14,0.00000,0.07500,0.66500,0.00000,0.26000,0.16024,0.00351,0.49272
 15,0.00000,0.07500,0.66500,0.00000,0.26000,0.16031,0.00328,0.48475
 16,0.00000,0.07500,0.66500,0.00000,0.26000,0.15972,0.00345,0.50473
 17,0.00000,0.07500,0.66500,0.00000,0.26000,0.15984,0.00324,0.49611
 18,0.00000,0.07500,0.66500,0.00000,0.26000,0.15944,0.00334,0.49833
 19,0.00000,0.09000,0.65500,0.00000,0.25500,0.15856,0.00328,0.50125
 20,0.00000,0.09500,0.65500,0.00000,0.25000,0.15925,0.00329,0.48748
 21,0.00000,0.38000,0.00000,0.62000,0.00000,0.13679,0.00431,0.44817
 21,0.00000,0.09000,0.66000,0.00000,0.25000,0.15990,0.00431,0.44817
 22,0.00000,0.37500,0.00000,0.62500,0.00000,0.13756,0.00441,0.42687
 22,0.00000,0.09000,0.66000,0.00000,0.25000,0.16018,0.00441,0.42687
 23,0.00000,0.49000,0.00000,0.51000,0.00000,0.14654,0.00477,0.43386
 23,0.00000,0.08500,0.66500,0.00000,0.25000,0.16055,0.00477,0.43386
 24,0.00000,0.49000,0.00000,0.51000,0.00000,0.14660,0.00485,0.42538
 24,0.00000,0.09000,0.67000,0.00000,0.24000,0.16020,0.00485,0.42538
 25,0.00000,0.49000,0.00000,0.51000,0.00000,0.14658,0.00485,0.43171
 25,0.00000,0.09000,0.66500,0.00000,0.24500,0.16007,0.00485,0.43171
 26,0.00000,0.49500,0.00000,0.50500,0.00000,0.14501,0.00534,0.44455
 26,0.00000,0.09000,0.67000,0.00000,0.24000,0.15995,0.00534,0.44455
 27,0.00000,0.49500,0.00000,0.50500,0.00000,0.14707,0.00504,0.43693
 27,0.00000,0.09000,0.66500,0.00000,0.24500,0.15982,0.00504,0.43693
 28,0.00000,0.50000,0.00000,0.50000,0.00000,0.14573,0.00518,0.44027
 28,0.00000,0.09000,0.66500,0.00000,0.24500,0.15977,0.00518,0.44027
 29,0.64000,0.00000,0.00000,0.00000,0.36000,0.04121,0.00525,0.44465
 29,0.00000,0.50000,0.00000,0.50000,0.00000,0.14581,0.00525,0.44465
 29,0.00000,0.09000,0.66500,0.00000,0.24500,0.15960,0.00525,0.44465
 30,0.62000,0.00000,0.00000,0.00000,0.38000,0.03966,0.00485,0.43590
 30,0.00000,0.50000,0.00000,0.50000,0.00000,0.14594,0.00485,0.43590
 30,0.00000,0.09000,0.66500,0.00000,0.24500,0.15978,0.00485,0.43590
 31,0.62000,0.00000,0.00000,0.00000,0.38000,0.03966,0.00487,0.43742
 31,0.00000,0.50000,0.00000,0.50000,0.00000,0.14593,0.00487,0.43742
 31,0.00000,0.09000,0.66500,0.00000,0.24500,0.15981,0.00487,0.43742
 32,0.61000,0.00000,0.00000,0.00000,0.39000,0.03934,0.00479,0.44002
 32,0.00000,0.50000,0.00000,0.50000,0.00000,0.14588,0.00479,0.44002
 32,0.00000,0.09000,0.66500,0.00000,0.24500,0.15981,0.00479,0.44002
 33,0.61000,0.00000,0.00000,0.00000,0.39000,0.03951,0.00468,0.44129
 33,0.00000,0.50000,0.00000,0.50000,0.00000,0.14582,0.00468,0.44129
 33,0.00000,0.09000,0.66500,0.00000,0.24500,0.15978,0.00468,0.44129
 34,0.61000,0.00000,0.00000,0.00000,0.39000,0.03941,0.00449,0.43969
 34,0.00000,0.49500,0.00000,0.50500,0.00000,0.14626,0.00449,0.43969
 34,0.00000,0.09000,0.66500,0.00000,0.24500,0.15977,0.00449,0.43969
 35,0.61000,0.00000,0.00000,0.00000,0.39000,0.03947,0.00431,0.43441
 35,0.00000,0.49500,0.00000,0.50500,0.00000,0.14618,0.00431,0.43441
 35,0.00000,0.09500,0.66000,0.00000,0.24500,0.16010,0.00431,0.43441
