	Ag	Ir	Pd	Pt	Ru	Activity
243	0.0	0.05	0.0	0.6	0.35	-0.04080356388580636
244	0.0	0.05	0.0	0.65	0.3	-0.04843773668098909
245	0.0	0.05	0.0	0.7	0.25	-0.05489302641599238
246	0.0	0.05	0.0	0.75	0.2	-0.05956370591687899
247	0.0	0.05	0.0	0.8	0.15	-0.06221044688722324
248	0.0	0.05	0.0	0.85	0.1	-0.06305970956226173
249	0.0	0.05	0.0	0.9	0.05	-0.06276229318821983
250	0.0	0.05	0.0	0.95	0.0	-0.06221985315878135
251	0.0	0.05	0.05	0.0	0.9	-0.02249376135003281
252	0.0	0.05	0.05	0.05	0.85	-0.013293743464123126
253	0.0	0.05	0.05	0.1	0.8	-0.006673877060142941
254	0.0	0.05	0.05	0.15	0.75	-0.00291330198995024
255	0.0	0.05	0.05	0.2	0.7	-0.00195088661806396
256	0.0	0.05	0.05	0.25	0.65	-0.003471475502949878
257	0.0	0.05	0.05	0.3	0.6	-0.007041375707745601
258	0.0	0.05	0.05	0.35	0.55	-0.012233998447602104
259	0.0	0.05	0.05	0.4	0.5	-0.018693458149095163
260	0.0	0.05	0.05	0.45	0.45	-0.02611588029886555
261	0.0	0.05	0.05	0.5	0.4	-0.03417076807325323
262	0.0	0.05	0.05	0.55	0.35	-0.04241735845595698
263	0.0	0.05	0.05	0.6	0.3	-0.05027676131564179
264	0.0	0.05	0.05	0.65	0.25	-0.057095720578795674
265	0.0	0.05	0.05	0.7	0.2	-0.0622930757938289
266	0.0	0.05	0.05	0.75	0.15	-0.06553652761515891
267	0.0	0.05	0.05	0.8	0.1	-0.06687614697638275
268	0.0	0.05	0.05	0.85	0.05	-0.06677291100780963
269	0.0	0.05	0.05	0.9	0.0	-0.06600051397689966
270	0.0	0.05	0.1	0.0	0.85	-0.014348435109875046
271	0.0	0.05	0.1	0.05	0.8	-0.006798075969537021
272	0.0	0.05	0.1	0.1	0.75	-0.00247445244149376
273	0.0	0.05	0.1	0.15	0.7	-0.0014901928873569809
274	0.0	0.05	0.1	0.2	0.65	-0.003570952661622606
275	0.0	0.05	0.1	0.25	0.6	-0.008169668813929484
276	0.0	0.05	0.1	0.3	0.55	-0.014622397783218305
277	0.0	0.05	0.1	0.35	0.5	-0.02228616133653867
278	0.0	0.05	0.1	0.4	0.45	-0.03061269520523148
279	0.0	0.05	0.1	0.45	0.4	-0.039145743698082366
280	0.0	0.05	0.1	0.5	0.35	-0.047467589790533934
281	0.0	0.05	0.1	0.55	0.3	-0.055144516517858726
282	0.0	0.05	0.1	0.6	0.25	-0.06171921253259934
283	0.0	0.05	0.1	0.65	0.2	-0.0667715913675476
284	0.0	0.05	0.1	0.7	0.15	-0.07003105927472843
285	0.0	0.05	0.1	0.75	0.1	-0.07149178631139422
286	0.0	0.05	0.1	0.8	0.05	-0.07147360819036583
287	0.0	0.05	0.1	0.85	0.0	-0.07058960028678067
288	0.0	0.05	0.15	0.0	0.8	-0.010347330222590378
289	0.0	0.05	0.15	0.05	0.75	-0.005367823362007196
290	0.0	0.05	0.15	0.1	0.7	-0.004147731308698457
291	0.0	0.05	0.15	0.15	0.65	-0.006558778337710125
292	0.0	0.05	0.15	0.2	0.6	-0.012048064557695498
293	0.0	0.05	0.15	0.25	0.55	-0.019783447380661165
294	0.0	0.05	0.15	0.3	0.5	-0.02883508385131174
295	0.0	0.05	0.15	0.35	0.45	-0.0383349716752836
296	0.0	0.05	0.15	0.4	0.4	-0.04757277047388553
297	0.0	0.05	0.15	0.45	0.35	-0.05601790160435831
298	0.0	0.05	0.15	0.5	0.3	-0.06328995554001457
299	0.0	0.05	0.15	0.55	0.25	-0.06911731509626673
300	0.0	0.05	0.15	0.6	0.2	-0.07332042796479421
301	0.0	0.05	0.15	0.65	0.15	-0.07583448210426223
302	0.0	0.05	0.15	0.7	0.1	-0.076758006751625
303	0.0	0.05	0.15	0.75	0.05	-0.07639356043019316
304	0.0	0.05	0.15	0.8	0.0	-0.07524444272089284
305	0.0	0.05	0.2	0.0	0.75	-0.01184877851252697
306	0.0	0.05	0.2	0.05	0.7	-0.010248176060788011
307	0.0	0.05	0.2	0.1	0.65	-0.012707056187231613
308	0.0	0.05	0.2	0.15	0.6	-0.01878062947287827
309	0.0	0.05	0.2	0.2	0.55	-0.027583200825191195
310	0.0	0.05	0.2	0.25	0.5	-0.03797129822269796
311	0.0	0.05	0.2	0.3	0.45	-0.04875855345823703
312	0.0	0.05	0.2	0.35	0.4	-0.058904700850335244
313	0.0	0.05	0.2	0.4	0.35	-0.06763749198235608
314	0.0	0.05	0.2	0.45	0.3	-0.07449454428668109
315	0.0	0.05	0.2	0.5	0.25	-0.07929985420465685
316	0.0	0.05	0.2	0.55	0.2	-0.08210619722534299
317	0.0	0.05	0.2	0.6	0.15	-0.08313509283386665
318	0.0	0.05	0.2	0.65	0.1	-0.08273293864141198
319	0.0	0.05	0.2	0.7	0.05	-0.08134342438750636
320	0.0	0.05	0.2	0.75	0.0	-0.07948219003408602
321	0.0	0.05	0.25	0.0	0.7	-0.019837192507474538
322	0.0	0.05	0.25	0.05	0.65	-0.02211961697359255
323	0.0	0.05	0.25	0.1	0.6	-0.02839851566968228
324	0.0	0.05	0.25	0.15	0.55	-0.03785719706928413
325	0.0	0.05	0.25	0.2	0.5	-0.049261803988280735
326	0.0	0.05	0.25	0.25	0.45	-0.06118850493406993
327	0.0	0.05	0.25	0.3	0.4	-0.07227493717488259
328	0.0	0.05	0.25	0.35	0.35	-0.08143657006494708
329	0.0	0.05	0.25	0.4	0.3	-0.08800406196713007
330	0.0	0.05	0.25	0.45	0.25	-0.09176361574590611
331	0.0	0.05	0.25	0.5	0.2	-0.09290940710085907
332	0.0	0.05	0.25	0.55	0.15	-0.09193693721008518
333	0.0	0.05	0.25	0.6	0.1	-0.08951372562803249
334	0.0	0.05	0.25	0.65	0.05	-0.08635887373243258
335	0.0	0.05	0.25	0.7	0.0	-0.08314983460499
336	0.0	0.05	0.3	0.0	0.65	-0.03458240026593393
337	0.0	0.05	0.3	0.05	0.6	-0.040739371205460215
338	0.0	0.05	0.3	0.1	0.55	-0.05036094350225271
339	0.0	0.05	0.3	0.15	0.5	-0.06225443283572495
340	0.0	0.05	0.3	0.2	0.45	-0.07489181704921913
341	0.0	0.05	0.3	0.25	0.4	-0.08667986915380589
342	0.0	0.05	0.3	0.3	0.35	-0.09623936822423373
343	0.0	0.05	0.3	0.35	0.3	-0.10263138764052297
344	0.0	0.05	0.3	0.4	0.25	-0.10548406737466874
345	0.0	0.05	0.3	0.45	0.2	-0.10499959516545364
346	0.0	0.05	0.3	0.5	0.15	-0.1018509864815917
347	0.0	0.05	0.3	0.55	0.1	-0.09700361171322981
348	0.0	0.05	0.3	0.6	0.05	-0.09151042243664502
349	0.0	0.05	0.3	0.65	0.0	-0.08632898113358412
350	0.0	0.05	0.35	0.0	0.6	-0.05532086031361743
351	0.0	0.05	0.35	0.05	0.55	-0.06467169257233857
352	0.0	0.05	0.35	0.1	0.5	-0.07645582581131793
353	0.0	0.05	0.35	0.15	0.45	-0.08918082972682068
354	0.0	0.05	0.35	0.2	0.4	-0.10116514227635805
355	0.0	0.05	0.35	0.25	0.35	-0.11083582818264044
356	0.0	0.05	0.35	0.3	0.3	-0.11701104772196975
357	0.0	0.05	0.35	0.35	0.25	-0.11910493321770266
358	0.0	0.05	0.35	0.4	0.2	-0.11720977332683474
359	0.0	0.05	0.35	0.45	0.15	-0.11203923435723925
360	0.0	0.05	0.35	0.5	0.1	-0.1047502295692698
361	0.0	0.05	0.35	0.55	0.05	-0.09669088834777191
362	0.0	0.05	0.35	0.6	0.0	-0.08913856905097178
363	0.0	0.05	0.4	0.0	0.55	-0.08009588867015036
364	0.0	0.05	0.4	0.05	0.5	-0.09126224201112662
365	0.0	0.05	0.4	0.1	0.45	-0.10342036495318546
366	0.0	0.05	0.4	0.15	0.4	-0.11494450336978897
367	0.0	0.05	0.4	0.2	0.35	-0.12421502640607876
368	0.0	0.05	0.4	0.25	0.3	-0.1299128082912449
369	0.0	0.05	0.4	0.3	0.25	-0.13126874575751094
370	0.0	0.05	0.4	0.35	0.2	-0.1282114872117068
371	0.0	0.05	0.4	0.4	0.15	-0.12137621658539041
372	0.0	0.05	0.4	0.45	0.1	-0.11196870725687387
373	0.0	0.05	0.4	0.5	0.05	-0.10151516781148197
374	0.0	0.05	0.4	0.55	0.0	-0.09155902122486387
375	0.0	0.05	0.45	0.0	0.5	-0.10589603458524793
376	0.0	0.05	0.45	0.05	0.45	-0.11697573821503582
377	0.0	0.05	0.45	0.1	0.4	-0.12741618584674289
378	0.0	0.05	0.45	0.15	0.35	-0.1356917290562257
379	0.0	0.05	0.45	0.2	0.3	-0.14048858458420144
380	0.0	0.05	0.45	0.25	0.25	-0.14095593958200062
381	0.0	0.05	0.45	0.3	0.2	-0.13688625176945146
382	0.0	0.05	0.45	0.35	0.15	-0.12877968869908207
383	0.0	0.05	0.45	0.4	0.1	-0.11776871597311589
384	0.0	0.05	0.45	0.45	0.05	-0.10541064809594125
385	0.0	0.05	0.45	0.5	0.0	-0.09339139209061106
386	0.0	0.05	0.5	0.0	0.45	-0.1291548925834906
387	0.0	0.05	0.5	0.05	0.4	-0.13809644636955098
388	0.0	0.05	0.5	0.1	0.35	-0.14489079991478127
389	0.0	0.05	0.5	0.15	0.3	-0.14835614013719617
390	0.0	0.05	0.5	0.2	0.25	-0.1476873128882145
391	0.0	0.05	0.5	0.25	0.2	-0.14262845507799657
392	0.0	0.05	0.5	0.3	0.15	-0.13356219680544243
393	0.0	0.05	0.5	0.35	0.1	-0.1214858908265746
394	0.0	0.05	0.5	0.4	0.05	-0.10786497522757382
395	0.0	0.05	0.5	0.45	0.0	-0.09438300996794949
396	0.0	0.05	0.55	0.0	0.4	-0.14653360318474035
397	0.0	0.05	0.55	0.05	0.35	-0.15162565731687516
398	0.0	0.05	0.55	0.1	0.3	-0.1535025899073562
399	0.0	0.05	0.55	0.15	0.25	-0.15150733670156777
400	0.0	0.05	0.55	0.2	0.2	-0.14543856171155806
401	0.0	0.05	0.55	0.25	0.15	-0.13562871156034242
402	0.0	0.05	0.55	0.3	0.1	-0.12294448927001107
403	0.0	0.05	0.55	0.35	0.05	-0.10869404622952113
404	0.0	0.05	0.55	0.4	0.0	-0.09444112621947089
405	0.0	0.05	0.6	0.0	0.35	-0.15575823290861107
406	0.0	0.05	0.6	0.05	0.3	-0.15607943278642256
407	0.0	0.05	0.6	0.1	0.25	-0.15277392278329563
408	0.0	0.05	0.6	0.15	0.2	-0.14576720119590983
409	0.0	0.05	0.6	0.2	0.15	-0.13541544849338535
410	0.0	0.05	0.6	0.25	0.1	-0.12249958958074118
411	0.0	0.05	0.6	0.3	0.05	-0.10816325695347828
412	0.0	0.05	0.6	0.35	0.0	-0.09378630877823027
413	0.0	0.05	0.65	0.0	0.3	-0.156210666929387
414	0.0	0.05	0.65	0.05	0.25	-0.15187611147434163
415	0.0	0.05	0.65	0.1	0.2	-0.14419788433927122
416	0.0	0.05	0.65	0.15	0.15	-0.13359867647782497
417	0.0	0.05	0.65	0.2	0.1	-0.12082009418068908
418	0.0	0.05	0.65	0.25	0.05	-0.10686617604012474
419	0.0	0.05	0.65	0.3	0.0	-0.09291786712393246
420	0.0	0.05	0.7	0.0	0.25	-0.14903179674118977
421	0.0	0.05	0.7	0.05	0.2	-0.14113831553326905
422	0.0	0.05	0.7	0.1	0.15	-0.13072646400283888
423	0.0	0.05	0.7	0.15	0.1	-0.11851829528192301
424	0.0	0.05	0.7	0.2	0.05	-0.10540280283362566
425	0.0	0.05	0.7	0.25	0.0	-0.09237132156090533
426	0.0	0.05	0.75	0.0	0.2	-0.13668072045713528
427	0.0	0.05	0.75	0.05	0.15	-0.12696931378719792
428	0.0	0.05	0.75	0.1	0.1	-0.11582416986772165
429	0.0	0.05	0.75	0.15	0.05	-0.10402515678904532
430	0.0	0.05	0.75	0.2	0.0	-0.09238268568157039
431	0.0	0.05	0.8	0.0	0.15	-0.1221209793235432
432	0.0	0.05	0.8	0.05	0.1	-0.11248601539644885
433	0.0	0.05	0.8	0.1	0.05	-0.10245355576817874
