	Ir	Pd	Pt	Rh	Ru	Activity
102	0.0	0.0	0.25	0.35	0.4	0.009343036146524892
103	0.0	0.0	0.25	0.4	0.35	0.008553903816782688
104	0.0	0.0	0.25	0.45	0.3	0.008157029908009986
105	0.0	0.0	0.25	0.5	0.25	0.0074795321386985966
106	0.0	0.0	0.25	0.55	0.2	0.006428708042885163
107	0.0	0.0	0.25	0.6	0.15	0.006896055881226791
108	0.0	0.0	0.25	0.65	0.1	0.00704543188830076
109	0.0	0.0	0.25	0.7	0.05	0.008337292704235204
110	0.0	0.0	0.25	0.75	0.0	0.011527262613684692
111	0.0	0.0	0.3	0.0	0.7	0.011643520501613956
112	0.0	0.0	0.3	0.05	0.65	0.01302234418848317
113	0.0	0.0	0.3	0.1	0.6	0.013414084137023129
114	0.0	0.0	0.3	0.15	0.55	0.01274768390757387
115	0.0	0.0	0.3	0.2	0.5	0.013549039577550326
116	0.0	0.0	0.3	0.25	0.45	0.013310483117705451
117	0.0	0.0	0.3	0.3	0.4	0.013152843824310992
118	0.0	0.0	0.3	0.35	0.35	0.012490772074926007
119	0.0	0.0	0.3	0.4	0.3	0.012776078757957117
120	0.0	0.0	0.3	0.45	0.25	0.011268153058408342
121	0.0	0.0	0.3	0.5	0.2	0.010102355519271829
122	0.0	0.0	0.3	0.55	0.15	0.010426676672831672
123	0.0	0.0	0.3	0.6	0.1	0.010768431024249221
124	0.0	0.0	0.3	0.65	0.05	0.01330034386243193
125	0.0	0.0	0.3	0.7	0.0	0.01820888644411566
126	0.0	0.0	0.35	0.0	0.65	0.017611252654243355
127	0.0	0.0	0.35	0.05	0.6	0.018336362715563582
128	0.0	0.0	0.35	0.1	0.55	0.01762141127117612
129	0.0	0.0	0.35	0.15	0.5	0.01887194351915402
130	0.0	0.0	0.35	0.2	0.45	0.01821285317505891
131	0.0	0.0	0.35	0.25	0.4	0.01830381223017545
132	0.0	0.0	0.35	0.3	0.35	0.0180363755938795
133	0.0	0.0	0.35	0.35	0.3	0.01755612783552738
134	0.0	0.0	0.35	0.4	0.25	0.015950414955455548
135	0.0	0.0	0.35	0.45	0.2	0.0152379600154436
136	0.0	0.0	0.35	0.5	0.15	0.01491409572638237
137	0.0	0.0	0.35	0.55	0.1	0.01602980739250614
138	0.0	0.0	0.35	0.6	0.05	0.02040886192751336
139	0.0	0.0	0.35	0.65	0.0	0.027525991647921574
140	0.0	0.0	0.4	0.0	0.6	0.02435765377931295
141	0.0	0.0	0.4	0.05	0.55	0.024355647996580004
142	0.0	0.0	0.4	0.1	0.5	0.025142877975359555
143	0.0	0.0	0.4	0.15	0.45	0.024409917920388963
144	0.0	0.0	0.4	0.2	0.4	0.024204349603556073
145	0.0	0.0	0.4	0.25	0.35	0.02315232003006756
146	0.0	0.0	0.4	0.3	0.3	0.022542693586999885
147	0.0	0.0	0.4	0.35	0.25	0.020983899196881636
148	0.0	0.0	0.4	0.4	0.2	0.019660013252741068
149	0.0	0.0	0.4	0.45	0.15	0.019405339889244068
150	0.0	0.0	0.4	0.5	0.1	0.02070955296123419
151	0.0	0.0	0.4	0.55	0.05	0.02757323988296386
152	0.0	0.0	0.4	0.6	0.0	0.03650252764194453
153	0.0	0.0	0.45	0.0	0.55	0.033464114965741004
154	0.0	0.0	0.45	0.05	0.5	0.033800901288903534
155	0.0	0.0	0.45	0.1	0.45	0.03277358700480024
156	0.0	0.0	0.45	0.15	0.4	0.032938948419564996
157	0.0	0.0	0.45	0.2	0.35	0.03181240233840253
158	0.0	0.0	0.45	0.25	0.3	0.030532260728141705
159	0.0	0.0	0.45	0.3	0.25	0.028399696551913312
160	0.0	0.0	0.45	0.35	0.2	0.026848240686732756
161	0.0	0.0	0.45	0.4	0.15	0.026026935536730796
162	0.0	0.0	0.45	0.45	0.1	0.028237818974542896
163	0.0	0.0	0.45	0.5	0.05	0.03489549371079759
164	0.0	0.0	0.45	0.55	0.0	0.04643811400728668
165	0.0	0.0	0.5	0.0	0.5	0.04156970064706937
166	0.0	0.0	0.5	0.05	0.45	0.04022147032562423
167	0.0	0.0	0.5	0.1	0.4	0.04086339993442291
168	0.0	0.0	0.5	0.15	0.35	0.0387592283857079
169	0.0	0.0	0.5	0.2	0.3	0.037097648001373495
170	0.0	0.0	0.5	0.25	0.25	0.03436220041333797
171	0.0	0.0	0.5	0.3	0.2	0.03262030379345405
172	0.0	0.0	0.5	0.35	0.15	0.0313194109760775
173	0.0	0.0	0.5	0.4	0.1	0.0330165025499418
174	0.0	0.0	0.5	0.45	0.05	0.041062955207654545
175	0.0	0.0	0.5	0.5	0.0	0.05671047839105574
176	0.0	0.0	0.55	0.0	0.45	0.04944816063543425
177	0.0	0.0	0.55	0.05	0.4	0.04893910640720168
178	0.0	0.0	0.55	0.1	0.35	0.04589833991581467
179	0.0	0.0	0.55	0.15	0.3	0.04358809920855304
180	0.0	0.0	0.55	0.2	0.25	0.04082071911785025
181	0.0	0.0	0.55	0.25	0.2	0.038149230527546305
182	0.0	0.0	0.55	0.3	0.15	0.037075259908631676
183	0.0	0.0	0.55	0.35	0.1	0.03739141207121781
184	0.0	0.0	0.55	0.4	0.05	0.04529505257217131
185	0.0	0.0	0.55	0.45	0.0	0.06306137528710737
186	0.0	0.0	0.6	0.0	0.4	0.0603247922910406
187	0.0	0.0	0.6	0.05	0.35	0.056006708230955125
188	0.0	0.0	0.6	0.1	0.3	0.05373191552405949
189	0.0	0.0	0.6	0.15	0.25	0.05047218614806706
190	0.0	0.0	0.6	0.2	0.2	0.04701702186152891
191	0.0	0.0	0.6	0.25	0.15	0.04329301332950616
192	0.0	0.0	0.6	0.3	0.1	0.0419825786163148
193	0.0	0.0	0.6	0.35	0.05	0.048372306390166736
194	0.0	0.0	0.6	0.4	0.0	0.06719211790436452
195	0.0	0.0	0.65	0.0	0.35	0.06747880939765016
196	0.0	0.0	0.65	0.05	0.3	0.06413260481287503
197	0.0	0.0	0.65	0.1	0.25	0.059815555232496376
198	0.0	0.0	0.65	0.15	0.2	0.055989106168896116
199	0.0	0.0	0.65	0.2	0.15	0.0516927130032302
200	0.0	0.0	0.65	0.25	0.1	0.049160971463996284
201	0.0	0.0	0.65	0.3	0.05	0.05417636816297907
202	0.0	0.0	0.65	0.35	0.0	0.07024671999354469
203	0.0	0.0	0.7	0.0	0.3	0.07236716222450508
204	0.0	0.0	0.7	0.05	0.25	0.06755740469542407
205	0.0	0.0	0.7	0.1	0.2	0.06378386001689061
206	0.0	0.0	0.7	0.15	0.15	0.058279370031796784
207	0.0	0.0	0.7	0.2	0.1	0.05429973350514939
208	0.0	0.0	0.7	0.25	0.05	0.05583986795035578
209	0.0	0.0	0.7	0.3	0.0	0.06686069811311712
210	0.0	0.0	0.75	0.0	0.25	0.07797235178789433
211	0.0	0.0	0.75	0.05	0.2	0.07410306135189602
212	0.0	0.0	0.75	0.1	0.15	0.06772939462802174
213	0.0	0.0	0.75	0.15	0.1	0.062324711132725016
214	0.0	0.0	0.75	0.2	0.05	0.059175495426771516
215	0.0	0.0	0.75	0.25	0.0	0.06618540296349613
216	0.0	0.0	0.8	0.0	0.2	0.07877588528658551
217	0.0	0.0	0.8	0.05	0.15	0.07206949561845118
218	0.0	0.0	0.8	0.1	0.1	0.06565035440847716
219	0.0	0.0	0.8	0.15	0.05	0.06058141297043106
220	0.0	0.0	0.8	0.2	0.0	0.06055552900169861
221	0.0	0.0	0.85	0.0	0.15	0.0808744887842727
222	0.0	0.0	0.85	0.05	0.1	0.07367745106910102
223	0.0	0.0	0.85	0.1	0.05	0.0660491278394713
224	0.0	0.0	0.85	0.15	0.0	0.05994128902372335
225	0.0	0.0	0.9	0.0	0.1	0.07755246824268167
226	0.0	0.0	0.9	0.05	0.05	0.070165559252547
227	0.0	0.0	0.9	0.1	0.0	0.06075098132149539
228	0.0	0.0	0.95	0.0	0.05	0.07420918079761038
229	0.0	0.0	0.95	0.05	0.0	0.06387573419010752
230	0.0	0.0	1.0	0.0	0.0	0.06500834284829783
231	0.0	0.05	0.0	0.0	0.95	0.0019025915409268228
232	0.0	0.05	0.0	0.05	0.9	0.0019451747419731668
233	0.0	0.05	0.0	0.1	0.85	0.0029216961123887763
234	0.0	0.05	0.0	0.15	0.8	0.0032269338845485585
235	0.0	0.05	0.0	0.2	0.75	0.004354026599868232
236	0.0	0.05	0.0	0.25	0.7	0.005850712127674873
237	0.0	0.05	0.0	0.3	0.65	0.006959949021439154
238	0.0	0.05	0.0	0.35	0.6	0.008309467852847927
239	0.0	0.05	0.0	0.4	0.55	0.010098820946687355
240	0.0	0.05	0.0	0.45	0.5	0.012067591656078765
241	0.0	0.05	0.0	0.5	0.45	0.012056378188641737
242	0.0	0.05	0.0	0.55	0.4	0.011280198994902435
243	0.0	0.05	0.0	0.6	0.35	0.01002331451195682
244	0.0	0.05	0.0	0.65	0.3	0.008609176963158377
245	0.0	0.05	0.0	0.7	0.25	0.005951562161064737
246	0.0	0.05	0.0	0.75	0.2	0.004552583100636252
247	0.0	0.05	0.0	0.8	0.15	0.002040323572887917
248	0.0	0.05	0.0	0.85	0.1	0.0009517284076502239
249	0.0	0.05	0.0	0.9	0.05	7.032796049937359e-05
250	0.0	0.05	0.0	0.95	0.0	4.138081028319742e-06
251	0.0	0.05	0.05	0.0	0.9	0.0016655283783765268
252	0.0	0.05	0.05	0.05	0.85	0.0026992758989393584
253	0.0	0.05	0.05	0.1	0.8	0.0032248730864323913
254	0.0	0.05	0.05	0.15	0.75	0.004392273282833973
255	0.0	0.05	0.05	0.2	0.7	0.00517686655265832
256	0.0	0.05	0.05	0.25	0.65	0.00651272448578347
257	0.0	0.05	0.05	0.3	0.6	0.008376853521234037
258	0.0	0.05	0.05	0.35	0.55	0.010208610638858986
259	0.0	0.05	0.05	0.4	0.5	0.012191647677465682
260	0.0	0.05	0.05	0.45	0.45	0.013201873507665732
261	0.0	0.05	0.05	0.5	0.4	0.01254050352166598
262	0.0	0.05	0.05	0.55	0.35	0.011723826406282485
263	0.0	0.05	0.05	0.6	0.3	0.010385801174461142
264	0.0	0.05	0.05	0.65	0.25	0.007693313445919815
265	0.0	0.05	0.05	0.7	0.2	0.006126427712679313
266	0.0	0.05	0.05	0.75	0.15	0.0033263824209337945
267	0.0	0.05	0.05	0.8	0.1	0.0021904621933758785
268	0.0	0.05	0.05	0.85	0.05	0.000514147541503038
269	0.0	0.05	0.05	0.9	0.0	0.0004556344709588018
270	0.0	0.05	0.1	0.0	0.85	0.003033195716390399
271	0.0	0.05	0.1	0.05	0.8	0.003873204539247366
272	0.0	0.05	0.1	0.1	0.75	0.004717096562711995
273	0.0	0.05	0.1	0.15	0.7	0.005350005681710992
274	0.0	0.05	0.1	0.2	0.65	0.006804815132823891
275	0.0	0.05	0.1	0.25	0.6	0.008598766335569816
276	0.0	0.05	0.1	0.3	0.55	0.01044493815396239
277	0.0	0.05	0.1	0.35	0.5	0.013650984743207528
278	0.0	0.05	0.1	0.4	0.45	0.0149635661493691
279	0.0	0.05	0.1	0.45	0.4	0.014914091001537799
280	0.0	0.05	0.1	0.5	0.35	0.014578063057702208
281	0.0	0.05	0.1	0.55	0.3	0.012648240775801296
282	0.0	0.05	0.1	0.6	0.25	0.010068341862179949
283	0.0	0.05	0.1	0.65	0.2	0.008127139423017482
284	0.0	0.05	0.1	0.7	0.15	0.005416858289306524
285	0.0	0.05	0.1	0.75	0.1	0.003561268626270585
286	0.0	0.05	0.1	0.8	0.05	0.0016783353866318433
287	0.0	0.05	0.1	0.85	0.0	0.0016462473897737406
288	0.0	0.05	0.15	0.0	0.8	0.0053524957286851535
289	0.0	0.05	0.15	0.05	0.75	0.0062308412556561265
290	0.0	0.05	0.15	0.1	0.7	0.007249852719773909
291	0.0	0.05	0.15	0.15	0.65	0.00861088860093903
292	0.0	0.05	0.15	0.2	0.6	0.01017413529785255
293	0.0	0.05	0.15	0.25	0.55	0.012095573610729226
294	0.0	0.05	0.15	0.3	0.5	0.01412979565287012
295	0.0	0.05	0.15	0.35	0.45	0.015439241303901818
296	0.0	0.05	0.15	0.4	0.4	0.0157789374982807
297	0.0	0.05	0.15	0.45	0.35	0.015445407275204364
298	0.0	0.05	0.15	0.5	0.3	0.014416537815699161
299	0.0	0.05	0.15	0.55	0.25	0.012450651930706911
300	0.0	0.05	0.15	0.6	0.2	0.010045937375084532
301	0.0	0.05	0.15	0.65	0.15	0.007664134500697655
302	0.0	0.05	0.15	0.7	0.1	0.005766604835726807
303	0.0	0.05	0.15	0.75	0.05	0.0036896198308093747
304	0.0	0.05	0.15	0.8	0.0	0.00365358509013005
305	0.0	0.05	0.2	0.0	0.75	0.00863573139755909
306	0.0	0.05	0.2	0.05	0.7	0.009724068302630073
307	0.0	0.05	0.2	0.1	0.65	0.011310930280351662
308	0.0	0.05	0.2	0.15	0.6	0.013176740279140757
309	0.0	0.05	0.2	0.2	0.55	0.014203204039364432
310	0.0	0.05	0.2	0.25	0.5	0.01667561188114493
311	0.0	0.05	0.2	0.3	0.45	0.017496409152622724
312	0.0	0.05	0.2	0.35	0.4	0.017829043159727227
313	0.0	0.05	0.2	0.4	0.35	0.017966774827565556
314	0.0	0.05	0.2	0.45	0.3	0.017711060132569005
315	0.0	0.05	0.2	0.5	0.25	0.015031699485256622
316	0.0	0.05	0.2	0.55	0.2	0.012630396163054619
317	0.0	0.05	0.2	0.6	0.15	0.0101456707715499
318	0.0	0.05	0.2	0.65	0.1	0.00854315955865258
319	0.0	0.05	0.2	0.7	0.05	0.006702091930513438
320	0.0	0.05	0.2	0.75	0.0	0.007209001539743537
321	0.0	0.05	0.25	0.0	0.7	0.01380408647769299
322	0.0	0.05	0.25	0.05	0.65	0.01573250008817376
323	0.0	0.05	0.25	0.1	0.6	0.01710921099851173
324	0.0	0.05	0.25	0.15	0.55	0.017738949717951404
325	0.0	0.05	0.25	0.2	0.5	0.019681188922672087
326	0.0	0.05	0.25	0.25	0.45	0.020526872467063965
327	0.0	0.05	0.25	0.3	0.4	0.020411390916497043
328	0.0	0.05	0.25	0.35	0.35	0.020946495577906434
329	0.0	0.05	0.25	0.4	0.3	0.02109604482397322
330	0.0	0.05	0.25	0.45	0.25	0.017809774833492085
331	0.0	0.05	0.25	0.5	0.2	0.015791274979281334
332	0.0	0.05	0.25	0.55	0.15	0.013265768973701155
333	0.0	0.05	0.25	0.6	0.1	0.011142379435593756
334	0.0	0.05	0.25	0.65	0.05	0.010505026129977843
335	0.0	0.05	0.25	0.7	0.0	0.012362865205712215
336	0.0	0.05	0.3	0.0	0.65	0.01922408068103352
337	0.0	0.05	0.3	0.05	0.6	0.02078286345519711
338	0.0	0.05	0.3	0.1	0.55	0.0214729158748469
339	0.0	0.05	0.3	0.15	0.5	0.02313518565107184
340	0.0	0.05	0.3	0.2	0.45	0.023149305157322095
341	0.0	0.05	0.3	0.25	0.4	0.02417389830847352
342	0.0	0.05	0.3	0.3	0.35	0.025177251052895182
343	0.0	0.05	0.3	0.35	0.3	0.024857081022054448
344	0.0	0.05	0.3	0.4	0.25	0.02167982835179255
345	0.0	0.05	0.3	0.45	0.2	0.01971072084792729
346	0.0	0.05	0.3	0.5	0.15	0.017245873953393855
347	0.0	0.05	0.3	0.55	0.1	0.015774355534912986
348	0.0	0.05	0.3	0.6	0.05	0.01635873373240089
349	0.0	0.05	0.3	0.65	0.0	0.018691677021612833
350	0.0	0.05	0.35	0.0	0.6	0.025747746906401213
351	0.0	0.05	0.35	0.05	0.55	0.026388447635647537
352	0.0	0.05	0.35	0.1	0.5	0.027558071340843013
353	0.0	0.05	0.35	0.15	0.45	0.027239471456778946
354	0.0	0.05	0.35	0.2	0.4	0.028692925226015888
355	0.0	0.05	0.35	0.25	0.35	0.02930415037131555
356	0.0	0.05	0.35	0.3	0.3	0.028905685186376477
357	0.0	0.05	0.35	0.35	0.25	0.026364824933675087
358	0.0	0.05	0.35	0.4	0.2	0.023362911877275114
359	0.0	0.05	0.35	0.45	0.15	0.019947524921794812
360	0.0	0.05	0.35	0.5	0.1	0.018772044561156637
361	0.0	0.05	0.35	0.55	0.05	0.019941368117632356
362	0.0	0.05	0.35	0.6	0.0	0.024945695384702468
363	0.0	0.05	0.4	0.0	0.55	0.033143992646475884
364	0.0	0.05	0.4	0.05	0.5	0.034489751180692
365	0.0	0.05	0.4	0.1	0.45	0.03347549297828022
366	0.0	0.05	0.4	0.15	0.4	0.03514649576096271
367	0.0	0.05	0.4	0.2	0.35	0.034609532143581624
368	0.0	0.05	0.4	0.25	0.3	0.034692306382728216
369	0.0	0.05	0.4	0.3	0.25	0.032276798779719715
370	0.0	0.05	0.4	0.35	0.2	0.030193905478542005
371	0.0	0.05	0.4	0.4	0.15	0.025960813397397475
372	0.0	0.05	0.4	0.45	0.1	0.02512062572563152
373	0.0	0.05	0.4	0.5	0.05	0.026135428397618066
374	0.0	0.05	0.4	0.55	0.0	0.03305720443087955
375	0.0	0.05	0.45	0.0	0.5	0.0405069406026056
376	0.0	0.05	0.45	0.05	0.45	0.039344287470646125
377	0.0	0.05	0.45	0.1	0.4	0.04075423807261337
378	0.0	0.05	0.45	0.15	0.35	0.03954179072373036
379	0.0	0.05	0.45	0.2	0.3	0.03900992238683628
380	0.0	0.05	0.45	0.25	0.25	0.036517349814375266
381	0.0	0.05	0.45	0.3	0.2	0.03390041469745075
382	0.0	0.05	0.45	0.35	0.15	0.030024884229246915
383	0.0	0.05	0.45	0.4	0.1	0.02847132578681931
384	0.0	0.05	0.45	0.45	0.05	0.032513920944981414
385	0.0	0.05	0.45	0.5	0.0	0.04049747046904359
386	0.0	0.05	0.5	0.0	0.45	0.04628938066796143
387	0.0	0.05	0.5	0.05	0.4	0.04690092368900506
388	0.0	0.05	0.5	0.1	0.35	0.044916569098199806
389	0.0	0.05	0.5	0.15	0.3	0.04368352576149609
390	0.0	0.05	0.5	0.2	0.25	0.04101558913958086
391	0.0	0.05	0.5	0.25	0.2	0.03830158571761799
392	0.0	0.05	0.5	0.3	0.15	0.03492142345386251
393	0.0	0.05	0.5	0.35	0.1	0.032954251819845654
394	0.0	0.05	0.5	0.4	0.05	0.035553034787838673
395	0.0	0.05	0.5	0.45	0.0	0.04466205059130598
396	0.0	0.05	0.55	0.0	0.4	0.05493774241799945
397	0.0	0.05	0.55	0.05	0.35	0.05270338521635379
398	0.0	0.05	0.55	0.1	0.3	0.050974120583178864
399	0.0	0.05	0.55	0.15	0.25	0.04805763247519859
400	0.0	0.05	0.55	0.2	0.2	0.045186113353088884
401	0.0	0.05	0.55	0.25	0.15	0.04065203284880479
402	0.0	0.05	0.55	0.3	0.1	0.03718123030441686
403	0.0	0.05	0.55	0.35	0.05	0.03887215449412303
404	0.0	0.05	0.55	0.4	0.0	0.04876853558675398
405	0.0	0.05	0.6	0.0	0.35	0.061324794228807884
406	0.0	0.05	0.6	0.05	0.3	0.058784078079702456
407	0.0	0.05	0.6	0.1	0.25	0.05564055683269735
408	0.0	0.05	0.6	0.15	0.2	0.053178653823428366
409	0.0	0.05	0.6	0.2	0.15	0.04770512740736342
410	0.0	0.05	0.6	0.25	0.1	0.044348753278699776
411	0.0	0.05	0.6	0.3	0.05	0.0433648293886891
412	0.0	0.05	0.6	0.35	0.0	0.05165153581316707
413	0.0	0.05	0.65	0.0	0.3	0.06403390318487458
414	0.0	0.05	0.65	0.05	0.25	0.060612282693773764
415	0.0	0.05	0.65	0.1	0.2	0.05877283367555928
416	0.0	0.05	0.65	0.15	0.15	0.05322397150473905
417	0.0	0.05	0.65	0.2	0.1	0.04951632375828231
418	0.0	0.05	0.65	0.25	0.05	0.04660661701253427
419	0.0	0.05	0.65	0.3	0.0	0.051204423301931826
420	0.0	0.05	0.7	0.0	0.25	0.06878160833203908
421	0.0	0.05	0.7	0.05	0.2	0.06605157627864855
422	0.0	0.05	0.7	0.1	0.15	0.06088847622061931
423	0.0	0.05	0.7	0.15	0.1	0.055736621538448446
424	0.0	0.05	0.7	0.2	0.05	0.04984448903261059
425	0.0	0.05	0.7	0.25	0.0	0.051906048907992136
426	0.0	0.05	0.75	0.0	0.2	0.06877691653059331
427	0.0	0.05	0.75	0.05	0.15	0.06404806354834244
428	0.0	0.05	0.75	0.1	0.1	0.05763330896412841
429	0.0	0.05	0.75	0.15	0.05	0.051616043801947765
430	0.0	0.05	0.75	0.2	0.0	0.049108639290408054
431	0.0	0.05	0.8	0.0	0.15	0.0709905898845212
432	0.0	0.05	0.8	0.05	0.1	0.06542832573205054
433	0.0	0.05	0.8	0.1	0.05	0.05785779903248484
434	0.0	0.05	0.8	0.15	0.0	0.050334578625688804
435	0.0	0.05	0.85	0.0	0.1	0.06798914595518896
436	0.0	0.05	0.85	0.05	0.05	0.0617494851504965
437	0.0	0.05	0.85	0.1	0.0	0.05364129411446075
438	0.0	0.05	0.9	0.0	0.05	0.06485610817419556
439	0.0	0.05	0.9	0.05	0.0	0.056992958501570476
440	0.0	0.05	0.95	0.0	0.0	0.05880382483256746
441	0.0	0.1	0.0	0.0	0.9	0.00853672941616254
442	0.0	0.1	0.0	0.05	0.85	0.008882111394855938
443	0.0	0.1	0.0	0.1	0.8	0.010195190339889748
