	Ir	Pd	Pt	Rh	Ru	Activity
204	0.0	0.0	0.7	0.05	0.25	-0.07108081146151898
205	0.0	0.0	0.7	0.1	0.2	-0.07048609997044883
206	0.0	0.0	0.7	0.15	0.15	-0.0699680048682901
207	0.0	0.0	0.7	0.2	0.1	-0.06967176188820273
208	0.0	0.0	0.7	0.25	0.05	-0.06975370789358273
209	0.0	0.0	0.7	0.3	0.0	-0.07035703436041038
210	0.0	0.0	0.75	0.0	0.25	-0.07439678989341234
211	0.0	0.0	0.75	0.05	0.2	-0.07325971610840165
212	0.0	0.0	0.75	0.1	0.15	-0.07226839537276933
213	0.0	0.0	0.75	0.15	0.1	-0.07157742627616837
214	0.0	0.0	0.75	0.2	0.05	-0.07134992071678815
215	0.0	0.0	0.75	0.25	0.0	-0.07173321339966585
216	0.0	0.0	0.8	0.0	0.2	-0.07545762738669276
217	0.0	0.0	0.8	0.05	0.15	-0.0738489834828458
218	0.0	0.0	0.8	0.1	0.1	-0.07260260237104257
219	0.0	0.0	0.8	0.15	0.05	-0.07189724906954612
220	0.0	0.0	0.8	0.2	0.0	-0.07189423598016095
221	0.0	0.0	0.85	0.0	0.15	-0.07491284522665992
222	0.0	0.0	0.85	0.05	0.1	-0.07298253641717022
223	0.0	0.0	0.85	0.1	0.05	-0.07165152743429594
224	0.0	0.0	0.85	0.15	0.0	-0.07110314956709327
225	0.0	0.0	0.9	0.0	0.1	-0.07297251219553896
226	0.0	0.0	0.9	0.05	0.05	-0.07090387155558758
227	0.0	0.0	0.9	0.1	0.0	-0.06967570679139376
228	0.0	0.0	0.95	0.0	0.05	-0.0699542584192589
229	0.0	0.0	0.95	0.05	0.0	-0.06795038101401275
230	0.0	0.0	1.0	0.0	0.0	-0.06625977562899334
231	0.0	0.05	0.0	0.0	0.95	-0.004069022766484076
232	0.0	0.05	0.0	0.05	0.9	-0.0020423591475013103
233	0.0	0.05	0.0	0.1	0.85	-0.0015786114860328604
234	0.0	0.05	0.0	0.15	0.8	-0.00237856772748149
235	0.0	0.05	0.0	0.2	0.75	-0.004037542710117886
236	0.0	0.05	0.0	0.25	0.7	-0.006089531006644069
237	0.0	0.05	0.0	0.3	0.65	-0.008060373455104991
238	0.0	0.05	0.0	0.35	0.6	-0.009523097895432292
239	0.0	0.05	0.0	0.4	0.55	-0.010148087034292916
240	0.0	0.05	0.0	0.45	0.5	-0.00974138258629334
241	0.0	0.05	0.0	0.5	0.45	-0.00826615084706718
242	0.0	0.05	0.0	0.55	0.4	-0.005844808285796713
243	0.0	0.05	0.0	0.6	0.35	-0.0027420993298975793
244	0.0	0.05	0.0	0.65	0.3	0.0006679486873304719
245	0.0	0.05	0.0	0.7	0.25	0.003946223917040664
246	0.0	0.05	0.0	0.75	0.2	0.006637749547869443
247	0.0	0.05	0.0	0.8	0.15	0.0083196246990484
248	0.0	0.05	0.0	0.85	0.1	0.008642142203011682
249	0.0	0.05	0.0	0.9	0.05	0.007358994019286136
250	0.0	0.05	0.0	0.95	0.0	0.0043443164884245655
251	0.0	0.05	0.05	0.0	0.9	-0.00256186776956302
252	0.0	0.05	0.05	0.05	0.85	-0.001733505046842193
253	0.0	0.05	0.05	0.1	0.8	-0.002344215345361056
254	0.0	0.05	0.05	0.15	0.75	-0.004012667241812984
255	0.0	0.05	0.05	0.2	0.7	-0.0062732342221654275
256	0.0	0.05	0.05	0.25	0.65	-0.008627978475113207
257	0.0	0.05	0.05	0.3	0.6	-0.010604058073991451
258	0.0	0.05	0.05	0.35	0.55	-0.01180899603874884
259	0.0	0.05	0.05	0.4	0.5	-0.011976411675260729
260	0.0	0.05	0.05	0.45	0.45	-0.010996158641223996
261	0.0	0.05	0.05	0.5	0.4	-0.008925108115826724
262	0.0	0.05	0.05	0.55	0.35	-0.0059776513583314345
263	0.0	0.05	0.05	0.6	0.3	-0.002497876083578293
264	0.0	0.05	0.05	0.65	0.25	0.0010821893829031093
265	0.0	0.05	0.05	0.7	0.2	0.004292247915026387
266	0.0	0.05	0.05	0.75	0.15	0.0066747021089204606
267	0.0	0.05	0.05	0.8	0.1	0.007830719682632908
268	0.0	0.05	0.05	0.85	0.05	0.007456461467666875
269	0.0	0.05	0.05	0.9	0.0	0.0053663482232383375
270	0.0	0.05	0.1	0.0	0.85	-0.0032163683505717078
271	0.0	0.05	0.1	0.05	0.8	-0.003519758287660768
272	0.0	0.05	0.1	0.1	0.75	-0.005068041148880875
273	0.0	0.05	0.1	0.15	0.7	-0.007413689200849172
274	0.0	0.05	0.1	0.2	0.65	-0.010052603488201875
275	0.0	0.05	0.1	0.25	0.6	-0.012481374450607624
276	0.0	0.05	0.1	0.3	0.55	-0.014255702368644638
277	0.0	0.05	0.1	0.35	0.5	-0.015042162357970845
278	0.0	0.05	0.1	0.4	0.45	-0.014656378150748536
279	0.0	0.05	0.1	0.45	0.4	-0.013082656594560496
280	0.0	0.05	0.1	0.5	0.35	-0.010472877886979301
281	0.0	0.05	0.1	0.55	0.3	-0.007125446990583886
282	0.0	0.05	0.1	0.6	0.25	-0.0034478683962032852
283	0.0	0.05	0.1	0.65	0.2	9.143887775248105e-05
284	0.0	0.05	0.1	0.7	0.15	0.0030154075037240047
285	0.0	0.05	0.1	0.75	0.1	0.0048880108351492535
286	0.0	0.05	0.1	0.8	0.05	0.005355705928158289
287	0.0	0.05	0.1	0.85	0.0	0.004176651606790843
288	0.0	0.05	0.15	0.0	0.8	-0.005913966252511393
289	0.0	0.05	0.15	0.05	0.75	-0.007204529980651561
290	0.0	0.05	0.15	0.1	0.7	-0.009489216961725305
291	0.0	0.05	0.15	0.15	0.65	-0.012276454771434464
292	0.0	0.05	0.15	0.2	0.6	-0.015050344343351008
293	0.0	0.05	0.15	0.25	0.55	-0.017329999839730076
294	0.0	0.05	0.15	0.3	0.5	-0.018725468342793858
295	0.0	0.05	0.15	0.35	0.45	-0.018982687821840233
296	0.0	0.05	0.15	0.4	0.4	-0.018011516839881753
297	0.0	0.05	0.15	0.45	0.35	-0.015893387030975065
298	0.0	0.05	0.15	0.5	0.3	-0.012868137967928031
299	0.0	0.05	0.15	0.55	0.25	-0.009302561654001423
300	0.0	0.05	0.15	0.6	0.2	-0.005645608569049471
301	0.0	0.05	0.15	0.65	0.15	-0.0023767162248214957
302	0.0	0.05	0.15	0.7	0.1	4.5863723293682046e-05
303	0.0	0.05	0.15	0.75	0.05	0.0012305076468317744
304	0.0	0.05	0.15	0.8	0.0	0.0008866821757286258
305	0.0	0.05	0.2	0.0	0.75	-0.010417708946839466
306	0.0	0.05	0.2	0.05	0.7	-0.012486057149438998
307	0.0	0.05	0.2	0.1	0.65	-0.015260811719871842
308	0.0	0.05	0.2	0.15	0.6	-0.018232861000392314
309	0.0	0.05	0.2	0.2	0.55	-0.02090291742084216
310	0.0	0.05	0.2	0.25	0.5	-0.022839399198540264
311	0.0	0.05	0.2	0.3	0.45	-0.023728410945299483
312	0.0	0.05	0.2	0.35	0.4	-0.023409084848749734
313	0.0	0.05	0.2	0.4	0.35	-0.021889720085599446
314	0.0	0.05	0.2	0.45	0.3	-0.01934303152437189
315	0.0	0.05	0.2	0.5	0.25	-0.016081873250271814
316	0.0	0.05	0.2	0.55	0.2	-0.012519505201865955
317	0.0	0.05	0.2	0.6	0.15	-0.009120381896533497
318	0.0	0.05	0.2	0.65	0.1	-0.006348296084770222
319	0.0	0.05	0.2	0.7	0.05	-0.004618457582504676
320	0.0	0.05	0.2	0.75	0.0	-0.004258883985981232
321	0.0	0.05	0.25	0.0	0.7	-0.01639329872613965
322	0.0	0.05	0.25	0.05	0.65	-0.01898461889636323
323	0.0	0.05	0.25	0.1	0.6	-0.02198119316694694
324	0.0	0.05	0.25	0.15	0.55	-0.024884806381985064
325	0.0	0.05	0.25	0.2	0.5	-0.0272402093088637
326	0.0	0.05	0.25	0.25	0.45	-0.0286880230872915
327	0.0	0.05	0.25	0.3	0.4	-0.0290057845171085
328	0.0	0.05	0.25	0.35	0.35	-0.028131668232476426
329	0.0	0.05	0.25	0.4	0.3	-0.02616803951519632
330	0.0	0.05	0.25	0.45	0.25	-0.023365004361071917
331	0.0	0.05	0.25	0.5	0.2	-0.020086992842164295
332	0.0	0.05	0.25	0.55	0.15	-0.016767649150062222
333	0.0	0.05	0.25	0.6	0.1	-0.013859565415567113
334	0.0	0.05	0.25	0.65	0.05	-0.011785551283840429
335	0.0	0.05	0.25	0.7	0.0	-0.010897258335241175
336	0.0	0.05	0.3	0.0	0.65	-0.023436936339314776
337	0.0	0.05	0.3	0.05	0.6	-0.026274068830145228
338	0.0	0.05	0.3	0.1	0.55	-0.029226754364207783
339	0.0	0.05	0.3	0.15	0.5	-0.03183537711656553
340	0.0	0.05	0.3	0.2	0.45	-0.033712539191198515
341	0.0	0.05	0.3	0.25	0.4	-0.034587851296999886
342	0.0	0.05	0.3	0.3	0.35	-0.03433780795787547
343	0.0	0.05	0.3	0.35	0.3	-0.03299691609393052
344	0.0	0.05	0.3	0.4	0.25	-0.030749097738286407
345	0.0	0.05	0.3	0.45	0.2	-0.02790130539405268
346	0.0	0.05	0.3	0.5	0.15	-0.024843757377481027
347	0.0	0.05	0.3	0.55	0.1	-0.02200281712007629
348	0.0	0.05	0.3	0.6	0.05	-0.019793089253954885
349	0.0	0.05	0.3	0.65	0.0	-0.0185747885037882
350	0.0	0.05	0.35	0.0	0.6	-0.03110622456021682
351	0.0	0.05	0.35	0.05	0.55	-0.03391362349506531
352	0.0	0.05	0.35	0.1	0.5	-0.03658199132293927
353	0.0	0.05	0.35	0.15	0.45	-0.03871471837673135
354	0.0	0.05	0.35	0.2	0.4	-0.04001025756470063
355	0.0	0.05	0.35	0.25	0.35	-0.04029636797844788
356	0.0	0.05	0.35	0.3	0.3	-0.039547575486064954
357	0.0	0.05	0.35	0.35	0.25	-0.03788385688712294
358	0.0	0.05	0.35	0.4	0.2	-0.03555140773807393
359	0.0	0.05	0.35	0.45	0.15	-0.03288895052162673
360	0.0	0.05	0.35	0.5	0.1	-0.03028493274343161
361	0.0	0.05	0.35	0.55	0.05	-0.028131868190994266
362	0.0	0.05	0.35	0.6	0.0	-0.026783913144227497
363	0.0	0.05	0.4	0.0	0.55	-0.038950597834844294
364	0.0	0.05	0.4	0.05	0.5	-0.04147652554184199
365	0.0	0.05	0.4	0.1	0.45	-0.04366406951783773
366	0.0	0.05	0.4	0.15	0.4	-0.045198586486628375
367	0.0	0.05	0.4	0.2	0.35	-0.04587505417642963
368	0.0	0.05	0.4	0.25	0.3	-0.045620273018202526
369	0.0	0.05	0.4	0.3	0.25	-0.0444977672190314
370	0.0	0.05	0.4	0.35	0.2	-0.042695259701887464
371	0.0	0.05	0.4	0.4	0.15	-0.0404972190610481
372	0.0	0.05	0.4	0.45	0.1	-0.038247059983112244
373	0.0	0.05	0.4	0.5	0.05	-0.036304779711548885
374	0.0	0.05	0.4	0.55	0.0	-0.03500598388522848
375	0.0	0.05	0.45	0.0	0.5	-0.04653858542726046
376	0.0	0.05	0.45	0.05	0.45	-0.04857344721378877
377	0.0	0.05	0.45	0.1	0.4	-0.050140598038481116
378	0.0	0.05	0.45	0.15	0.35	-0.051019371988633724
379	0.0	0.05	0.45	0.2	0.3	-0.05110394010178723
380	0.0	0.05	0.45	0.25	0.25	-0.050413036112262846
381	0.0	0.05	0.45	0.3	0.2	-0.04908323330885249
382	0.0	0.05	0.45	0.35	0.15	-0.04734737079610872
383	0.0	0.05	0.45	0.4	0.1	-0.04550191651763355
384	0.0	0.05	0.45	0.45	0.05	-0.04386848684983721
385	0.0	0.05	0.45	0.5	0.0	-0.04275520676349136
386	0.0	0.05	0.5	0.0	0.45	-0.05348042417677193
387	0.0	0.05	0.5	0.05	0.4	-0.054869956515529755
388	0.0	0.05	0.5	0.1	0.35	-0.05574091409777063
389	0.0	0.05	0.5	0.15	0.3	-0.055970942363773965
390	0.0	0.05	0.5	0.2	0.25	-0.05554823649037749
391	0.0	0.05	0.5	0.25	0.2	-0.05456941805818184
392	0.0	0.05	0.5	0.3	0.15	-0.053223064878750226
393	0.0	0.05	0.5	0.35	0.1	-0.05176191893251776
394	0.0	0.05	0.5	0.4	0.05	-0.050468395331131205
395	0.0	0.05	0.5	0.45	0.0	-0.049618726725963666
396	0.0	0.05	0.55	0.0	0.4	-0.05944575707177466
397	0.0	0.05	0.55	0.05	0.35	-0.06009863839178406
398	0.0	0.05	0.55	0.1	0.3	-0.06026236077240377
399	0.0	0.05	0.55	0.15	0.25	-0.05990959598462359
400	0.0	0.05	0.55	0.2	0.2	-0.05911047230024101
401	0.0	0.05	0.55	0.25	0.15	-0.058020176399714296
402	0.0	0.05	0.55	0.3	0.1	-0.05685532403910533
403	0.0	0.05	0.55	0.35	0.05	-0.05586313890267876
404	0.0	0.05	0.55	0.4	0.0	-0.05528839222465279
405	0.0	0.05	0.6	0.0	0.35	-0.06417704791556875
406	0.0	0.05	0.6	0.05	0.3	-0.06406722186342224
407	0.0	0.05	0.6	0.1	0.25	-0.06357353873018472
408	0.0	0.05	0.6	0.15	0.2	-0.06275354553440148
409	0.0	0.05	0.6	0.2	0.15	-0.06174177041994053
410	0.0	0.05	0.6	0.25	0.1	-0.06072936777465325
411	0.0	0.05	0.6	0.3	0.05	-0.05993634033157723
412	0.0	0.05	0.6	0.35	0.0	-0.05958091355051705
413	0.0	0.05	0.65	0.0	0.3	-0.06749968895250111
414	0.0	0.05	0.65	0.05	0.25	-0.0666641505591457
415	0.0	0.05	0.65	0.1	0.2	-0.06561625453217132
416	0.0	0.05	0.65	0.15	0.15	-0.06448269290663655
417	0.0	0.05	0.65	0.2	0.1	-0.06344123663309835
418	0.0	0.05	0.65	0.25	0.05	-0.06269522368787829
419	0.0	0.05	0.65	0.3	0.0	-0.06244476038165753
420	0.0	0.05	0.7	0.0	0.25	-0.06932953571671267
421	0.0	0.05	0.7	0.05	0.2	-0.06786249537200288
422	0.0	0.05	0.7	0.1	0.15	-0.06640702229929558
423	0.0	0.05	0.7	0.15	0.1	-0.06513927166800418
424	0.0	0.05	0.7	0.2	0.05	-0.0642574089753822
425	0.0	0.05	0.7	0.25	0.0	-0.0639539379525619
426	0.0	0.05	0.75	0.0	0.2	-0.06967791975681077
427	0.0	0.05	0.75	0.05	0.15	-0.06772218148661142
428	0.0	0.05	0.75	0.1	0.1	-0.0660378256733356
429	0.0	0.05	0.75	0.15	0.05	-0.06482861429041654
430	0.0	0.05	0.75	0.2	0.0	-0.0642904238353249
431	0.0	0.05	0.8	0.0	0.15	-0.06865335620883163
432	0.0	0.05	0.8	0.05	0.1	-0.06638954203397404
433	0.0	0.05	0.8	0.1	0.05	-0.06467481417290315
434	0.0	0.05	0.8	0.15	0.0	-0.06371827360110774
