	Ir	Pd	Pt	Rh	Ru	Activity
141	0.0	0.0	0.4	0.05	0.55	0.031529847947526946
142	0.0	0.0	0.4	0.1	0.5	0.037061955281308664
143	0.0	0.0	0.4	0.15	0.45	0.04295560760665612
144	0.0	0.0	0.4	0.2	0.4	0.048559645141263943
145	0.0	0.0	0.4	0.25	0.35	0.05328227380666874
146	0.0	0.0	0.4	0.3	0.3	0.056663823101477356
147	0.0	0.0	0.4	0.35	0.25	0.05843353309016465
148	0.0	0.0	0.4	0.4	0.2	0.058541633159182344
149	0.0	0.0	0.4	0.45	0.15	0.057161738317465946
150	0.0	0.0	0.4	0.5	0.1	0.05466330054975835
151	0.0	0.0	0.4	0.55	0.05	0.05155863066913985
152	0.0	0.0	0.4	0.6	0.0	0.0484329453634528
153	0.0	0.0	0.45	0.0	0.55	0.03561442476741754
154	0.0	0.0	0.45	0.05	0.5	0.04072310550974122
155	0.0	0.0	0.45	0.1	0.45	0.04653954181935116
156	0.0	0.0	0.45	0.15	0.4	0.05243592537538659
157	0.0	0.0	0.45	0.2	0.35	0.057797629034316664
158	0.0	0.0	0.45	0.25	0.3	0.06209716351330831
159	0.0	0.0	0.45	0.3	0.25	0.06495869643618124
160	0.0	0.0	0.45	0.35	0.2	0.06620336847332373
161	0.0	0.0	0.45	0.4	0.15	0.06586843061867556
162	0.0	0.0	0.45	0.45	0.1	0.06419732191940043
163	0.0	0.0	0.45	0.5	0.05	0.06160245522383663
164	0.0	0.0	0.45	0.55	0.0	0.05860679892293563
165	0.0	0.0	0.5	0.0	0.5	0.04432010472493046
166	0.0	0.0	0.5	0.05	0.45	0.04971896240538351
167	0.0	0.0	0.5	0.1	0.4	0.05555558145580684
168	0.0	0.0	0.5	0.15	0.35	0.06122975709756952
169	0.0	0.0	0.5	0.2	0.3	0.06618255866318154
170	0.0	0.0	0.5	0.25	0.25	0.06996371081530606
171	0.0	0.0	0.5	0.3	0.2	0.07228597243046708
172	0.0	0.0	0.5	0.35	0.15	0.07305823113465476
173	0.0	0.0	0.5	0.4	0.1	0.07239227175805901
174	0.0	0.0	0.5	0.45	0.05	0.0705823667397253
175	0.0	0.0	0.5	0.5	0.0	0.06806118810106745
176	0.0	0.0	0.55	0.0	0.45	0.05259842112234407
177	0.0	0.0	0.55	0.05	0.4	0.058020536554595825
178	0.0	0.0	0.55	0.1	0.35	0.06364536267269028
179	0.0	0.0	0.55	0.15	0.3	0.06891972409579691
180	0.0	0.0	0.55	0.2	0.25	0.0733544287052478
181	0.0	0.0	0.55	0.25	0.2	0.07658300773474552
182	0.0	0.0	0.55	0.3	0.15	0.07840489950381443
183	0.0	0.0	0.55	0.35	0.1	0.07880650788044474
184	0.0	0.0	0.55	0.4	0.05	0.07795703969154548
185	0.0	0.0	0.55	0.45	0.0	0.07618007866940354
186	0.0	0.0	0.6	0.0	0.4	0.06001164046577398
187	0.0	0.0	0.6	0.05	0.35	0.06522541483545961
188	0.0	0.0	0.6	0.1	0.3	0.0704565767607181
189	0.0	0.0	0.6	0.15	0.25	0.07521358915171003
190	0.0	0.0	0.6	0.2	0.2	0.079084953092905
191	0.0	0.0	0.6	0.25	0.15	0.08178802218926184
192	0.0	0.0	0.6	0.3	0.1	0.08320083707751465
193	0.0	0.0	0.6	0.35	0.05	0.0833722025529756
194	0.0	0.0	0.6	0.4	0.0	0.08250871531538348
195	0.0	0.0	0.65	0.0	0.35	0.06623192026420936
196	0.0	0.0	0.65	0.05	0.3	0.0710585284539818
197	0.0	0.0	0.65	0.1	0.25	0.07577658215230804
198	0.0	0.0	0.65	0.15	0.2	0.07996497861933471
199	0.0	0.0	0.65	0.2	0.15	0.08329145280735094
200	0.0	0.0	0.65	0.25	0.1	0.08555103371096445
201	0.0	0.0	0.65	0.3	0.05	0.08668723164040701
202	0.0	0.0	0.65	0.35	0.0	0.08679289890354717
203	0.0	0.0	0.7	0.0	0.3	0.07106728496287842
204	0.0	0.0	0.7	0.05	0.25	0.07539205568911439
205	0.0	0.0	0.7	0.1	0.2	0.0795453448985595
206	0.0	0.0	0.7	0.15	0.15	0.08317910181985158
207	0.0	0.0	0.7	0.2	0.1	0.0860357695047696
208	0.0	0.0	0.7	0.25	0.05	0.08797677786027942
209	0.0	0.0	0.7	0.3	0.0	0.0889945044434077
210	0.0	0.0	0.75	0.0	0.25	0.07447341746376027
211	0.0	0.0	0.75	0.05	0.2	0.07824993073995923
212	0.0	0.0	0.75	0.1	0.15	0.08185246309438327
213	0.0	0.0	0.75	0.15	0.1	0.08500275643557778
214	0.0	0.0	0.75	0.2	0.05	0.08750834084592188
215	0.0	0.0	0.75	0.25	0.0	0.08928216894554791
216	0.0	0.0	0.8	0.0	0.2	0.0765497602160392
217	0.0	0.0	0.8	0.05	0.15	0.07979635460189104
218	0.0	0.0	0.8	0.1	0.1	0.08291861543527122
219	0.0	0.0	0.8	0.15	0.05	0.08569985904248772
220	0.0	0.0	0.8	0.2	0.0	0.08799944798346906
221	0.0	0.0	0.85	0.0	0.15	0.0775203628392574
222	0.0	0.0	0.85	0.05	0.1	0.08030972676152659
223	0.0	0.0	0.85	0.1	0.05	0.0830637737359744
224	0.0	0.0	0.85	0.15	0.0	0.08561561730821313
225	0.0	0.0	0.9	0.0	0.1	0.07770190615449532
226	0.0	0.0	0.9	0.05	0.05	0.08014533675733897
227	0.0	0.0	0.9	0.1	0.0	0.08266626561945464
228	0.0	0.0	0.95	0.0	0.05	0.07746305027974312
229	0.0	0.0	0.95	0.05	0.0	0.07969164628797032
230	0.0	0.0	1.0	0.0	0.0	0.07718039165006463
231	0.0	0.05	0.0	0.0	0.95	0.01135134439853508
232	0.0	0.05	0.0	0.05	0.9	0.007891013656598972
233	0.0	0.05	0.0	0.1	0.85	0.0063501953647531195
234	0.0	0.05	0.0	0.15	0.8	0.006549713227679083
235	0.0	0.05	0.0	0.2	0.75	0.00814513552928979
236	0.0	0.05	0.0	0.25	0.7	0.010660493041804012
237	0.0	0.05	0.0	0.3	0.65	0.01354229850948016
238	0.0	0.05	0.0	0.35	0.6	0.016227630377466287
239	0.0	0.05	0.0	0.4	0.55	0.018217199432835993
240	0.0	0.05	0.0	0.45	0.5	0.019142821678072894
241	0.0	0.05	0.0	0.5	0.45	0.01881897643904576
242	0.0	0.05	0.0	0.55	0.4	0.01727021110043636
243	0.0	0.05	0.0	0.6	0.35	0.014729769223438952
244	0.0	0.05	0.0	0.65	0.3	0.011609345211458538
245	0.0	0.05	0.0	0.7	0.25	0.008444476894385378
246	0.0	0.05	0.0	0.75	0.2	0.005823915349711328
247	0.0	0.05	0.0	0.8	0.15	0.004313650809160158
248	0.0	0.05	0.0	0.85	0.1	0.004386723062560605
249	0.0	0.05	0.0	0.9	0.05	0.006368490296436685
250	0.0	0.05	0.0	0.95	0.0	0.010404035261824138
251	0.0	0.05	0.05	0.0	0.9	0.007542731224963337
252	0.0	0.05	0.05	0.05	0.85	0.005358018981303669
253	0.0	0.05	0.05	0.1	0.8	0.00512743838687113
254	0.0	0.05	0.05	0.15	0.75	0.006568233229178211
255	0.0	0.05	0.05	0.2	0.7	0.009236143126834101
256	0.0	0.05	0.05	0.25	0.65	0.012571665573085186
257	0.0	0.05	0.05	0.3	0.6	0.015965251481029077
258	0.0	0.05	0.05	0.35	0.55	0.01883333750885051
259	0.0	0.05	0.05	0.4	0.5	0.0206946771397485
260	0.0	0.05	0.05	0.45	0.45	0.021235647163336036
261	0.0	0.05	0.05	0.5	0.4	0.02035435977120935
262	0.0	0.05	0.05	0.55	0.35	0.018176408261975793
263	0.0	0.05	0.05	0.6	0.3	0.01503943755331405
264	0.0	0.05	0.05	0.65	0.25	0.01144868029060482
265	0.0	0.05	0.05	0.7	0.2	0.008010215005476606
266	0.0	0.05	0.05	0.75	0.15	0.0053521205170290465
267	0.0	0.05	0.05	0.8	0.1	0.004045300942418895
268	0.0	0.05	0.05	0.85	0.05	0.004535294582057425
269	0.0	0.05	0.05	0.9	0.0	0.007094032604288564
270	0.0	0.05	0.1	0.0	0.85	0.005930314248307783
271	0.0	0.05	0.1	0.05	0.8	0.005125105823111709
272	0.0	0.05	0.1	0.1	0.75	0.006236186121196946
273	0.0	0.05	0.1	0.15	0.7	0.008877352421910192
274	0.0	0.05	0.1	0.2	0.65	0.012512642620486986
275	0.0	0.05	0.1	0.25	0.6	0.016514618355088675
276	0.0	0.05	0.1	0.3	0.55	0.020239045932738856
277	0.0	0.05	0.1	0.35	0.5	0.02310619081151452
278	0.0	0.05	0.1	0.4	0.45	0.024677101207144433
279	0.0	0.05	0.1	0.45	0.4	0.02471332507063491
280	0.0	0.05	0.1	0.5	0.35	0.023210609482170713
281	0.0	0.05	0.1	0.55	0.3	0.020400988820902494
282	0.0	0.05	0.1	0.6	0.25	0.016722619360030236
283	0.0	0.05	0.1	0.65	0.2	0.01276185668199288
284	0.0	0.05	0.1	0.7	0.15	0.009176435030776198
285	0.0	0.05	0.1	0.75	0.1	0.006611383503237728
286	0.0	0.05	0.1	0.8	0.05	0.005620020472602905
287	0.0	0.05	0.1	0.85	0.0	0.006600949559935426
288	0.0	0.05	0.15	0.0	0.8	0.006562408834013073
289	0.0	0.05	0.15	0.05	0.75	0.0071647214856379315
290	0.0	0.05	0.15	0.1	0.7	0.00957235284130821
291	0.0	0.05	0.15	0.15	0.65	0.013302333059572069
292	0.0	0.05	0.15	0.2	0.6	0.0177414253656116
293	0.0	0.05	0.15	0.25	0.55	0.022215042004158178
294	0.0	0.05	0.15	0.3	0.5	0.026068943486692267
295	0.0	0.05	0.15	0.35	0.45	0.028752562798797385
296	0.0	0.05	0.15	0.4	0.4	0.029891726747662745
297	0.0	0.05	0.15	0.45	0.35	0.02933955821710163
298	0.0	0.05	0.15	0.5	0.3	0.027197380736908333
299	0.0	0.05	0.15	0.55	0.25	0.023802034003290312
300	0.0	0.05	0.15	0.6	0.2	0.01968132919809172
301	0.0	0.05	0.15	0.65	0.15	0.015484435708572442
302	0.0	0.05	0.15	0.7	0.1	0.011897845190385128
303	0.0	0.05	0.15	0.75	0.05	0.009559501380854346
304	0.0	0.05	0.15	0.8	0.0	0.008983409242041884
305	0.0	0.05	0.2	0.0	0.75	0.00934716505117135
306	0.0	0.05	0.2	0.05	0.7	0.011305485034775561
307	0.0	0.05	0.2	0.1	0.65	0.014890319310655709
308	0.0	0.05	0.2	0.15	0.6	0.01953498925406956
309	0.0	0.05	0.2	0.2	0.55	0.02456885336271132
310	0.0	0.05	0.2	0.25	0.5	0.029294663747075456
311	0.0	0.05	0.2	0.3	0.45	0.03307420803144574
312	0.0	0.05	0.2	0.35	0.4	0.03541014102628086
313	0.0	0.05	0.2	0.4	0.35	0.03601173305527379
314	0.0	0.05	0.2	0.45	0.3	0.03483423651541208
315	0.0	0.05	0.2	0.5	0.25	0.032085448702579344
316	0.0	0.05	0.2	0.55	0.2	0.028198170399320058
317	0.0	0.05	0.2	0.6	0.15	0.02377268864264169
318	0.0	0.05	0.2	0.65	0.1	0.019498127959163752
319	0.0	0.05	0.2	0.7	0.05	0.016064636563381612
320	0.0	0.05	0.2	0.75	0.0	0.014079354094156296
321	0.0	0.05	0.25	0.0	0.7	0.014055460111918439
322	0.0	0.05	0.25	0.05	0.65	0.01724202511933301
323	0.0	0.05	0.25	0.1	0.6	0.021819494353578536
324	0.0	0.05	0.25	0.15	0.55	0.027156127079013243
325	0.0	0.05	0.25	0.2	0.5	0.0325477647581824
326	0.0	0.05	0.25	0.25	0.45	0.03730077971994951
327	0.0	0.05	0.25	0.3	0.4	0.04081821621067379
328	0.0	0.05	0.25	0.35	0.35	0.04267661772319842
329	0.0	0.05	0.25	0.4	0.3	0.04268180657876
330	0.0	0.05	0.25	0.45	0.25	0.04089476442605271
331	0.0	0.05	0.25	0.5	0.2	0.037623312739971077
332	0.0	0.05	0.25	0.55	0.15	0.03338070248451834
333	0.0	0.05	0.25	0.6	0.1	0.028817482928285204
334	0.0	0.05	0.25	0.65	0.05	0.02463713939054267
335	0.0	0.05	0.25	0.7	0.0	0.021508211831901408
336	0.0	0.05	0.3	0.0	0.65	0.02033630292779494
337	0.0	0.05	0.3	0.05	0.6	0.024557179857547476
338	0.0	0.05	0.3	0.1	0.55	0.029892478492707514
339	0.0	0.05	0.3	0.15	0.5	0.03566827686858273
340	0.0	0.05	0.3	0.2	0.45	0.0411729456607762
341	0.0	0.05	0.3	0.25	0.4	0.04574240694502628
342	0.0	0.05	0.3	0.3	0.35	0.04884325238010545
343	0.0	0.05	0.3	0.35	0.3	0.050141375791845424
344	0.0	0.05	0.3	0.4	0.25	0.049545481458243404
345	0.0	0.05	0.3	0.45	0.2	0.047218491490329625
346	0.0	0.05	0.3	0.5	0.15	0.04355487790433593
347	0.0	0.05	0.3	0.55	0.1	0.03912737104864397
348	0.0	0.05	0.3	0.6	0.05	0.03461132288542863
349	0.0	0.05	0.3	0.65	0.0	0.03069832566007802
350	0.0	0.05	0.35	0.0	0.6	0.027743690161505227
351	0.0	0.05	0.35	0.05	0.55	0.03275478351078889
352	0.0	0.05	0.35	0.1	0.5	0.03858241544905612
353	0.0	0.05	0.35	0.15	0.45	0.04453580636081901
354	0.0	0.05	0.35	0.2	0.4	0.04992195489520378
355	0.0	0.05	0.35	0.25	0.35	0.054129765531404445
356	0.0	0.05	0.35	0.3	0.3	0.05670684959464546
357	0.0	0.05	0.35	0.35	0.25	0.05741737960438742
358	0.0	0.05	0.35	0.4	0.2	0.056271928134540045
359	0.0	0.05	0.35	0.45	0.15	0.05352447239279351
360	0.0	0.05	0.35	0.5	0.1	0.04963694105449401
361	0.0	0.05	0.35	0.55	0.05	0.04521684921614927
362	0.0	0.05	0.35	0.6	0.0	0.040937732136777566
363	0.0	0.05	0.4	0.0	0.55	0.035772670167833046
364	0.0	0.05	0.4	0.05	0.5	0.041300168308453344
365	0.0	0.05	0.4	0.1	0.45	0.04734616734566929
366	0.0	0.05	0.4	0.15	0.4	0.0532287457115814
367	0.0	0.05	0.4	0.2	0.35	0.05829754735069141
368	0.0	0.05	0.4	0.25	0.3	0.06201347472811372
369	0.0	0.05	0.4	0.3	0.25	0.06401639430216151
370	0.0	0.05	0.4	0.35	0.2	0.06417046205369345
371	0.0	0.05	0.4	0.4	0.15	0.06257991729034003
372	0.0	0.05	0.4	0.45	0.1	0.05957279491554425
373	0.0	0.05	0.4	0.5	0.05	0.055655125389821786
374	0.0	0.05	0.4	0.55	0.0	0.05144285877587751
375	0.0	0.05	0.45	0.0	0.5	0.04390138926484427
376	0.0	0.05	0.45	0.05	0.45	0.04966467438327031
377	0.0	0.05	0.45	0.1	0.4	0.05566930519080568
378	0.0	0.05	0.45	0.15	0.35	0.06126622745556212
379	0.0	0.05	0.45	0.2	0.3	0.06586773023683797
380	0.0	0.05	0.45	0.25	0.25	0.0690198251085979
381	0.0	0.05	0.45	0.3	0.2	0.07045882999489858
382	0.0	0.05	0.45	0.35	0.15	0.07014338732655997
383	0.0	0.05	0.45	0.4	0.1	0.06825686974118332
384	0.0	0.05	0.45	0.45	0.05	0.0651798239120854
385	0.0	0.05	0.45	0.5	0.0	0.06143689285532708
386	0.0	0.05	0.5	0.0	0.45	0.051635193309348
387	0.0	0.05	0.5	0.05	0.4	0.057369951885803946
388	0.0	0.05	0.5	0.1	0.35	0.06310861674610783
389	0.0	0.05	0.5	0.15	0.3	0.06825537826789822
390	0.0	0.05	0.5	0.2	0.25	0.07229962176548749
391	0.0	0.05	0.5	0.25	0.2	0.07487877984852404
392	0.0	0.05	0.5	0.3	0.15	0.07582267715304009
393	0.0	0.05	0.5	0.35	0.1	0.07517247002896635
394	0.0	0.05	0.5	0.4	0.05	0.07317125468603168
395	0.0	0.05	0.5	0.45	0.0	0.0702279593246962
396	0.0	0.05	0.55	0.0	0.4	0.058548501547113316
397	0.0	0.05	0.55	0.05	0.35	0.06402770918098648
398	0.0	0.05	0.55	0.1	0.3	0.06932793702375835
399	0.0	0.05	0.55	0.15	0.25	0.07392181857587417
400	0.0	0.05	0.55	0.2	0.2	0.07738377566234478
401	0.0	0.05	0.55	0.25	0.15	0.0794419661298429
402	0.0	0.05	0.55	0.3	0.1	0.08001023839813222
403	0.0	0.05	0.55	0.35	0.05	0.07919515707242256
404	0.0	0.05	0.55	0.4	0.0	0.07727714264847
405	0.0	0.05	0.6	0.0	0.35	0.06432021486341336
406	0.0	0.05	0.6	0.05	0.3	0.06937085153232755
407	0.0	0.05	0.6	0.1	0.25	0.0741236290037714
408	0.0	0.05	0.6	0.15	0.2	0.07812864237701467
409	0.0	0.05	0.6	0.2	0.15	0.08104648695470952
410	0.0	0.05	0.6	0.25	0.1	0.08268883505458866
411	0.0	0.05	0.6	0.3	0.05	0.08303876881087056
412	0.0	0.05	0.6	0.35	0.0	0.0822478224720681
413	0.0	0.05	0.65	0.0	0.3	0.0687589083269046
414	0.0	0.05	0.65	0.05	0.25	0.07327268869152023
415	0.0	0.05	0.65	0.1	0.2	0.0774369864819561
416	0.0	0.05	0.65	0.15	0.15	0.08088184671892237
417	0.0	0.05	0.65	0.2	0.1	0.08334877267844798
418	0.0	0.05	0.65	0.25	0.05	0.08472035250752016
419	0.0	0.05	0.65	0.3	0.0	0.08503051432783312
420	0.0	0.05	0.7	0.0	0.25	0.07181499871433877
421	0.0	0.05	0.7	0.05	0.2	0.0757520513799187
422	0.0	0.05	0.7	0.1	0.15	0.079352154820617
423	0.0	0.05	0.7	0.15	0.1	0.08232159214334131
424	0.0	0.05	0.7	0.2	0.05	0.08447214115058432
425	0.0	0.05	0.7	0.25	0.0	0.08574093812879169
426	0.0	0.05	0.75	0.0	0.2	0.07357842749902546
427	0.0	0.05	0.75	0.05	0.15	0.07696366837187661
428	0.0	0.05	0.75	0.1	0.1	0.08007976107917852
429	0.0	0.05	0.75	0.15	0.05	0.08270027021970933
430	0.0	0.05	0.75	0.2	0.0	0.08469277764165463
431	0.0	0.05	0.8	0.0	0.15	0.07426204075641801
432	0.0	0.05	0.8	0.05	0.1	0.07717486516912814
433	0.0	0.05	0.8	0.1	0.05	0.07992813291580252
434	0.0	0.05	0.8	0.15	0.0	0.08234993569299115
435	0.0	0.05	0.85	0.0	0.1	0.07417258451605913
436	0.0	0.05	0.85	0.05	0.05	0.0767313303425661
437	0.0	0.05	0.85	0.1	0.0	0.07926552985882235
438	0.0	0.05	0.9	0.0	0.05	0.0736728153134761
439	0.0	0.05	0.9	0.05	0.0	0.07601609631626688
440	0.0	0.05	0.95	0.0	0.0	0.07313938618762278
441	0.0	0.1	0.0	0.0	0.9	0.014421997068693529
442	0.0	0.1	0.0	0.05	0.85	0.013037853362303495
443	0.0	0.1	0.0	0.1	0.8	0.013492106379296043
444	0.0	0.1	0.0	0.15	0.75	0.015452400773304023
445	0.0	0.1	0.0	0.2	0.7	0.01843082631277823
446	0.0	0.1	0.0	0.25	0.65	0.02183482645777135
447	0.0	0.1	0.0	0.3	0.6	0.025036379743911083
