     Ir,     Pd,     Pt,     Rh,     Ru, activity
0.18038,0.22307,0.12732,0.23697,0.23226,0.0698828
0.23648,0.18229,0.08852,0.22916,0.26354,0.0530193
0.00377,0.36262,0.26232,0.25461,0.11668,0.1084971
0.00086,0.29145,0.70394,0.00236,0.00138,0.0562526
0.00046,0.69608,0.11409,0.18779,0.00159,0.0953229
0.00040,0.36295,0.12289,0.51160,0.00216,0.0453670
0.00422,0.50483,0.26893,0.02619,0.19583,0.1473624
0.00211,0.51509,0.08379,0.00423,0.39478,0.1502387
0.00341,0.30889,0.24810,0.00282,0.43678,0.1048421
0.00215,0.63755,0.07382,0.00446,0.28202,0.1478633
0.14732,0.53314,0.08579,0.00102,0.23273,0.1487033
0.00047,0.53118,0.04326,0.11817,0.30692,0.1512812
0.26063,0.47053,0.26429,0.00001,0.00454,0.0765719
0.10447,0.54042,0.00133,0.00295,0.35082,0.1645894
0.15104,0.42657,0.00166,0.00103,0.41970,0.1349973
0.99443,0.00022,0.00000,0.00203,0.00332,0.0000001
0.00233,0.00421,0.56087,0.43093,0.00166,0.0567171
0.11091,0.60146,0.00450,0.00483,0.27830,0.1593673
0.00381,0.00109,0.00094,0.56888,0.42528,0.0002414
0.00159,0.00020,0.68093,0.00397,0.31331,0.0726310
0.40460,0.00022,0.58892,0.00391,0.00235,0.1644798
0.36053,0.00174,0.50021,0.00439,0.13313,0.1091835
0.29257,0.00462,0.70070,0.00139,0.00073,0.1507770
0.32680,0.00372,0.54099,0.12791,0.00058,0.1134917
0.58484,0.40509,0.00439,0.00118,0.00451,0.0591800
0.15403,0.52232,0.00392,0.13679,0.18294,0.1593726
0.29252,0.42713,0.00290,0.27295,0.00451,0.0946853
0.56897,0.00255,0.42053,0.00315,0.00480,0.1478268
0.00140,0.00424,0.00323,0.98924,0.00189,0.0000001
0.57880,0.00228,0.00344,0.41401,0.00146,0.0011853
0.00053,0.00238,0.00185,0.00448,0.99076,0.0000000
0.65027,0.00140,0.00158,0.00277,0.34398,0.0000029
0.00225,0.38356,0.00450,0.17244,0.43725,0.1189524
0.26653,0.72720,0.00312,0.00123,0.00192,0.1081584
0.10455,0.55307,0.00097,0.08077,0.26063,0.1661860
0.00017,0.00123,0.38633,0.26005,0.35221,0.0225272
0.00189,0.52583,0.00240,0.26683,0.20304,0.1301928
0.38685,0.07827,0.52885,0.00342,0.00260,0.1114126
0.00293,0.00388,0.29332,0.69890,0.00097,0.0131400
0.23655,0.53479,0.00009,0.00086,0.22771,0.1485566
0.28809,0.00406,0.00386,0.00391,0.70009,0.0000002
0.06143,0.51901,0.09098,0.08250,0.24608,0.1604652
0.09717,0.58882,0.00315,0.08143,0.22943,0.1609004
0.00254,0.56093,0.00439,0.00026,0.43188,0.1472060
0.00082,0.65437,0.34031,0.00006,0.00444,0.0624324
0.00470,0.33765,0.42658,0.00381,0.22726,0.1055039
0.28009,0.00455,0.00010,0.71450,0.00076,0.0000721
0.00236,0.50326,0.13535,0.09219,0.26685,0.1568143
0.15816,0.62468,0.00456,0.21167,0.00092,0.1242433
0.10908,0.52462,0.00184,0.09133,0.27313,0.1589458
0.09507,0.55299,0.07796,0.08749,0.18650,0.1560255
0.00306,0.00297,0.00040,0.26720,0.72637,0.0001242
0.00334,0.00472,0.98450,0.00317,0.00427,0.0660858
0.00335,0.98951,0.00191,0.00048,0.00475,0.0364869
0.08266,0.61549,0.00041,0.06781,0.23363,0.1587292
0.00472,0.33107,0.00187,0.00157,0.66078,0.0947162
0.07161,0.53558,0.10655,0.00149,0.28477,0.1559617
0.31551,0.00130,0.29149,0.39004,0.00167,0.0402155
0.00373,0.53373,0.15748,0.00230,0.30276,0.1564791
0.00035,0.00001,0.32124,0.00253,0.67588,0.0121394
0.69508,0.00073,0.30080,0.00057,0.00283,0.1052973
0.11451,0.61625,0.00384,0.00402,0.26138,0.1635493
0.00082,0.41361,0.39669,0.18757,0.00131,0.0882976
0.00039,0.63471,0.00018,0.08950,0.27523,0.1421691
0.31325,0.00068,0.00342,0.38013,0.30252,0.0002602
0.14849,0.52731,0.00454,0.09956,0.22010,0.1580380
0.12689,0.60146,0.00029,0.00361,0.26774,0.1559884
0.00177,0.00381,0.80436,0.18635,0.00370,0.0608905
0.09206,0.52611,0.09793,0.00024,0.28366,0.1566640
0.08571,0.52983,0.09202,0.10655,0.18589,0.1489867
0.11036,0.52135,0.00032,0.08474,0.28322,0.1651067
0.10702,0.52245,0.00067,0.08102,0.28884,0.1617911
0.44289,0.00413,0.55112,0.00182,0.00004,0.1664278
0.12791,0.62655,0.00181,0.00233,0.24141,0.1601325
0.25368,0.53897,0.00423,0.00133,0.20180,0.1422970
0.00266,0.21140,0.00034,0.63131,0.15429,0.0223873
0.00260,0.48673,0.14402,0.10166,0.26498,0.1595504
0.08726,0.50204,0.10669,0.00049,0.30352,0.1546867
0.12792,0.49305,0.00444,0.15042,0.22417,0.1572587
0.54368,0.00384,0.29885,0.00062,0.15300,0.0599797
0.11040,0.45085,0.00172,0.23867,0.19836,0.1409172
0.00255,0.47828,0.15079,0.10637,0.26202,0.1493506
0.38498,0.31899,0.00158,0.00270,0.29174,0.0693202
0.20140,0.00374,0.38092,0.00264,0.41129,0.0411007
0.53512,0.00090,0.35315,0.11002,0.00080,0.1084834
0.44392,0.00396,0.55163,0.00047,0.00003,0.1571067
0.00202,0.55974,0.15994,0.00007,0.27824,0.1554260
0.00162,0.55002,0.14010,0.10313,0.20513,0.1583704
0.13271,0.59404,0.00445,0.09169,0.17712,0.1587639
0.18245,0.00453,0.72872,0.00445,0.07986,0.1227341
0.00273,0.52056,0.13744,0.00470,0.33457,0.1544383
0.09002,0.62345,0.08580,0.00314,0.19759,0.1523300
0.09347,0.53248,0.00290,0.06296,0.30818,0.1594435
0.10423,0.52650,0.10229,0.12692,0.14005,0.1510654
0.33374,0.56168,0.00092,0.09959,0.00407,0.1071659
0.09186,0.53467,0.00276,0.06070,0.31002,0.1622640
0.13341,0.48938,0.16197,0.21242,0.00282,0.1065350
0.09219,0.48720,0.15908,0.00033,0.26120,0.1413701
0.58122,0.18273,0.23184,0.00099,0.00323,0.0580399
0.00278,0.58651,0.00263,0.00114,0.40694,0.1478204
0.00373,0.59771,0.00075,0.39752,0.00029,0.0723243
0.00215,0.15252,0.55645,0.16415,0.12472,0.0566380
0.00308,0.48867,0.12650,0.10957,0.27218,0.1543736
0.80823,0.00234,0.00444,0.18082,0.00416,0.0012571
0.09361,0.53474,0.00298,0.07054,0.29813,0.1625452
0.09792,0.53162,0.00220,0.07354,0.29471,0.1585927
0.10631,0.61993,0.00491,0.00166,0.26718,0.1617175
0.11522,0.61456,0.00209,0.08958,0.17856,0.1578274
0.10818,0.56637,0.00357,0.00229,0.31960,0.1630997
0.00101,0.60744,0.14182,0.00101,0.24871,0.1555384
0.00189,0.54203,0.15114,0.10901,0.19593,0.1556066
0.11281,0.61348,0.00151,0.09115,0.18104,0.1570960
0.00201,0.71751,0.00240,0.00364,0.27445,0.1184271
0.00331,0.29311,0.00463,0.35379,0.34515,0.0850574
0.00469,0.51753,0.12286,0.00051,0.35441,0.1596850
0.00024,0.52075,0.22068,0.00262,0.25572,0.1478167
0.10569,0.52238,0.00142,0.07489,0.29562,0.1613611
0.00278,0.52286,0.11102,0.17192,0.19142,0.1550006
0.21283,0.27003,0.00420,0.50927,0.00367,0.0456664
0.06851,0.52909,0.05506,0.06529,0.28204,0.1629560
0.00446,0.50290,0.09445,0.08364,0.31454,0.1599260
0.11288,0.55250,0.00234,0.00248,0.32980,0.1636572
0.55560,0.23335,0.00403,0.20452,0.00250,0.0316670
0.00095,0.00291,0.24491,0.54126,0.20996,0.0071091
0.11815,0.55504,0.00068,0.00285,0.32329,0.1598290
0.14002,0.58289,0.00458,0.09077,0.18173,0.1569109
0.08894,0.52205,0.00404,0.08664,0.29832,0.1616837
0.15998,0.53785,0.00195,0.09292,0.20731,0.1611177
0.00419,0.55388,0.00416,0.12272,0.31505,0.1444865
0.11641,0.55441,0.00287,0.00432,0.32199,0.1616802
0.07811,0.52733,0.06607,0.06200,0.26650,0.1605361
0.11794,0.62358,0.08020,0.00452,0.17375,0.1495455
0.00026,0.45312,0.15568,0.11003,0.28091,0.1524266
0.14448,0.50987,0.00274,0.10524,0.23767,0.1609688
0.00116,0.53203,0.19723,0.00473,0.26485,0.1484801
0.11614,0.50048,0.00006,0.08725,0.29607,0.1559859
0.15370,0.59198,0.00041,0.00280,0.25112,0.1634527
0.10844,0.54984,0.00364,0.00422,0.33386,0.1615004
