     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.11267,0.39693,0.06722,0.07819,0.34499,0.0135994
0.48268,0.00476,0.27381,0.06127,0.17748,0.0755817
0.77797,0.00073,0.17529,0.00513,0.04089,0.0369006
0.37125,0.00377,0.50358,0.06848,0.05292,0.1080627
0.06336,0.00045,0.69508,0.24016,0.00095,0.1118923
0.14522,0.00467,0.84590,0.00104,0.00316,0.1976120
0.00400,0.00070,0.99027,0.00363,0.00141,0.0686558
0.23072,0.00114,0.76471,0.00218,0.00125,0.1988064
0.13753,0.02951,0.73725,0.00042,0.09530,0.1406123
0.32212,0.00260,0.32170,0.35255,0.00102,0.1026409
0.29554,0.24937,0.30377,0.15132,0.00000,0.0958094
0.47889,0.16915,0.03118,0.31656,0.00421,0.0337974
0.13860,0.04408,0.28447,0.28873,0.24412,0.1021976
0.03720,0.21872,0.30239,0.43536,0.00633,0.0986295
0.08203,0.00037,0.13677,0.61411,0.16672,0.0747521
0.00159,0.32699,0.00064,0.49498,0.17579,0.0696910
0.00066,0.03229,0.00801,0.43077,0.52827,0.0195642
0.15933,0.07807,0.75899,0.00339,0.00022,0.1613478
0.00004,0.56233,0.18650,0.24668,0.00446,0.0685831
0.00097,0.00368,0.32604,0.00328,0.66603,0.0356234
0.34042,0.64691,0.00304,0.00497,0.00466,0.0029685
0.00073,0.00369,0.43796,0.55489,0.00273,0.0908649
0.37531,0.00327,0.00440,0.00411,0.61291,0.0113799
0.00342,0.54054,0.45191,0.00386,0.00027,0.0763604
0.00383,0.28849,0.37415,0.15706,0.17647,0.1060422
0.19998,0.13915,0.35061,0.00099,0.30928,0.1016378
0.31223,0.00286,0.00438,0.67986,0.00066,0.0363647
0.55549,0.24820,0.00039,0.00329,0.19264,0.0187914
0.33438,0.00486,0.00028,0.36927,0.29121,0.0254230
0.00175,0.00171,0.00059,0.00483,0.99113,0.0000021
0.19981,0.39635,0.00178,0.39884,0.00321,0.0663762
0.00125,0.00087,0.00098,0.99284,0.00407,0.0399012
0.00288,0.00041,0.49108,0.14621,0.35942,0.1307572
0.21679,0.00446,0.56289,0.21159,0.00427,0.1341181
0.00462,0.19534,0.39890,0.00478,0.39635,0.0898656
0.00036,0.99142,0.00378,0.00152,0.00292,0.0001219
0.00342,0.00225,0.46311,0.33996,0.19126,0.1333775
0.17820,0.44294,0.28248,0.00158,0.09480,0.0732911
0.00029,0.00362,0.30811,0.26284,0.42514,0.0836075
0.68490,0.00027,0.00337,0.00235,0.30911,0.0502001
0.00408,0.71837,0.00153,0.00202,0.27400,0.0000012
0.16713,0.00231,0.46210,0.00070,0.36776,0.1248244
0.00251,0.26861,0.00137,0.72620,0.00131,0.1208613
0.00388,0.47943,0.00123,0.51510,0.00037,0.1466751
0.00490,0.30028,0.00186,0.00033,0.69262,0.0000001
0.75997,0.00296,0.00125,0.23177,0.00406,0.0177194
0.00420,0.25127,0.52815,0.21406,0.00233,0.1077849
0.20218,0.29019,0.50236,0.00430,0.00097,0.1287130
0.00020,0.00446,0.21952,0.77255,0.00327,0.0726810
0.16898,0.00381,0.47810,0.15407,0.19504,0.1302657
0.48872,0.21143,0.29532,0.00202,0.00251,0.0890839
0.27555,0.00461,0.25291,0.00265,0.46427,0.0679309
0.00076,0.00394,0.00361,0.22402,0.76767,0.0036555
0.55031,0.00090,0.26192,0.18552,0.00135,0.0698767
0.57555,0.00212,0.41660,0.00488,0.00085,0.0536590
0.52904,0.00053,0.00124,0.46567,0.00353,0.0174283
