     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.17606,0.22887,0.08373,0.27012,0.24123,0.0475710
0.09145,0.34627,0.21846,0.25107,0.09276,0.0835095
0.00386,0.49369,0.41649,0.08296,0.00300,0.0801496
0.00192,0.26551,0.39695,0.33069,0.00492,0.0988630
0.19530,0.08669,0.54546,0.17198,0.00058,0.1322252
0.41170,0.00204,0.57911,0.00418,0.00298,0.1042858
0.10000,0.00076,0.75495,0.14413,0.00016,0.1349703
0.05700,0.00319,0.66484,0.09546,0.17952,0.1458093
0.05568,0.08130,0.69606,0.00433,0.16263,0.1520260
0.08183,0.09550,0.66581,0.00366,0.15320,0.1520651
0.00372,0.08208,0.74050,0.00349,0.17020,0.1492437
0.01335,0.11815,0.62722,0.00269,0.23859,0.1563524
0.00433,0.10315,0.60661,0.00364,0.28227,0.1554255
0.00120,0.14156,0.60838,0.00244,0.24642,0.1542161
0.00154,0.05074,0.63660,0.00192,0.30919,0.1592754
0.00376,0.00758,0.63635,0.00100,0.35130,0.1509660
0.00392,0.08846,0.62692,0.00452,0.27617,0.1545085
0.00381,0.08713,0.63319,0.00064,0.27523,0.1598655
0.04504,0.08452,0.59687,0.00156,0.27201,0.1580562
0.00185,0.10011,0.60322,0.00114,0.29368,0.1549832
0.05474,0.07415,0.60719,0.00245,0.26147,0.1536639
0.00425,0.08550,0.63327,0.00037,0.27660,0.1580494
0.00352,0.08116,0.64118,0.00288,0.27126,0.1590949
0.99103,0.00044,0.00101,0.00352,0.00399,0.0146620
0.00150,0.08060,0.64552,0.00273,0.26965,0.1611261
0.00498,0.07370,0.65205,0.00035,0.26891,0.1612475
0.00465,0.06365,0.65990,0.00251,0.26930,0.1623653
0.00188,0.05003,0.67715,0.00428,0.26666,0.1584219
0.48489,0.50543,0.00123,0.00450,0.00396,0.0096998
0.00438,0.05026,0.67191,0.00351,0.26993,0.1585040
0.00195,0.05479,0.67225,0.00387,0.26715,0.1643458
0.00081,0.00394,0.00174,0.99306,0.00046,0.0408453
0.00326,0.04024,0.68677,0.00081,0.26892,0.1517748
0.00234,0.07055,0.65609,0.00114,0.26989,0.1561336
0.00074,0.07201,0.65561,0.00329,0.26835,0.1566885
0.00440,0.07259,0.65574,0.00157,0.26571,0.1552543
0.00291,0.07777,0.65065,0.00443,0.26423,0.1592080
0.00361,0.07434,0.65388,0.00051,0.26766,0.1594745
0.00019,0.07707,0.65131,0.00310,0.26833,0.1636606
0.00059,0.07692,0.65374,0.00224,0.26651,0.1560636
0.00317,0.07782,0.65198,0.00173,0.26530,0.1590984
0.00335,0.07636,0.65212,0.00117,0.26700,0.1528145
0.00105,0.08070,0.64770,0.00259,0.26797,0.1554501
0.00070,0.07652,0.65069,0.00474,0.26735,0.1575483
0.00247,0.07783,0.64921,0.00250,0.26799,0.1594276
0.00016,0.07475,0.65109,0.00237,0.27163,0.1576310
0.00404,0.07075,0.65476,0.00094,0.26951,0.1610604
0.00054,0.07137,0.65609,0.00139,0.27061,0.1585028
0.00486,0.06424,0.65928,0.00092,0.27070,0.1552663
