ID	Elements	Generation	Position	Velocity	F_damp	F_b_best	F_h_best	F_g_best	F_b_worst	F_h_worst	F_g_worst	mut_prob	flip_prob	mut_rate	v_max	Activity	Distance	v_min
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	0	[0.8  0.05 0.05 0.05 0.05]	[-0.179  0.045  0.045  0.045  0.045]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2	0.009720244224210991	0.897	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	0	[0.05 0.8  0.05 0.05 0.05]	[ 0.045 -0.179  0.045  0.045  0.045]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2	0.0893487361025907	0.361	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	0	[0.05 0.05 0.8  0.05 0.05]	[ 0.045  0.045 -0.179  0.045  0.045]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2	0.07213216891773018	0.977	0.071
3	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	0	[0.05 0.05 0.05 0.8  0.05]	[ 0.045  0.045  0.045 -0.179  0.045]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2	0.001931275295651623	0.938	0.071
4	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	0	[0.05 0.05 0.05 0.05 0.8 ]	[ 0.045  0.045  0.045  0.045 -0.179]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2	0.0030504979582336787	0.711	0.071
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	1	[0.658 0.059 0.096 0.091 0.096]	[-0.176  0.075  0.036  0.03   0.036]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2	0.01594889139691856	0.778	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	1	[0.083 0.713 0.083 0.038 0.083]	[ 0.033 -0.088  0.033 -0.012  0.033]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2	0.11544669831562032	0.285	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	1	[0.053 0.189 0.656 0.049 0.053]	[ 0.003  0.139 -0.144 -0.001  0.003]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2	0.06072087736658209	0.79	0.071
3	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	1	[0.053 0.187 0.053 0.654 0.053]	[ 0.003  0.137  0.003 -0.145  0.003]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2	0.01927351678573712	0.75	0.071
4	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	1	[0.054 0.187 0.054 0.05  0.655]	[ 0.004  0.137  0.004  0.    -0.146]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2	0.04239244854950311	0.513	0.071
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	2	[0.535 0.068 0.138 0.121 0.138]	[-0.171  0.093  0.031  0.016  0.031]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2	0.023597129434040055	0.687	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	2	[0.091 0.696 0.062 0.029 0.122]	[ 0.008 -0.017 -0.021 -0.009  0.039]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2	0.12777845430856138	0.24	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	2	[0.057 0.326 0.511 0.045 0.061]	[ 0.004  0.137 -0.145 -0.004  0.008]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2	0.0810650656753275	0.609	0.071
3	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	2	[0.057 0.319 0.06  0.504 0.06 ]	[ 0.004  0.132  0.007 -0.15   0.007]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2	0.05953873748037799	0.568	0.071
4	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	2	[0.058 0.325 0.061 0.046 0.51 ]	[ 0.004  0.138  0.007 -0.004 -0.145]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2	0.10476137060148344	0.317	0.071
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	3	[0.426 0.068 0.152 0.185 0.169]	[-0.162  0.103 -0.008  0.055  0.013]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2	0.02564457199114369	0.63	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	3	[0.009 0.524 0.111 0.183 0.173]	[-0.044 -0.59   0.172  0.187  0.274]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2	0.1499261755680507	0.235	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	3	[0.13  0.245 0.377 0.099 0.149]	[ 0.073 -0.081 -0.132  0.054  0.088]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2	0.08132498940283821	0.511	0.071
3	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	3	[0.003 0.36  0.002 0.62  0.015]	[ 0.016  0.009  0.025  0.112 -0.162]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2	0.02818703083425835	0.672	0.071
4	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	3	[0.052 0.467 0.061 0.052 0.368]	[-0.006  0.141  0.     0.006 -0.142]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2	0.15594782833155843	0.132	0.071
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	4	[0.296 0.199 0.124 0.15  0.231]	[-0.13   0.131 -0.028 -0.035  0.062]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2	0.057396157522101164	0.438	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	4	[0.018 0.397 0.115 0.147 0.323]	[ 0.009 -0.128  0.004 -0.036  0.15 ]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2	0.1411201473665775	0.231	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	4	[0.005 0.284 0.468 0.022 0.221]	[ 0.102 -0.016  0.049 -0.161  0.027]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2	0.095396126862096	0.553	0.071
3	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	4	[0.027 0.385 0.032 0.449 0.107]	[ 0.024  0.025  0.03  -0.171  0.092]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2	0.08510641753857943	0.48	0.071
4	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	4	[0.081 0.389 0.122 0.142 0.266]	[ 0.029 -0.079  0.061  0.09  -0.102]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2	0.1359433580692188	0.225	0.071
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	5	[0.14  0.31  0.108 0.159 0.283]	[-0.156  0.112 -0.016  0.009  0.052]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2	0.10813936645043987	0.288	0.071
