ID	Elements	Generation	Position	Velocity	F_damp	F_b_best	F_h_best	F_g_best	F_b_worst	F_h_worst	F_g_worst	mut_prob	flip_prob	mut_rate	v_max	Activity	Distance	v_min
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	0	[0.8  0.05 0.05 0.05 0.05]	[-0.179  0.045  0.045  0.045  0.045]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.009720244224210991	0.897	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	0	[0.05 0.8  0.05 0.05 0.05]	[ 0.045 -0.179  0.045  0.045  0.045]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.0893487361025907	0.361	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	0	[0.05 0.05 0.8  0.05 0.05]	[ 0.045  0.045 -0.179  0.045  0.045]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.07213216891773018	0.977	0.071
3	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	0	[0.05 0.05 0.05 0.8  0.05]	[ 0.045  0.045  0.045 -0.179  0.045]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.001931275295651623	0.938	0.071
4	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	0	[0.05 0.05 0.05 0.05 0.8 ]	[ 0.045  0.045  0.045  0.045 -0.179]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.0030504979582336787	0.711	0.071
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	1	[0.659 0.192 0.052 0.045 0.052]	[-0.141  0.142  0.002 -0.005  0.002]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.022831872205318834	0.711	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	1	[0.085 0.791 0.085 0.011 0.028]	[ 0.021 -0.037  0.021  0.047 -0.054]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.0883102799449836	0.376	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	1	[0.052 0.192 0.659 0.045 0.052]	[ 0.002  0.142 -0.141 -0.005  0.002]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.06008391439013333	0.791	0.071
3	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	1	[0.089 0.068 0.089 0.665 0.089]	[ 0.03   0.083  0.03  -0.174  0.03 ]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.008892794100875845	0.814	0.071
4	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	1	[0.052 0.192 0.052 0.045 0.659]	[ 0.002  0.142  0.002 -0.005 -0.141]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.04295995869640559	0.512	0.071
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	2	[0.522 0.338 0.054 0.036 0.05 ]	[-0.136  0.146  0.002 -0.009 -0.002]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.054954445111919825	0.537	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	2	[0.007 0.897 0.007 0.074 0.015]	[-0.078  0.107 -0.078  0.063 -0.013]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.05378701616960446	0.459	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	2	[0.054 0.338 0.524 0.035 0.049]	[ 0.002  0.146 -0.136 -0.01  -0.003]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.07907170251999565	0.62	0.071
3	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	2	[0.085 0.217 0.085 0.532 0.081]	[-0.004  0.149 -0.004 -0.134 -0.008]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.04252795464737402	0.631	0.071
4	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	2	[0.058 0.33  0.058 0.039 0.515]	[ 0.006  0.138  0.006 -0.006 -0.144]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.10546302697455176	0.316	0.071
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	3	[0.378 0.35  0.055 0.029 0.188]	[-0.144  0.012  0.001 -0.007  0.138]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.08129040742479775	0.365	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	3	[0.008 0.91  0.01  0.026 0.046]	[ 0.022 -0.175  0.023  0.061  0.069]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.0609754148034131	0.451	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	3	[0.059 0.332 0.385 0.032 0.192]	[ 0.005 -0.006 -0.14  -0.003  0.143]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.10448646066528974	0.458	0.071
3	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	3	[0.077 0.26  0.077 0.382 0.204]	[-0.008  0.043 -0.008 -0.151  0.123]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.08136139148603216	0.458	0.071
4	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	3	[0.04  0.441 0.043 0.034 0.442]	[-0.033  0.109 -0.03   0.048 -0.094]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.14305234779741008	0.194	0.071
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	4	[0.225 0.383 0.05  0.03  0.312]	[-0.153  0.034 -0.005  0.001  0.124]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.11984302011916853	0.216	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	4	[0.024 0.751 0.026 0.033 0.166]	[ 0.016 -0.158  0.016  0.007  0.12 ]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.11412716478304905	0.255	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	4	[0.064 0.368 0.229 0.027 0.312]	[ 0.005  0.035 -0.156 -0.005  0.12 ]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.1255804437381911	0.296	0.071
3	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	4	[0.063 0.328 0.064 0.231 0.314]	[-0.014  0.068 -0.013 -0.151  0.11 ]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.1179051137386267	0.296	0.071
4	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	4	[0.022 0.496 0.027 0.049 0.406]	[-0.018  0.056 -0.016  0.015 -0.036]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.15846165533393042	0.145	0.071
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	5	[0.065 0.459 0.035 0.039 0.402]	[-0.16   0.077 -0.015  0.009  0.09 ]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.1550491279647143	0.146	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	5	[0.025 0.605 0.029 0.038 0.303]	[ 0.001 -0.146  0.003  0.005  0.137]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.16045560700682288	0.098	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	5	[0.039 0.451 0.073 0.036 0.401]	[-0.025  0.083 -0.156  0.009  0.089]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.150990196133798	0.171	0.071
3	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	5	[0.037 0.438 0.04  0.089 0.396]	[-0.026  0.109 -0.024 -0.142  0.082]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.1473646184784754	0.17	0.071
4	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	5	[0.008 0.547 0.015 0.045 0.385]	[-0.014  0.052 -0.012 -0.004 -0.021]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.16275680662725794	0.126	0.071
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	6	[0.126 0.513 0.05  0.004 0.307]	[ 0.066  0.054  0.052  0.    -0.173]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.16139455038869036	0.082	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	6	[0.002 0.487 0.011 0.038 0.462]	[-0.023 -0.118 -0.018 -0.     0.159]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.14761365155221812	0.2	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	6	[0.025 0.55  0.043 0.001 0.381]	[-0.042  0.117  0.098 -0.1   -0.072]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.1680582384638215	0.128	0.071
3	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	6	[0.007 0.578 0.001 0.013 0.401]	[-0.028  0.132 -0.122  0.067 -0.049]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.158459891613499	0.145	0.071
4	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	6	[0.086 0.699 0.056 0.1   0.059]	[ 0.225 -0.539  0.211  0.274 -0.171]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.11356703875672366	0.293	0.071
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	7	[0.04  0.571 0.027 0.002 0.36 ]	[ 0.151  0.021 -0.104 -0.078  0.011]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.165662228846214	0.103	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	7	[0.044 0.606 0.012 0.008 0.33 ]	[ 0.029  0.112 -0.003  0.023 -0.161]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.16646258148142531	0.095	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	7	[0.028 0.568 0.016 0.062 0.326]	[-0.028  0.077 -0.072  0.074 -0.051]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.16435761147429276	0.081	0.071
3	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	7	[0.005 0.585 0.    0.06  0.35 ]	[-0.018  0.019 -0.005  0.068 -0.064]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.15450630748193173	0.113	0.071
4	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	7	[0.067 0.583 0.058 0.073 0.219]	[-0.019 -0.115  0.002 -0.027  0.16 ]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.15975024601872878	0.112	0.071
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	8	[0.003 0.582 0.009 0.052 0.354]	[-0.094  0.035  0.008  0.06  -0.009]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.15509793477627948	0.116	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	8	[0.031 0.558 0.057 0.014 0.34 ]	[-0.015 -0.052  0.045  0.014  0.009]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.1645921790606296	0.105	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	8	[0.003 0.546 0.031 0.054 0.366]	[-0.112 -0.016 -0.074  0.125  0.077]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.16140777851381954	0.121	0.071
3	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	8	[0.006 0.535 0.002 0.11  0.347]	[-0.04  -0.094 -0.018  0.17  -0.018]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.155668195320807	0.122	0.071
4	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	8	[0.    0.538 0.073 0.012 0.377]	[-0.103 -0.079 -0.014  0.055  0.141]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.1629820928731893	0.151	0.071
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	9	[0.036 0.494 0.056 0.072 0.342]	[-0.073 -0.118  0.078  0.121 -0.008]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.1614233757719296	0.112	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	9	[0.01  0.5   0.049 0.042 0.399]	[-0.048 -0.062 -0.004  0.042  0.072]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.15912375451986527	0.151	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	9	[0.002 0.529 0.024 0.045 0.4  ]	[-0.09  -0.031 -0.057  0.116  0.062]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.1555736068345447	0.144	0.071
3	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	9	[0.012 0.537 0.018 0.06  0.373]	[-0.09  -0.048 -0.025  0.171 -0.009]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.16327455030988441	0.117	0.071
4	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	9	[0.005 0.573 0.005 0.006 0.411]	[ 0.005  0.035 -0.068 -0.006  0.034]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.15742889310045452	0.154	0.071
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	10	[0.037 0.572 0.005 0.001 0.385]	[ 0.029  0.085 -0.173  0.036  0.024]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.1652442681180212	0.119	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	10	[0.012 0.606 0.052 0.034 0.296]	[-0.012  0.123 -0.012  0.049 -0.149]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.15835458676738648	0.118	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	10	[0.006 0.6   0.011 0.001 0.382]	[-0.034  0.074  0.003  0.025 -0.068]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.1554141437353997	0.143	0.071
3	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	10	[0.018 0.56  0.025 0.004 0.393]	[-0.018  0.001 -0.052  0.081 -0.012]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.1654476494512523	0.135	0.071
4	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	10	[0.042 0.533 0.111 0.031 0.283]	[ 0.037 -0.041  0.106  0.025 -0.128]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.1624846952918287	0.129	0.071
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	11	[0.058 0.568 0.03  0.011 0.333]	[ 0.045  0.002  0.03   0.001 -0.078]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.16496704780734636	0.075	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	11	[0.023 0.517 0.008 0.031 0.421]	[-0.017 -0.149  0.011  0.025  0.13 ]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.15912390213646568	0.149	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	11	[0.016 0.645 0.003 0.046 0.29 ]	[-0.019  0.064  0.006  0.036 -0.087]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.1492751372869861	0.127	0.071
3	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	11	[0.002 0.575 0.008 0.03  0.385]	[-0.019  0.022 -0.021  0.027 -0.009]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.15788542139393136	0.134	0.071
4	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	11	[0.009 0.556 0.005 0.017 0.413]	[ 0.004  0.006 -0.155  0.019  0.126]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.16077823369650837	0.149	0.071
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	12	[0.014 0.546 0.01  0.    0.43 ]	[ 0.054 -0.053 -0.084 -0.023  0.106]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.16011195344622028	0.164	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	12	[0.032 0.447 0.01  0.108 0.403]	[-0.101 -0.055 -0.027  0.16   0.024]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.14836566276067698	0.171	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	12	[0.009 0.482 0.016 0.1   0.393]	[-0.007 -0.162  0.013  0.054  0.103]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.1524647658583448	0.156	0.071
3	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	12	[0.07  0.286 0.04  0.518 0.086]	[ 0.15  -0.345  0.101  0.456 -0.361]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.05916770205933803	0.581	0.071
4	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	12	[0.058 0.563 0.054 0.044 0.281]	[ 0.049  0.008  0.049  0.027 -0.132]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.1618755714008986	0.072	0.071
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	13	[0.046 0.615 0.046 0.04  0.253]	[ 0.037  0.074  0.041  0.024 -0.176]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.1582297629364981	0.108	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	13	[0.016 0.597 0.036 0.005 0.346]	[-0.068  0.124 -0.019  0.079 -0.116]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.15872053819742454	0.121	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	13	[0.013 0.553 0.015 0.064 0.355]	[-0.044  0.055 -0.051  0.145 -0.106]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.163164011436222	0.105	0.071
3	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	13	[0.07  0.365 0.05  0.352 0.163]	[ 0.     0.079  0.01  -0.166  0.077]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.10418999480606746	0.384	0.071
4	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	13	[0.027 0.536 0.02  0.058 0.359]	[-0.013 -0.09  -0.102  0.089  0.116]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.16505881767658517	0.097	0.071
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	14	[0.052 0.509 0.006 0.05  0.383]	[-0.005 -0.129 -0.055  0.059  0.13 ]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.1627538802528995	0.104	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	14	[0.022 0.552 0.006 0.041 0.379]	[-0.009 -0.067  0.029  0.025  0.022]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.16690628310540317	0.112	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	14	[0.002 0.565 0.02  0.055 0.358]	[-0.068  0.023 -0.089  0.125  0.009]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.15981511493436673	0.117	0.071
3	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	14	[0.092 0.499 0.085 0.226 0.098]	[ 0.022  0.135  0.035 -0.126 -0.065]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.1374048735997118	0.286	0.071
