ID	Elements	Generation	Position	Velocity	F_damp	F_b_best	F_h_best	F_g_best	F_b_worst	F_h_worst	F_g_worst	mut_prob	flip_prob	mut_rate	v_max	Activity	Distance	v_min
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	0	[0.8  0.05 0.05 0.05 0.05]	[-0.179  0.045  0.045  0.045  0.045]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.009720244224210991	0.897	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	0	[0.05 0.8  0.05 0.05 0.05]	[ 0.045 -0.179  0.045  0.045  0.045]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.0893487361025907	0.361	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	0	[0.05 0.05 0.8  0.05 0.05]	[ 0.045  0.045 -0.179  0.045  0.045]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.07213216891773018	0.977	0.071
3	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	0	[0.05 0.05 0.05 0.8  0.05]	[ 0.045  0.045  0.045 -0.179  0.045]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.001931275295651623	0.938	0.071
4	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	0	[0.05 0.05 0.05 0.05 0.8 ]	[ 0.045  0.045  0.045  0.045 -0.179]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.0030504979582336787	0.711	0.071
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	1	[0.69  0.097 0.08  0.053 0.08 ]	[-0.158  0.117  0.025 -0.01   0.025]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.015926012458250954	0.78	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	1	[0.016 0.831 0.016 0.121 0.016]	[-0.066  0.036 -0.066  0.16  -0.066]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.06819908903553502	0.415	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	1	[0.047 0.202 0.673 0.022 0.056]	[-0.003  0.152 -0.127 -0.028  0.006]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.061138185295197364	0.798	0.071
3	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	1	[0.057 0.181 0.056 0.649 0.057]	[ 0.007  0.131  0.006 -0.15   0.007]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.02083535819280118	0.748	0.071
4	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	1	[0.054 0.2   0.054 0.02  0.672]	[ 0.004  0.15   0.004 -0.03  -0.128]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.045351792128930306	0.517	0.071
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	2	[0.56  0.248 0.068 0.056 0.068]	[-0.13   0.151 -0.012  0.003 -0.012]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.03718726170465664	0.601	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	2	[0.137 0.676 0.037 0.113 0.037]	[ 0.121 -0.156  0.021 -0.008  0.021]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.11998875693652422	0.303	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	2	[0.    0.352 0.553 0.051 0.044]	[-0.047  0.15  -0.12   0.029 -0.012]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.08231572255033645	0.648	0.071
3	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	2	[0.021 0.343 0.049 0.537 0.05 ]	[-0.036  0.162 -0.007 -0.112 -0.007]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.04989955394746152	0.593	0.071
4	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	2	[0.019 0.353 0.048 0.031 0.549]	[-0.035  0.153 -0.006  0.011 -0.123]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.11175150520847549	0.332	0.071
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	3	[0.423 0.393 0.058 0.067 0.059]	[-0.136  0.145 -0.01   0.011 -0.009]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.0783254943945382	0.437	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	3	[0.102 0.722 0.04  0.097 0.039]	[-0.035  0.045  0.003 -0.016  0.002]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.10986057733186404	0.319	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	3	[0.    0.488 0.407 0.069 0.036]	[ 0.     0.135 -0.146  0.018 -0.008]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.1016593120597277	0.5	0.071
3	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	3	[0.017 0.492 0.043 0.405 0.043]	[-0.004  0.15  -0.006 -0.132 -0.007]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.08924818753919417	0.452	0.071
4	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	3	[0.016 0.489 0.042 0.05  0.403]	[-0.003  0.135 -0.006  0.019 -0.146]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.1596268995101419	0.152	0.071
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	4	[0.268 0.453 0.052 0.057 0.17 ]	[-0.155  0.06  -0.006 -0.01   0.111]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.12667823257543137	0.239	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	4	[0.071 0.344 0.    0.019 0.566]	[ 0.119 -0.403 -0.086 -0.159  0.529]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.10704355540650448	0.339	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	4	[0.029 0.509 0.258 0.042 0.162]	[ 0.017  0.024 -0.147 -0.025  0.13 ]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.1385322736642682	0.304	0.071
