ID	Elements	Generation	Position	Velocity	F_damp	F_b_best	F_h_best	F_g_best	F_b_worst	F_h_worst	F_g_worst	mut_prob	flip_prob	mut_rate	v_max	Activity	Distance	v_min
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	0	[0.8  0.05 0.05 0.05 0.05]	[-0.179  0.045  0.045  0.045  0.045]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.009720244224210991	0.897	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	0	[0.05 0.8  0.05 0.05 0.05]	[ 0.045 -0.179  0.045  0.045  0.045]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.0893487361025907	0.361	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	0	[0.05 0.05 0.8  0.05 0.05]	[ 0.045  0.045 -0.179  0.045  0.045]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.07213216891773018	0.977	0.071
3	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	0	[0.05 0.05 0.05 0.8  0.05]	[ 0.045  0.045  0.045 -0.179  0.045]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.001931275295651623	0.938	0.071
4	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	0	[0.05 0.05 0.05 0.05 0.8 ]	[ 0.045  0.045  0.045  0.045 -0.179]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.0030504979582336787	0.711	0.071
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	1	[0.842 0.121 0.017 0.019 0.001]	[ 0.024  0.135 -0.112  0.039 -0.086]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.008408953600359292	0.908	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	1	[0.005 0.846 0.018 0.117 0.014]	[-0.079  0.056 -0.06   0.15  -0.067]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.06118648275881393	0.428	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	1	[0.062 0.189 0.658 0.031 0.06 ]	[ 0.012  0.139 -0.142 -0.019  0.01 ]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.06228288220104775	0.789	0.071
3	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	1	[0.1   0.046 0.1   0.655 0.099]	[ 0.038  0.064  0.038 -0.178  0.037]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.006852311952425482	0.819	0.071
4	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	1	[0.119 0.041 0.119 0.064 0.657]	[ 0.058  0.06   0.058 -0.002 -0.173]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.006565370109988058	0.633	0.071
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	2	[0.683 0.148 0.136 0.03  0.003]	[-0.159  0.026  0.119  0.01   0.002]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.03715622230205585	0.78	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	2	[0.013 0.726 0.172 0.083 0.006]	[ 0.003 -0.126  0.15  -0.039  0.012]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.08137476523659243	0.395	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	2	[0.018 0.135 0.797 0.002 0.048]	[-0.071 -0.083  0.138 -0.059  0.075]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.06019538307392132	0.938	0.071
3	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	2	[0.099 0.082 0.234 0.514 0.071]	[-0.001  0.036  0.134 -0.141 -0.028]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.01867953616932445	0.736	0.071
4	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	2	[0.113 0.092 0.238 0.052 0.505]	[-0.006  0.051  0.119 -0.012 -0.152]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.03018192880057411	0.556	0.071
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	3	[0.521 0.259 0.168 0.033 0.019]	[-0.162  0.111  0.032  0.003  0.016]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.050701045378062644	0.608	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	3	[0.016 0.833 0.091 0.036 0.024]	[-0.07   0.105 -0.124  0.093 -0.003]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.06584326282642892	0.414	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	3	[0.013 0.281 0.66  0.002 0.044]	[-0.006  0.145 -0.138  0.002 -0.005]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.06315235049401437	0.764	0.071
3	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	3	[0.083 0.23  0.242 0.381 0.064]	[-0.016  0.148  0.008 -0.133 -0.007]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.05650386045466105	0.571	0.071
4	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	3	[0.089 0.252 0.234 0.036 0.389]	[-0.024  0.16  -0.004 -0.016 -0.117]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.08544404936820742	0.39	0.071
0	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	4	[0.359 0.287 0.195 0.031 0.128]	[-0.163  0.028  0.027 -0.002  0.109]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.07264794490582818	0.452	0.071
1	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	4	[0.005 0.696 0.088 0.042 0.169]	[-0.011 -0.137 -0.003  0.006  0.145]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.12910815969996717	0.235	0.071
2	['Ir', 'Pd', 'Pt', 'Rh', 'Ru']	4	[0.019 0.189 0.567 0.034 0.191]	[ 0.006 -0.092 -0.094  0.032  0.147]	0.67	1.95	1.4	0.12	0.07	0.31	0.04	0.32	0.17	0.43	0.2	0.07370148547490302	0.686	0.071
