     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.25254,0.24158,0.38034,0.11462,0.01092,0.1102587
0.32388,0.11213,0.23156,0.29731,0.03513,0.0858269
0.00456,0.83849,0.15097,0.00281,0.00318,0.0077767
0.31082,0.06163,0.59674,0.02864,0.00218,0.1313343
0.00390,0.03666,0.77830,0.00494,0.17619,0.1403098
0.00306,0.05380,0.85187,0.09092,0.00035,0.0932584
0.09519,0.00464,0.50767,0.00021,0.39230,0.1318868
0.12429,0.01496,0.63702,0.00189,0.22184,0.1413538
0.76282,0.01056,0.22160,0.00321,0.00182,0.0243957
0.00301,0.12186,0.61365,0.00247,0.25901,0.1555268
0.00478,0.03076,0.54788,0.15175,0.26484,0.1446504
0.00308,0.00426,0.00187,0.50125,0.48953,0.0233808
0.00011,0.11153,0.60678,0.00384,0.27773,0.1573257
0.00335,0.14067,0.59974,0.00111,0.25514,0.1545169
0.00472,0.04931,0.63104,0.00285,0.31208,0.1533840
0.00457,0.12322,0.60516,0.00317,0.26388,0.1562337
0.00264,0.11628,0.60724,0.00130,0.27254,0.1622705
0.00284,0.13212,0.58799,0.00282,0.27423,0.1577474
0.00199,0.12910,0.59422,0.00121,0.27348,0.1574838
0.00409,0.14083,0.57188,0.00471,0.27849,0.1523134
0.00206,0.10658,0.62137,0.00218,0.26780,0.1589203
0.00033,0.00020,0.33195,0.66366,0.00386,0.0841605
0.00448,0.12668,0.62367,0.00097,0.24420,0.1576760
0.00213,0.11697,0.62347,0.00274,0.25470,0.1607005
0.00450,0.14235,0.62746,0.00367,0.22201,0.1549183
0.00418,0.24984,0.48104,0.26065,0.00430,0.1026375
0.00263,0.39416,0.00174,0.00352,0.59796,0.0000001
0.00134,0.09276,0.62674,0.00080,0.27836,0.1593407
0.00406,0.08913,0.62581,0.00005,0.28095,0.1598803
0.00048,0.00253,0.00322,0.99089,0.00287,0.0396863
0.00490,0.08459,0.62660,0.00116,0.28275,0.1576668
0.00237,0.42077,0.00041,0.57220,0.00425,0.1453145
0.00005,0.45392,0.00406,0.42738,0.11458,0.0829455
0.50454,0.48340,0.00484,0.00223,0.00499,0.0110838
0.00023,0.30985,0.00140,0.68459,0.00393,0.1259112
0.00333,0.08590,0.63373,0.00321,0.27384,0.1589650
0.20710,0.00141,0.53907,0.24907,0.00335,0.1305555
0.00073,0.00338,0.00341,0.00119,0.99128,0.0000000
0.47153,0.00341,0.00410,0.00173,0.51923,0.0253045
0.00335,0.08525,0.63458,0.00258,0.27423,0.1627151
0.37444,0.00480,0.45296,0.00182,0.16598,0.0972601
0.12310,0.23197,0.63989,0.00242,0.00262,0.1394204
0.32171,0.00475,0.00336,0.66779,0.00239,0.0346445
0.00032,0.42141,0.57794,0.00006,0.00027,0.1094039
0.00192,0.34917,0.13035,0.51441,0.00415,0.1009155
0.00141,0.08424,0.64214,0.00427,0.26794,0.1680178
0.00308,0.06942,0.64616,0.00183,0.27951,0.1620016
0.00496,0.06012,0.64520,0.00343,0.28629,0.1572997
0.00378,0.07916,0.64707,0.00002,0.26997,0.1668041
0.15135,0.38455,0.00498,0.45834,0.00079,0.0787969
0.67642,0.00341,0.00309,0.31368,0.00340,0.0152886
0.00295,0.07632,0.64906,0.00022,0.27144,0.1576416
0.00393,0.08415,0.65124,0.00083,0.25986,0.1597141
0.00015,0.07611,0.64955,0.00416,0.27003,0.1557444
0.00484,0.09237,0.64840,0.00192,0.25247,0.1591849
0.00067,0.08025,0.64602,0.00275,0.27031,0.1574998
0.00398,0.09270,0.64880,0.00270,0.25182,0.1562253
0.00300,0.06750,0.63872,0.00448,0.28629,0.1610434
0.00094,0.06750,0.63924,0.00268,0.28964,0.1571704
0.00490,0.09625,0.64611,0.00349,0.24925,0.1594700
0.00478,0.08998,0.64460,0.00130,0.25934,0.1615079
0.00271,0.08522,0.64460,0.00057,0.26690,0.1586184
0.00456,0.09811,0.64610,0.00392,0.24731,0.1569900
0.00288,0.07672,0.64214,0.00084,0.27742,0.1572116
0.00158,0.08109,0.63950,0.00250,0.27532,0.1570003
0.00100,0.08706,0.64100,0.00072,0.27021,0.1593538
0.00020,0.08058,0.64155,0.00274,0.27492,0.1575812
0.00289,0.09737,0.64816,0.00158,0.25000,0.1611613
0.00192,0.10039,0.64784,0.00306,0.24680,0.1631870
0.00144,0.10281,0.64732,0.00295,0.24549,0.1548160
0.00191,0.09720,0.64563,0.00491,0.25035,0.1612411
0.00337,0.10136,0.64858,0.00487,0.24181,0.1651669
0.12062,0.00124,0.39879,0.27471,0.20464,0.1291597
0.00016,0.10705,0.64879,0.00224,0.24177,0.1583518
0.00410,0.10780,0.65151,0.00049,0.23611,0.1573142
0.00437,0.10629,0.65017,0.00480,0.23438,0.1573112
0.00433,0.10200,0.64556,0.00206,0.24604,0.1534723
0.00017,0.08809,0.64158,0.00061,0.26956,0.1554198
0.00056,0.08077,0.63852,0.00424,0.27591,0.1623773
0.00275,0.07255,0.63765,0.00347,0.28359,0.1617076
0.00335,0.06845,0.63771,0.00270,0.28780,0.1566297
0.00250,0.08412,0.64162,0.00059,0.27117,0.1602853
0.00318,0.07539,0.63788,0.00278,0.28077,0.1547979
0.00268,0.09806,0.64305,0.00091,0.25530,0.1555781
