  n,     Ag,     Ir,     Pd,     Pt,     Ru,    act,   C**2,      l
  2,0.00000,0.41000,0.59000,0.00000,0.00000,0.12561,0.00975,1.13925
  3,0.26000,0.21000,0.45000,0.07500,0.00500,0.11189,0.00461,0.49000
  4,0.27000,0.07000,0.66000,0.00000,0.00000,0.13293,0.00591,0.72267
  5,0.09000,0.05500,0.76000,0.00000,0.09500,0.14175,0.00582,0.78765
  6,0.10000,0.00000,0.53000,0.00000,0.37000,0.17034,0.00727,0.67140
  7,0.11500,0.02000,0.64000,0.00000,0.22500,0.15106,0.00514,0.53160
  8,0.00000,0.02000,0.68500,0.00000,0.29500,0.14628,0.00685,0.62709
  9,0.00000,0.05500,0.66000,0.00000,0.28500,0.14795,0.00542,0.53448
 10,0.00000,0.13000,0.61000,0.00000,0.26000,0.15532,0.00532,0.53344
 11,0.00000,0.11000,0.61500,0.00000,0.27500,0.15543,0.00487,0.52786
 12,0.00000,0.10500,0.62000,0.00000,0.27500,0.15551,0.00428,0.51499
 13,0.00000,0.11000,0.61500,0.00000,0.27500,0.15642,0.00433,0.51487
 14,0.00000,0.10000,0.62000,0.00000,0.28000,0.15617,0.00432,0.51568
 15,0.00000,0.11000,0.61500,0.00000,0.27500,0.15593,0.00424,0.52371
 16,0.00000,0.11000,0.61500,0.00000,0.27500,0.15609,0.00423,0.52318
 17,0.00000,0.11500,0.61000,0.00000,0.27500,0.15722,0.00426,0.51965
 18,0.00000,0.12000,0.60500,0.00000,0.27500,0.15739,0.00427,0.52110
 19,0.00000,0.12000,0.60500,0.00000,0.27500,0.15744,0.00428,0.52147
 20,0.00000,0.11000,0.62000,0.00000,0.27000,0.15708,0.00418,0.51668
 21,0.00000,0.11000,0.62000,0.00000,0.27000,0.15734,0.00415,0.51244
 22,0.00000,0.11000,0.62000,0.00000,0.27000,0.15732,0.00431,0.53466
 23,0.00000,0.11000,0.62000,0.00000,0.27000,0.15741,0.00429,0.53406
 24,0.00000,0.11500,0.62000,0.00000,0.26500,0.15778,0.00424,0.52697
 25,0.00000,0.11000,0.62000,0.00000,0.27000,0.15766,0.00424,0.53068
 26,0.00000,0.11000,0.62000,0.00000,0.27000,0.15767,0.00409,0.52937
 27,0.00000,0.11000,0.62000,0.00000,0.27000,0.15770,0.00397,0.53304
 28,0.00000,0.10500,0.62500,0.00000,0.27000,0.15789,0.00396,0.53061
 29,0.00000,0.10000,0.62500,0.00000,0.27500,0.15813,0.00395,0.52741
 30,0.00000,0.10000,0.62500,0.00000,0.27500,0.15811,0.00372,0.52862
 31,0.00000,0.10000,0.62500,0.00000,0.27500,0.15811,0.00372,0.52885
 32,0.00000,0.41500,0.00000,0.58500,0.00000,0.14539,0.00461,0.47177
 32,0.00000,0.09500,0.62500,0.00000,0.28000,0.15842,0.00461,0.47177
 33,0.00000,0.35000,0.00000,0.65000,0.00000,0.15270,0.00485,0.44574
 33,0.00000,0.09500,0.63000,0.00000,0.27500,0.15855,0.00485,0.44574
