ID	Elements	Generation	Position	Velocity	F_damp	F_b_best	F_h_best	F_g_best	F_b_worst	F_h_worst	F_g_worst	mut_prob	flip_prob	mut_rate	v_max	Activity	Distance	v_min
0	['Ag', 'Ir', 'Pd', 'Pt', 'Ru']	0	[0.8  0.05 0.05 0.05 0.05]	[-0.179  0.045  0.045  0.045  0.045]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.04718687326970261	1.034	0.071
1	['Ag', 'Ir', 'Pd', 'Pt', 'Ru']	0	[0.05 0.8  0.05 0.05 0.05]	[ 0.045 -0.179  0.045  0.045  0.045]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.012897755965668866	1.138	0.071
2	['Ag', 'Ir', 'Pd', 'Pt', 'Ru']	0	[0.05 0.05 0.8  0.05 0.05]	[ 0.045  0.045 -0.179  0.045  0.045]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.12550960571923736	0.141	0.071
3	['Ag', 'Ir', 'Pd', 'Pt', 'Ru']	0	[0.05 0.05 0.05 0.8  0.05]	[ 0.045  0.045  0.045 -0.179  0.045]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.06781611567278917	1.138	0.071
4	['Ag', 'Ir', 'Pd', 'Pt', 'Ru']	0	[0.05 0.05 0.05 0.05 0.8 ]	[ 0.045  0.045  0.045  0.045 -0.179]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.0009547274717013111	1.138	0.071
0	['Ag', 'Ir', 'Pd', 'Pt', 'Ru']	1	[0.658 0.05  0.19  0.05  0.052]	[-0.143  0.     0.14   0.     0.002]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.05598441505040774	0.837	0.071
1	['Ag', 'Ir', 'Pd', 'Pt', 'Ru']	1	[0.052 0.659 0.192 0.052 0.045]	[ 0.002 -0.141  0.142  0.002 -0.005]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.03387340720486614	0.939	0.071
2	['Ag', 'Ir', 'Pd', 'Pt', 'Ru']	1	[0.001 0.064 0.765 0.064 0.106]	[ 0.036 -0.006 -0.065 -0.006  0.042]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.12690019993297336	0.221	0.071
3	['Ag', 'Ir', 'Pd', 'Pt', 'Ru']	1	[0.052 0.052 0.192 0.659 0.045]	[ 0.002  0.002  0.142 -0.141 -0.005]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.08710791242668992	0.939	0.071
4	['Ag', 'Ir', 'Pd', 'Pt', 'Ru']	1	[0.051 0.051 0.19  0.051 0.657]	[ 0.001  0.001  0.14   0.001 -0.143]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.022276026488885804	0.939	0.071
0	['Ag', 'Ir', 'Pd', 'Pt', 'Ru']	2	[0.511 0.053 0.325 0.053 0.058]	[-0.147  0.003  0.135  0.003  0.006]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.08108829998963239	0.644	0.071
1	['Ag', 'Ir', 'Pd', 'Pt', 'Ru']	2	[0.04  0.519 0.334 0.055 0.052]	[-0.012 -0.14   0.142  0.003  0.007]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.06773279149815305	0.744	0.071
2	['Ag', 'Ir', 'Pd', 'Pt', 'Ru']	2	[0.013 0.063 0.799 0.063 0.062]	[ 0.012 -0.001  0.034 -0.001 -0.044]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.11754506602895823	0.182	0.071
3	['Ag', 'Ir', 'Pd', 'Pt', 'Ru']	2	[0.04  0.055 0.334 0.519 0.052]	[-0.012  0.003  0.142 -0.14   0.007]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.10723965656665357	0.744	0.071
4	['Ag', 'Ir', 'Pd', 'Pt', 'Ru']	2	[0.041 0.056 0.335 0.049 0.519]	[-0.01   0.005  0.145 -0.002 -0.137]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.07203859021819899	0.743	0.071
0	['Ag', 'Ir', 'Pd', 'Pt', 'Ru']	3	[0.365 0.051 0.462 0.056 0.066]	[-0.146 -0.002  0.137  0.003  0.008]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.10687617449375911	0.455	0.071
1	['Ag', 'Ir', 'Pd', 'Pt', 'Ru']	3	[0.029 0.377 0.474 0.058 0.062]	[-0.011 -0.142  0.14   0.003  0.01 ]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.10363292070788106	0.553	0.071
2	['Ag', 'Ir', 'Pd', 'Pt', 'Ru']	3	[0.007 0.087 0.43  0.144 0.332]	[-0.003  0.154 -0.385 -0.264  0.498]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.12697751223577144	0.579	0.071
3	['Ag', 'Ir', 'Pd', 'Pt', 'Ru']	3	[0.012 0.008 0.391 0.569 0.02 ]	[-0.01  -0.055  0.112  0.085 -0.131]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.09548439920137874	0.744	0.071
4	['Ag', 'Ir', 'Pd', 'Pt', 'Ru']	3	[0.03  0.053 0.481 0.053 0.383]	[-0.011 -0.003  0.146  0.004 -0.136]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.13756103155821098	0.55	0.071
0	['Ag', 'Ir', 'Pd', 'Pt', 'Ru']	4	[0.216 0.052 0.489 0.047 0.196]	[-0.149  0.001  0.028 -0.009  0.13 ]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.12723587747129098	0.422	0.071
1	['Ag', 'Ir', 'Pd', 'Pt', 'Ru']	4	[0.029 0.231 0.496 0.048 0.196]	[-0.    -0.146  0.022 -0.01   0.134]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.12956660985856627	0.484	0.071
2	['Ag', 'Ir', 'Pd', 'Pt', 'Ru']	4	[0.108 0.169 0.458 0.034 0.231]	[ 0.101  0.082  0.028 -0.11  -0.101]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.13161041740159862	0.488	0.071
3	['Ag', 'Ir', 'Pd', 'Pt', 'Ru']	4	[0.041 0.046 0.451 0.405 0.057]	[ 0.028  0.037  0.063 -0.178  0.049]	0.63	1.11	1.0	1.76	0.08	0.11	0.02	0.13	0.54	0.19	0.2	0.1188488122046415	0.583	0.071
