  n,     Ag,     Ir,     Pd,     Pt,     Ru,    act,   C**2,      l
  2,0.27500,0.00000,0.51500,0.00000,0.21000,0.11639,0.00862,0.90713
  3,0.35500,0.10500,0.42500,0.00000,0.11500,0.11063,0.00451,0.56681
  4,0.23500,0.18500,0.36500,0.00000,0.21500,0.10867,0.00319,0.41989
  5,0.05000,0.27000,0.56500,0.00000,0.11500,0.14107,0.00467,0.51490
  6,0.04500,0.25500,0.59000,0.00000,0.11000,0.14168,0.00411,0.53210
  7,0.06500,0.19000,0.57000,0.00000,0.17500,0.14124,0.00346,0.48509
  8,0.04500,0.19000,0.55500,0.03000,0.18000,0.14177,0.00318,0.49171
  9,0.00000,0.14000,0.61500,0.00000,0.24500,0.15725,0.00418,0.50153
 10,0.02000,0.11500,0.63500,0.00000,0.23000,0.15935,0.00395,0.42774
 11,0.00500,0.13000,0.64000,0.00000,0.22500,0.15848,0.00366,0.43000
 12,0.00500,0.13000,0.64000,0.00000,0.22500,0.15840,0.00361,0.43611
 13,0.00500,0.13000,0.64000,0.00000,0.22500,0.15828,0.00330,0.43459
 14,0.00500,0.13000,0.64000,0.00000,0.22500,0.15824,0.00310,0.42964
 15,0.00500,0.12500,0.64000,0.00000,0.23000,0.15798,0.00311,0.44271
 16,0.03000,0.13000,0.63500,0.00000,0.20500,0.15852,0.00301,0.44156
 17,0.04000,0.12500,0.63000,0.00000,0.20500,0.15794,0.00301,0.43779
 18,0.04500,0.12500,0.62500,0.00000,0.20500,0.15785,0.00298,0.44363
 19,0.04000,0.12500,0.63000,0.00000,0.20500,0.15793,0.00276,0.43645
 20,0.05000,0.13000,0.62000,0.00000,0.20000,0.15843,0.00380,0.43319
 20,0.00000,0.37000,0.00000,0.63000,0.00000,0.13901,0.00380,0.43319
 21,0.05000,0.12500,0.62000,0.00000,0.20500,0.15846,0.00349,0.42670
 21,0.00000,0.37000,0.00000,0.63000,0.00000,0.13891,0.00349,0.42670
 22,0.05000,0.13000,0.61500,0.00000,0.20500,0.15859,0.00370,0.42275
 22,0.00000,0.38000,0.00000,0.62000,0.00000,0.13890,0.00370,0.42275
 23,0.05500,0.12500,0.61500,0.00000,0.20500,0.15863,0.00393,0.42653
 23,0.00000,0.48000,0.00000,0.52000,0.00000,0.14778,0.00393,0.42653
 24,0.04500,0.13000,0.61500,0.00000,0.21000,0.15839,0.00465,0.43491
 24,0.00000,0.48500,0.00000,0.51500,0.00000,0.14695,0.00465,0.43491
 25,0.05000,0.12500,0.61500,0.00000,0.21000,0.15835,0.00454,0.43770
 25,0.00000,0.48500,0.00000,0.51500,0.00000,0.14700,0.00454,0.43770
 26,0.00000,0.48500,0.00000,0.51500,0.00000,0.14719,0.00460,0.42451
 26,0.00000,0.13000,0.65500,0.00000,0.21500,0.15862,0.00460,0.42451
 27,0.00000,0.48500,0.00000,0.51500,0.00000,0.14716,0.00470,0.42795
 27,0.00000,0.11500,0.66000,0.00000,0.22500,0.15888,0.00470,0.42795
 28,0.00000,0.48500,0.00000,0.51500,0.00000,0.14713,0.00482,0.43559
 28,0.00000,0.11500,0.65500,0.00000,0.23000,0.15847,0.00482,0.43559
 29,0.00000,0.48500,0.00000,0.51500,0.00000,0.14712,0.00440,0.42445
 29,0.00000,0.11500,0.65500,0.00000,0.23000,0.15849,0.00440,0.42445
 30,0.00000,0.49500,0.00000,0.50500,0.00000,0.14612,0.00477,0.41653
 30,0.00000,0.10500,0.66500,0.00000,0.23000,0.15984,0.00477,0.41653
 31,0.00000,0.49500,0.00000,0.50500,0.00000,0.14605,0.00480,0.42332
