  n,     Ir,     Pd,     Pt,     Rh,     Ru,    act,   C**2,      l
  2,0.20000,0.19500,0.35500,0.01000,0.24000,0.06564,0.00245,0.36575
  3,0.10000,0.21000,0.56000,0.00000,0.13000,0.08151,0.00366,0.66062
  4,0.08500,0.20000,0.59500,0.00000,0.12000,0.08258,0.00285,0.70601
  5,0.08500,0.09500,0.75000,0.00000,0.07000,0.08876,0.00299,0.86530
  6,0.18000,0.12500,0.69500,0.00000,0.00000,0.08824,0.00237,0.82895
  7,0.52500,0.00000,0.47500,0.00000,0.00000,0.18427,0.01003,0.51156
  7,0.00000,0.74500,0.25500,0.00000,0.00000,0.07837,0.01003,0.51156
  8,0.44000,0.00000,0.56000,0.00000,0.00000,0.16768,0.00701,0.44028
  8,0.00000,0.70500,0.29500,0.00000,0.00000,0.07631,0.00701,0.44028
  9,0.43500,0.00000,0.56500,0.00000,0.00000,0.16669,0.00852,0.46608
  9,0.00000,0.75000,0.25000,0.00000,0.00000,0.08484,0.00852,0.46608
 10,0.43500,0.00000,0.56500,0.00000,0.00000,0.16684,0.00690,0.44250
 10,0.00000,0.69000,0.31000,0.00000,0.00000,0.07661,0.00690,0.44250
 10,0.00000,0.00000,0.00000,1.00000,0.00000,-0.00358,0.00690,0.44250
 11,0.43500,0.00000,0.56500,0.00000,0.00000,0.16703,0.00858,0.45728
 11,0.00000,0.55500,0.00000,0.00000,0.44500,0.14409,0.00858,0.45728
 11,0.00000,0.00000,0.00000,1.00000,0.00000,-0.00537,0.00858,0.45728
 12,0.43000,0.00000,0.57000,0.00000,0.00000,0.16703,0.00812,0.44377
 12,0.11500,0.57500,0.00000,0.00000,0.31000,0.15394,0.00812,0.44377
 12,0.00000,0.00000,0.00000,1.00000,0.00000,-0.00470,0.00812,0.44377
 13,0.43000,0.00000,0.57000,0.00000,0.00000,0.16701,0.00759,0.44226
 13,0.09000,0.59000,0.00000,0.02000,0.30000,0.15590,0.00759,0.44226
 14,0.43000,0.00000,0.57000,0.00000,0.00000,0.16679,0.00753,0.45580
 14,0.09500,0.58500,0.00000,0.02000,0.30000,0.15453,0.00753,0.45580
 15,0.43000,0.00000,0.57000,0.00000,0.00000,0.16674,0.00693,0.45262
 15,0.09000,0.58500,0.00000,0.03000,0.29500,0.15481,0.00693,0.45262
 16,0.43500,0.00000,0.56500,0.00000,0.00000,0.16730,0.00646,0.44657
 16,0.10500,0.57500,0.00000,0.02000,0.30000,0.15664,0.00646,0.44657
 17,0.43500,0.00000,0.56500,0.00000,0.00000,0.16726,0.00608,0.43358
 17,0.12500,0.54500,0.00000,0.01000,0.32000,0.16135,0.00608,0.43358
 18,0.43500,0.00000,0.56500,0.00000,0.00000,0.16723,0.00609,0.43576
 18,0.12000,0.55000,0.00000,0.01000,0.32000,0.16107,0.00609,0.43576
 19,0.43500,0.00000,0.56500,0.00000,0.00000,0.16721,0.00558,0.43026
 19,0.12000,0.55000,0.00000,0.01000,0.32000,0.16109,0.00558,0.43026
 20,0.43500,0.00000,0.56500,0.00000,0.00000,0.16708,0.00524,0.42399
 20,0.11500,0.55000,0.01500,0.01000,0.31000,0.16128,0.00524,0.42399
 21,0.43500,0.00000,0.56500,0.00000,0.00000,0.16729,0.00496,0.41179
 21,0.10500,0.54500,0.00000,0.04500,0.30500,0.16308,0.00496,0.41179
 22,0.43500,0.00000,0.56500,0.00000,0.00000,0.16720,0.00498,0.41598
 22,0.11000,0.54500,0.00000,0.03500,0.31000,0.16267,0.00498,0.41598
 23,0.43500,0.00000,0.56500,0.00000,0.00000,0.16722,0.00495,0.41447
 23,0.10500,0.54500,0.00000,0.04000,0.31000,0.16295,0.00495,0.41447
 24,0.43500,0.00000,0.56500,0.00000,0.00000,0.16727,0.00492,0.41228
 24,0.10500,0.54500,0.00000,0.04500,0.30500,0.16336,0.00492,0.41228
 25,0.43500,0.00000,0.56500,0.00000,0.00000,0.16718,0.00497,0.41689
 25,0.11000,0.54500,0.00000,0.03500,0.31000,0.16266,0.00497,0.41689
 26,0.43500,0.00000,0.56500,0.00000,0.00000,0.16720,0.00494,0.41470
 26,0.10500,0.54500,0.00000,0.04000,0.31000,0.16306,0.00494,0.41470
 27,0.43500,0.00000,0.56500,0.00000,0.00000,0.16724,0.00492,0.41242
 27,0.10500,0.54500,0.00000,0.04000,0.31000,0.16349,0.00492,0.41242
 28,0.43500,0.00000,0.56500,0.00000,0.00000,0.16731,0.00487,0.40888
 28,0.10500,0.54000,0.00000,0.04500,0.31000,0.16397,0.00487,0.40888
 29,0.43500,0.00000,0.56500,0.00000,0.00000,0.16725,0.00488,0.41058
 29,0.10500,0.54500,0.00000,0.04000,0.31000,0.16370,0.00488,0.41058
 30,0.43500,0.00000,0.56500,0.00000,0.00000,0.16723,0.00491,0.41313
 30,0.10500,0.54500,0.00000,0.04000,0.31000,0.16327,0.00491,0.41313
 31,0.43500,0.00000,0.56500,0.00000,0.00000,0.16722,0.00491,0.41333
 31,0.10500,0.54500,0.00000,0.04000,0.31000,0.16325,0.00491,0.41333
 32,0.43500,0.00000,0.56500,0.00000,0.00000,0.16723,0.00489,0.41203
 32,0.10500,0.54500,0.00000,0.04000,0.31000,0.16346,0.00489,0.41203
 33,0.43500,0.00000,0.56500,0.00000,0.00000,0.16725,0.00487,0.41082
 33,0.10500,0.54500,0.00000,0.04000,0.31000,0.16358,0.00487,0.41082
 34,0.43500,0.00000,0.56500,0.00000,0.00000,0.16725,0.00487,0.41084
 34,0.10500,0.54500,0.00000,0.04000,0.31000,0.16358,0.00487,0.41084
 35,0.43500,0.00000,0.56500,0.00000,0.00000,0.16725,0.00486,0.40982
 35,0.10500,0.54500,0.00000,0.04000,0.31000,0.16378,0.00486,0.40982
 36,0.43500,0.00000,0.56500,0.00000,0.00000,0.16726,0.00485,0.40943
 36,0.10500,0.54500,0.00000,0.04000,0.31000,0.16382,0.00485,0.40943
 37,0.43500,0.00000,0.56500,0.00000,0.00000,0.16730,0.00481,0.40656
 37,0.10500,0.54500,0.00000,0.04500,0.30500,0.16409,0.00481,0.40656
 38,0.43500,0.00000,0.56500,0.00000,0.00000,0.16732,0.00479,0.40553
 38,0.10500,0.54500,0.00000,0.04500,0.30500,0.16417,0.00479,0.40553
 39,0.43500,0.00000,0.56500,0.00000,0.00000,0.16731,0.00481,0.40693
 39,0.10500,0.54000,0.00000,0.04500,0.31000,0.16403,0.00481,0.40693
 40,0.43500,0.00000,0.56500,0.00000,0.00000,0.16728,0.00481,0.40758
 40,0.10500,0.54500,0.00000,0.04500,0.30500,0.16396,0.00481,0.40758
 41,0.43500,0.00000,0.56500,0.00000,0.00000,0.16725,0.00484,0.40969
 41,0.10500,0.54500,0.00000,0.04000,0.31000,0.16369,0.00484,0.40969
 42,0.43500,0.00000,0.56500,0.00000,0.00000,0.16784,0.00460,0.40827
 42,0.10500,0.54500,0.00000,0.04000,0.31000,0.16368,0.00460,0.40827
 43,0.43500,0.00000,0.56500,0.00000,0.00000,0.16784,0.00460,0.40802
 43,0.10500,0.54500,0.00000,0.04000,0.31000,0.16380,0.00460,0.40802
 44,0.43500,0.00000,0.56500,0.00000,0.00000,0.16784,0.00461,0.40842
 44,0.11000,0.54000,0.00000,0.04000,0.31000,0.16389,0.00461,0.40842
 45,0.43500,0.00000,0.56500,0.00000,0.00000,0.16786,0.00457,0.40653
 45,0.10500,0.54500,0.00000,0.04500,0.30500,0.16373,0.00457,0.40653
 46,0.43500,0.00000,0.56500,0.00000,0.00000,0.16785,0.00458,0.40755
 46,0.10500,0.54500,0.00000,0.04500,0.30500,0.16365,0.00458,0.40755
 47,0.43500,0.00000,0.56500,0.00000,0.00000,0.16780,0.00466,0.41151
 47,0.10500,0.54000,0.00000,0.04500,0.31000,0.16359,0.00466,0.41151
 48,0.43500,0.00000,0.56500,0.00000,0.00000,0.16773,0.00466,0.41255
 48,0.10500,0.54500,0.00000,0.04000,0.31000,0.16344,0.00466,0.41255
 49,0.43500,0.00000,0.56500,0.00000,0.00000,0.16773,0.00466,0.41282
 49,0.10500,0.54500,0.00000,0.04000,0.31000,0.16343,0.00466,0.41282
 50,0.43500,0.00000,0.56500,0.00000,0.00000,0.16773,0.00467,0.41331
 50,0.10500,0.54500,0.00000,0.04000,0.31000,0.16341,0.00467,0.41331
 51,0.43500,0.00000,0.56500,0.00000,0.00000,0.16773,0.00467,0.41327
