Length Scale	MAE	R_square	RMSE
0.1	0.1433	0.162	0.1644
0.12000000000000001	0.1226	0.445	0.1464
0.14	0.107	0.618	0.1304
0.16000000000000003	0.0948	0.725	0.117
0.18000000000000002	0.0865	0.794	0.1057
0.2	0.0794	0.842	0.0959
0.22000000000000003	0.0741	0.875	0.0874
0.24000000000000002	0.069	0.9	0.0801
0.26	0.0643	0.917	0.074
0.28	0.0602	0.93	0.069
0.30000000000000004	0.0569	0.939	0.065
0.32000000000000006	0.0541	0.946	0.062
0.3400000000000001	0.0519	0.95	0.0598
0.3600000000000001	0.0499	0.953	0.0579
0.38	0.0482	0.955	0.0565
0.4	0.0471	0.957	0.0556
0.42000000000000004	0.0473	0.955	0.0561
0.44000000000000006	0.0489	0.953	0.0576
0.4600000000000001	0.0501	0.951	0.0586
0.4800000000000001	0.0514	0.949	0.0595
0.5000000000000001	0.0557	0.942	0.0633
0.5200000000000001	0.0583	0.937	0.0657
0.54	0.0605	0.932	0.0676
