Length Scale	MAE	R_square	RMSE
0.1	0.1072	0.346	0.1316
0.12000000000000001	0.0836	0.642	0.1065
0.14	0.064	0.799	0.0859
0.16000000000000003	0.0495	0.879	0.0706
0.18000000000000002	0.0399	0.921	0.0594
0.2	0.034	0.944	0.0511
0.22000000000000003	0.0298	0.96	0.0444
0.24000000000000002	0.0262	0.97	0.0389
0.26	0.0229	0.977	0.0341
0.28	0.0199	0.983	0.0301
0.30000000000000004	0.0179	0.987	0.0266
0.32000000000000006	0.0167	0.989	0.0239
0.3400000000000001	0.0159	0.991	0.0217
0.3600000000000001	0.0152	0.992	0.0203
0.38	0.0146	0.993	0.0195
0.4	0.0147	0.993	0.0194
0.42000000000000004	0.0155	0.993	0.0199
0.44000000000000006	0.0165	0.992	0.0208
0.4600000000000001	0.0174	0.992	0.0218
0.4800000000000001	0.0175	0.991	0.0228
0.5000000000000001	0.0222	0.984	0.0305
0.5200000000000001	0.0257	0.979	0.0352
0.54	0.0276	0.975	0.038
