Length Scale	MAE	R_square	RMSE
0.1	0.1271	-0.038	0.1726
0.12000000000000001	0.1043	0.46	0.1456
0.14	0.0873	0.677	0.1247
0.16000000000000003	0.0743	0.783	0.1095
0.18000000000000002	0.0634	0.842	0.0981
0.2	0.0558	0.88	0.088
0.22000000000000003	0.0497	0.91	0.0779
0.24000000000000002	0.0436	0.934	0.0675
0.26	0.0375	0.954	0.0571
0.28	0.0323	0.968	0.048
0.30000000000000004	0.0283	0.978	0.0406
0.32000000000000006	0.0251	0.984	0.035
0.3400000000000001	0.0226	0.987	0.0313
0.3600000000000001	0.0209	0.989	0.0293
0.38	0.0204	0.989	0.0287
0.4	0.0203	0.99	0.0285
0.42000000000000004	0.0201	0.99	0.0283
0.44000000000000006	0.0199	0.99	0.0282
0.4600000000000001	0.0202	0.99	0.0284
0.4800000000000001	0.0207	0.989	0.0286
0.5000000000000001	0.0215	0.989	0.029
0.5200000000000001	0.0223	0.989	0.0295
0.54	0.0231	0.988	0.0305
