Length Scale	MAE	R_square	RMSE
0.1	0.0799	-0.107	0.1582
0.12000000000000001	0.0661	0.365	0.1336
0.14	0.0533	0.63	0.1124
0.16000000000000003	0.0439	0.767	0.0966
0.18000000000000002	0.0384	0.84	0.0849
0.2	0.0342	0.886	0.0745
0.22000000000000003	0.0301	0.919	0.0647
0.24000000000000002	0.0262	0.941	0.0561
0.26	0.0232	0.956	0.0494
0.28	0.0209	0.965	0.0443
0.30000000000000004	0.0192	0.971	0.0405
0.32000000000000006	0.0181	0.975	0.0378
0.3400000000000001	0.0176	0.978	0.0359
0.3600000000000001	0.0172	0.979	0.0347
0.38	0.0172	0.98	0.0342
0.4	0.0174	0.98	0.0343
0.42000000000000004	0.0178	0.979	0.0349
0.44000000000000006	0.0184	0.978	0.0358
0.4600000000000001	0.0192	0.976	0.037
0.4800000000000001	0.0201	0.974	0.0383
0.5000000000000001	0.021	0.973	0.0395
0.5200000000000001	0.022	0.971	0.0406
0.54	0.0228	0.97	0.0415
