Length Scale	MAE	R_square	RMSE
0.1	0.0751	-0.249	0.1574
0.12000000000000001	0.0631	0.258	0.1348
0.14	0.0523	0.561	0.1146
0.16000000000000003	0.0439	0.727	0.098
0.18000000000000002	0.0374	0.822	0.084
0.2	0.0326	0.88	0.0721
0.22000000000000003	0.0284	0.917	0.0621
0.24000000000000002	0.0247	0.94	0.054
0.26	0.0218	0.955	0.0477
0.28	0.02	0.964	0.0431
0.30000000000000004	0.0187	0.97	0.0396
0.32000000000000006	0.0179	0.974	0.0371
0.3400000000000001	0.0173	0.976	0.0352
0.3600000000000001	0.017	0.978	0.034
0.38	0.0168	0.979	0.0334
0.4	0.0169	0.979	0.0333
0.42000000000000004	0.0172	0.978	0.0336
0.44000000000000006	0.0175	0.977	0.0344
0.4600000000000001	0.0181	0.976	0.0354
0.4800000000000001	0.0189	0.974	0.0365
0.5000000000000001	0.0198	0.973	0.0377
0.5200000000000001	0.0207	0.971	0.0389
0.54	0.0215	0.969	0.0398
