Length Scale	MAE	R_square	RMSE
0.1	0.1184	-1.798	0.2329
0.12000000000000001	0.1031	-0.806	0.2141
0.14	0.094	-0.199	0.1971
0.16000000000000003	0.0867	0.157	0.1815
0.18000000000000002	0.0816	0.373	0.1671
0.2	0.0762	0.516	0.1535
0.22000000000000003	0.0706	0.623	0.1404
0.24000000000000002	0.065	0.707	0.1273
0.26	0.0591	0.774	0.1145
0.28	0.0535	0.826	0.1025
0.30000000000000004	0.0484	0.865	0.0921
0.32000000000000006	0.044	0.894	0.0832
0.3400000000000001	0.0403	0.915	0.0756
0.3600000000000001	0.0371	0.931	0.0691
0.38	0.0342	0.944	0.0631
0.4	0.0315	0.954	0.0576
0.42000000000000004	0.0289	0.963	0.0524
0.44000000000000006	0.0264	0.971	0.0473
0.4600000000000001	0.0245	0.977	0.0423
0.4800000000000001	0.0226	0.983	0.0376
0.5000000000000001	0.0207	0.987	0.0334
0.5200000000000001	0.019	0.99	0.03
0.54	0.018	0.991	0.028
