Length Scale	MAE	R_square	RMSE
0.1	0.0973	-1.619	0.2103
0.12000000000000001	0.0804	-0.442	0.1845
0.14	0.0663	0.179	0.1613
0.16000000000000003	0.0564	0.49	0.1419
0.18000000000000002	0.0492	0.657	0.1255
0.2	0.0437	0.756	0.1113
0.22000000000000003	0.0397	0.819	0.0992
0.24000000000000002	0.0364	0.862	0.0886
0.26	0.0334	0.894	0.0792
0.28	0.0307	0.918	0.0708
0.30000000000000004	0.0282	0.936	0.0633
0.32000000000000006	0.0261	0.949	0.0569
0.3400000000000001	0.0244	0.959	0.0515
0.3600000000000001	0.0229	0.967	0.0469
0.38	0.0217	0.973	0.043
0.4	0.0206	0.977	0.0395
0.42000000000000004	0.0196	0.981	0.0363
0.44000000000000006	0.0187	0.984	0.0332
0.4600000000000001	0.0179	0.987	0.0303
0.4800000000000001	0.0173	0.99	0.0277
0.5000000000000001	0.0169	0.991	0.0257
0.5200000000000001	0.0166	0.992	0.0246
0.54	0.0166	0.992	0.0244
