Length Scale	MAE	R_square	RMSE
0.1	0.1174	-5.412	0.1573
0.12000000000000001	0.0936	-1.274	0.1311
0.14	0.0737	0.048	0.1082
0.16000000000000003	0.0575	0.526	0.0905
0.18000000000000002	0.0463	0.726	0.0774
0.2	0.0411	0.822	0.0673
0.22000000000000003	0.0379	0.875	0.0591
0.24000000000000002	0.0348	0.909	0.0524
0.26	0.0325	0.929	0.047
0.28	0.0301	0.943	0.0428
0.30000000000000004	0.0281	0.951	0.04
0.32000000000000006	0.0268	0.956	0.0382
0.3400000000000001	0.0262	0.958	0.0371
0.3600000000000001	0.0252	0.964	0.0348
0.38	0.024	0.969	0.0322
0.4	0.0229	0.973	0.0301
0.42000000000000004	0.0219	0.976	0.0284
0.44000000000000006	0.0207	0.978	0.0272
0.4600000000000001	0.0204	0.98	0.0265
0.4800000000000001	0.0205	0.979	0.0268
0.5000000000000001	0.0226	0.976	0.0282
0.5200000000000001	0.0248	0.971	0.0308
0.54	0.0276	0.962	0.0344
