Length Scale	MAE	R_square	RMSE
0.1	0.0769	0.015	0.1574
0.12000000000000001	0.062	0.458	0.1311
0.14	0.0491	0.689	0.1093
0.16000000000000003	0.0385	0.81	0.0918
0.18000000000000002	0.0303	0.878	0.0774
0.2	0.0245	0.92	0.0653
0.22000000000000003	0.0205	0.947	0.0548
0.24000000000000002	0.0171	0.964	0.046
0.26	0.0143	0.976	0.0385
0.28	0.0119	0.983	0.0322
0.30000000000000004	0.01	0.988	0.0271
0.32000000000000006	0.0086	0.992	0.023
0.3400000000000001	0.0074	0.994	0.0198
0.3600000000000001	0.0066	0.995	0.0173
0.38	0.006	0.996	0.0155
0.4	0.0056	0.997	0.0142
0.42000000000000004	0.0052	0.997	0.0134
0.44000000000000006	0.0051	0.998	0.0129
0.4600000000000001	0.0051	0.998	0.0127
0.4800000000000001	0.0053	0.998	0.0128
0.5000000000000001	0.0055	0.997	0.0131
0.5200000000000001	0.0058	0.997	0.0137
0.54	0.0062	0.997	0.0145
