Length Scale	MAE	R_square	RMSE
0.1	0.1103	-1.098	0.1369
0.12000000000000001	0.101	-0.47	0.1243
0.14	0.0924	-0.024	0.1123
0.16000000000000003	0.0842	0.27	0.1017
0.18000000000000002	0.0767	0.46	0.0927
0.2	0.0699	0.589	0.0849
0.22000000000000003	0.063	0.685	0.0777
0.24000000000000002	0.0563	0.757	0.0708
0.26	0.0499	0.812	0.0642
0.28	0.0445	0.853	0.0582
0.30000000000000004	0.0398	0.884	0.0528
0.32000000000000006	0.0359	0.907	0.0483
0.3400000000000001	0.0327	0.924	0.0444
0.3600000000000001	0.0301	0.936	0.0412
0.38	0.0281	0.945	0.0386
0.4	0.0266	0.952	0.0367
0.42000000000000004	0.0264	0.956	0.0353
0.44000000000000006	0.0266	0.958	0.0346
0.4600000000000001	0.0269	0.959	0.0343
0.4800000000000001	0.0276	0.959	0.0345
0.5000000000000001	0.0286	0.958	0.035
0.5200000000000001	0.0303	0.955	0.0359
0.54	0.0322	0.951	0.0373
