Length Scale	MAE	R_square	RMSE
0.1	0.109	-0.461	0.2025
0.12000000000000001	0.0903	0.165	0.1763
0.14	0.0761	0.479	0.1557
0.16000000000000003	0.0676	0.645	0.1398
0.18000000000000002	0.0598	0.74	0.1268
0.2	0.0529	0.8	0.1152
0.22000000000000003	0.0472	0.842	0.1046
0.24000000000000002	0.0428	0.875	0.0945
0.26	0.0388	0.902	0.0849
0.28	0.0352	0.924	0.0759
0.30000000000000004	0.0319	0.94	0.068
0.32000000000000006	0.0291	0.952	0.0614
0.3400000000000001	0.0267	0.961	0.056
0.3600000000000001	0.0249	0.968	0.0515
0.38	0.0233	0.973	0.0475
0.4	0.0221	0.977	0.044
0.42000000000000004	0.0209	0.981	0.0408
0.44000000000000006	0.0197	0.984	0.0377
0.4600000000000001	0.0189	0.986	0.0347
0.4800000000000001	0.0181	0.989	0.0319
0.5000000000000001	0.0174	0.99	0.0293
0.5200000000000001	0.0167	0.992	0.0271
0.54	0.0163	0.993	0.0257
