Length Scale	MAE	R_square	RMSE
0.1	0.0772	-1.88	0.145
0.12000000000000001	0.0684	-0.539	0.1261
0.14	0.0575	0.16	0.1087
0.16000000000000003	0.0489	0.497	0.0951
0.18000000000000002	0.0424	0.663	0.085
0.2	0.0385	0.757	0.0767
0.22000000000000003	0.0356	0.819	0.069
0.24000000000000002	0.0321	0.864	0.0618
0.26	0.0286	0.896	0.0554
0.28	0.0259	0.919	0.05
0.30000000000000004	0.0241	0.934	0.0457
0.32000000000000006	0.0228	0.945	0.0422
0.3400000000000001	0.0219	0.953	0.0395
0.3600000000000001	0.0212	0.959	0.0373
0.38	0.0206	0.963	0.0352
0.4	0.0199	0.968	0.0333
0.42000000000000004	0.0192	0.972	0.0312
0.44000000000000006	0.0183	0.976	0.0291
0.4600000000000001	0.0177	0.979	0.0272
0.4800000000000001	0.0171	0.982	0.0256
0.5000000000000001	0.0168	0.983	0.0247
0.5200000000000001	0.017	0.983	0.0242
0.54	0.0174	0.983	0.0243
