Length Scale	MAE	R_square	RMSE
0.1	0.0947	-1.727	0.2078
0.12000000000000001	0.0788	-0.51	0.1824
0.14	0.0643	0.14	0.1592
0.16000000000000003	0.0538	0.471	0.1396
0.18000000000000002	0.0466	0.648	0.1232
0.2	0.0411	0.753	0.1092
0.22000000000000003	0.0373	0.819	0.097
0.24000000000000002	0.0346	0.865	0.0862
0.26	0.0319	0.897	0.0767
0.28	0.0294	0.921	0.0684
0.30000000000000004	0.0272	0.938	0.0615
0.32000000000000006	0.0254	0.95	0.0558
0.3400000000000001	0.024	0.959	0.0512
0.3600000000000001	0.0229	0.965	0.0473
0.38	0.0219	0.97	0.0438
0.4	0.021	0.975	0.0405
0.42000000000000004	0.0201	0.979	0.0372
0.44000000000000006	0.0192	0.983	0.0338
0.4600000000000001	0.0181	0.987	0.0304
0.4800000000000001	0.0172	0.989	0.0274
0.5000000000000001	0.0165	0.991	0.0252
0.5200000000000001	0.016	0.992	0.0242
0.54	0.0165	0.992	0.0244
