Length Scale	MAE	R_square	RMSE
0.1	0.1071	-1.745	0.2217
0.12000000000000001	0.0898	-0.632	0.1979
0.14	0.0766	0.015	0.1757
0.16000000000000003	0.0665	0.37	0.1562
0.18000000000000002	0.0575	0.573	0.1388
0.2	0.0499	0.698	0.1231
0.22000000000000003	0.0445	0.782	0.109
0.24000000000000002	0.0405	0.839	0.0967
0.26	0.0369	0.879	0.0858
0.28	0.0338	0.908	0.0764
0.30000000000000004	0.0312	0.928	0.0685
0.32000000000000006	0.0292	0.943	0.062
0.3400000000000001	0.0276	0.953	0.0567
0.3600000000000001	0.0262	0.961	0.0524
0.38	0.025	0.966	0.0488
0.4	0.0238	0.971	0.0456
0.42000000000000004	0.0228	0.975	0.0426
0.44000000000000006	0.0217	0.979	0.0396
0.4600000000000001	0.0207	0.982	0.0366
0.4800000000000001	0.0197	0.985	0.0335
0.5000000000000001	0.0188	0.988	0.0304
0.5200000000000001	0.0178	0.991	0.0276
0.54	0.0168	0.992	0.0255
