Length Scale	MAE	R_square	RMSE
0.1	0.0932	0.355	0.1516
0.12000000000000001	0.0738	0.637	0.1249
0.14	0.0577	0.788	0.1029
0.16000000000000003	0.045	0.869	0.0856
0.18000000000000002	0.035	0.915	0.072
0.2	0.0282	0.942	0.0612
0.22000000000000003	0.024	0.959	0.0524
0.24000000000000002	0.0205	0.971	0.045
0.26	0.0176	0.979	0.0387
0.28	0.0149	0.985	0.0332
0.30000000000000004	0.0127	0.989	0.0284
0.32000000000000006	0.0108	0.992	0.0244
0.3400000000000001	0.0095	0.994	0.021
0.3600000000000001	0.0083	0.996	0.0182
0.38	0.0076	0.997	0.0161
0.4	0.0072	0.997	0.0147
0.42000000000000004	0.0073	0.997	0.0141
0.44000000000000006	0.0078	0.997	0.0143
0.4600000000000001	0.0083	0.997	0.0153
0.4800000000000001	0.0093	0.996	0.0169
0.5000000000000001	0.0104	0.995	0.019
0.5200000000000001	0.0125	0.994	0.0225
0.54	0.0141	0.992	0.0259
