Length Scale	MAE	R_square	RMSE
0.1	0.0685	-0.002	0.1516
0.12000000000000001	0.0538	0.48	0.124
0.14	0.0411	0.721	0.1008
0.16000000000000003	0.0311	0.839	0.0826
0.18000000000000002	0.0238	0.9	0.0684
0.2	0.0193	0.936	0.0571
0.22000000000000003	0.0163	0.957	0.048
0.24000000000000002	0.0137	0.971	0.0404
0.26	0.0114	0.98	0.0342
0.28	0.0096	0.986	0.029
0.30000000000000004	0.0081	0.99	0.0248
0.32000000000000006	0.0069	0.993	0.0213
0.3400000000000001	0.006	0.994	0.0185
0.3600000000000001	0.0053	0.996	0.0165
0.38	0.005	0.996	0.0151
0.4	0.0049	0.997	0.0144
0.42000000000000004	0.0051	0.997	0.0142
0.44000000000000006	0.0053	0.997	0.0144
0.4600000000000001	0.0056	0.996	0.0149
0.4800000000000001	0.0059	0.996	0.0156
0.5000000000000001	0.0063	0.996	0.0164
0.5200000000000001	0.0067	0.995	0.0174
0.54	0.0071	0.995	0.0185
