Length Scale	MAE	R_square	RMSE
0.1	0.1327	-0.339	0.1836
0.12000000000000001	0.1089	0.22	0.1576
0.14	0.0881	0.536	0.1359
0.16000000000000003	0.074	0.694	0.1207
0.18000000000000002	0.0654	0.773	0.1107
0.2	0.0599	0.819	0.103
0.22000000000000003	0.0553	0.851	0.0961
0.24000000000000002	0.049	0.88	0.0875
0.26	0.0436	0.901	0.0801
0.28	0.0389	0.916	0.0742
0.30000000000000004	0.0351	0.928	0.0694
0.32000000000000006	0.0324	0.936	0.0657
0.3400000000000001	0.0305	0.942	0.0627
0.3600000000000001	0.0292	0.947	0.0604
0.38	0.0284	0.95	0.0586
0.4	0.0279	0.953	0.0573
0.42000000000000004	0.0276	0.955	0.0563
0.44000000000000006	0.0274	0.956	0.0555
0.4600000000000001	0.0282	0.957	0.0548
0.4800000000000001	0.0293	0.96	0.0533
0.5000000000000001	0.0298	0.963	0.0513
0.5200000000000001	0.03	0.966	0.0492
0.54	0.0298	0.968	0.0473
