Length Scale	MAE	R_square	RMSE
0.1	0.1288	-0.501	0.1855
0.12000000000000001	0.1064	0.158	0.1595
0.14	0.0887	0.506	0.1376
0.16000000000000003	0.0744	0.682	0.1214
0.18000000000000002	0.0658	0.772	0.1099
0.2	0.0584	0.822	0.1009
0.22000000000000003	0.0528	0.853	0.094
0.24000000000000002	0.0484	0.872	0.089
0.26	0.0447	0.885	0.085
0.28	0.0416	0.896	0.0816
0.30000000000000004	0.0389	0.905	0.0785
0.32000000000000006	0.0368	0.912	0.0757
0.3400000000000001	0.0351	0.919	0.0732
0.3600000000000001	0.0342	0.924	0.0713
0.38	0.0336	0.927	0.0701
0.4	0.0334	0.928	0.0697
0.42000000000000004	0.0337	0.928	0.07
0.44000000000000006	0.0343	0.926	0.0711
0.4600000000000001	0.0356	0.922	0.0731
0.4800000000000001	0.0374	0.916	0.0757
0.5000000000000001	0.0389	0.912	0.0775
0.5200000000000001	0.0396	0.911	0.078
0.54	0.0398	0.912	0.0777
