Length Scale	MAE	R_square	RMSE
0.1	0.0832	-0.146	0.164
0.12000000000000001	0.0708	0.286	0.1429
0.14	0.0595	0.542	0.1251
0.16000000000000003	0.0508	0.685	0.1116
0.18000000000000002	0.0453	0.766	0.1012
0.2	0.0405	0.82	0.092
0.22000000000000003	0.0354	0.86	0.0833
0.24000000000000002	0.0311	0.888	0.076
0.26	0.0278	0.908	0.0702
0.28	0.0254	0.921	0.0655
0.30000000000000004	0.0237	0.931	0.0617
0.32000000000000006	0.0226	0.939	0.0586
0.3400000000000001	0.0219	0.944	0.056
0.3600000000000001	0.0215	0.948	0.054
0.38	0.0213	0.951	0.0524
0.4	0.0214	0.953	0.0514
0.42000000000000004	0.0218	0.954	0.0507
0.44000000000000006	0.0225	0.955	0.0504
0.4600000000000001	0.0232	0.955	0.0503
0.4800000000000001	0.024	0.955	0.0502
0.5000000000000001	0.0247	0.955	0.05
0.5200000000000001	0.0254	0.956	0.0495
0.54	0.0259	0.958	0.0489
