Length Scale	MAE	R_square	RMSE
0.1	0.1172	-0.251	0.1321
0.12000000000000001	0.1047	0.186	0.1182
0.14	0.0946	0.415	0.1089
0.16000000000000003	0.0864	0.54	0.1029
0.18000000000000002	0.0795	0.615	0.0989
0.2	0.0745	0.663	0.096
0.22000000000000003	0.0699	0.696	0.0937
0.24000000000000002	0.0656	0.721	0.0918
0.26	0.0615	0.742	0.0898
0.28	0.0577	0.76	0.0878
0.30000000000000004	0.0546	0.777	0.0857
0.32000000000000006	0.0523	0.793	0.0836
0.3400000000000001	0.0509	0.808	0.0814
0.3600000000000001	0.0504	0.82	0.0794
0.38	0.0505	0.831	0.0776
0.4	0.0508	0.84	0.0761
0.42000000000000004	0.051	0.847	0.0747
0.44000000000000006	0.0511	0.852	0.0734
0.4600000000000001	0.0511	0.856	0.0723
0.4800000000000001	0.0511	0.859	0.0714
0.5000000000000001	0.051	0.862	0.0706
0.5200000000000001	0.0509	0.864	0.07
0.54	0.0509	0.865	0.0694
