Length Scale	MAE	R_square	RMSE
0.1	0.1387	0.072	0.169
0.12000000000000001	0.1242	0.331	0.1524
0.14	0.1102	0.515	0.1375
0.16000000000000003	0.0977	0.638	0.1253
0.18000000000000002	0.0867	0.719	0.1156
0.2	0.0799	0.773	0.1079
0.22000000000000003	0.075	0.81	0.1016
0.24000000000000002	0.0704	0.834	0.0967
0.26	0.0663	0.85	0.093
0.28	0.0627	0.863	0.0898
0.30000000000000004	0.0595	0.874	0.0869
0.32000000000000006	0.0575	0.883	0.0841
0.3400000000000001	0.0554	0.893	0.0812
0.3600000000000001	0.0529	0.903	0.0782
0.38	0.0503	0.912	0.0746
0.4	0.0472	0.923	0.0705
0.42000000000000004	0.0438	0.934	0.0655
0.44000000000000006	0.04	0.945	0.06
0.4600000000000001	0.0363	0.954	0.0552
0.4800000000000001	0.0329	0.961	0.0511
0.5000000000000001	0.0301	0.966	0.0478
0.5200000000000001	0.0278	0.97	0.0452
0.54	0.0292	0.971	0.0444
