Length Scale	MAE	R_square	RMSE
0.1	0.0707	-2.4	0.1432
0.12000000000000001	0.0613	-0.898	0.127
0.14	0.0518	-0.087	0.1119
0.16000000000000003	0.0446	0.334	0.0999
0.18000000000000002	0.0394	0.548	0.0906
0.2	0.0365	0.669	0.0828
0.22000000000000003	0.0339	0.749	0.0752
0.24000000000000002	0.0309	0.809	0.0677
0.26	0.028	0.854	0.0607
0.28	0.0255	0.887	0.0544
0.30000000000000004	0.0235	0.911	0.0493
0.32000000000000006	0.022	0.927	0.0451
0.3400000000000001	0.0209	0.938	0.042
0.3600000000000001	0.0201	0.946	0.0396
0.38	0.0198	0.952	0.0377
0.4	0.0196	0.957	0.0359
0.42000000000000004	0.0194	0.961	0.0342
0.44000000000000006	0.0192	0.965	0.0325
0.4600000000000001	0.0188	0.969	0.0308
0.4800000000000001	0.0183	0.973	0.0293
0.5000000000000001	0.0178	0.976	0.028
0.5200000000000001	0.0176	0.977	0.0271
0.54	0.0181	0.978	0.0266
